museum_id,object_id,image_url,http_ok,status_code,content_type,local_file_ok,valid
2,49268,"https://nrs.harvard.edu/urn-3:HUAM:INV003831_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49269,"https://nrs.harvard.edu/urn-3:HUAM:758665/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49278,"https://nrs.harvard.edu/urn-3:HUAM:INV004264_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49279,"https://nrs.harvard.edu/urn-3:HUAM:INV004294_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49502,"https://nrs.harvard.edu/urn-3:HUAM:INV003830_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49511,"https://nrs.harvard.edu/urn-3:HUAM:INV003839_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49523,"https://nrs.harvard.edu/urn-3:huam:COIN13968_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49524,"https://nrs.harvard.edu/urn-3:huam:COIN13969_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49525,"https://nrs.harvard.edu/urn-3:huam:COIN13970_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49526,"https://nrs.harvard.edu/urn-3:huam:COIN13971_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49574,"https://nrs.harvard.edu/urn-3:huam:COIN13949_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49575,"https://nrs.harvard.edu/urn-3:huam:COIN13950_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49576,"https://nrs.harvard.edu/urn-3:huam:COIN13951_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49577,"https://nrs.harvard.edu/urn-3:huam:COIN13952_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49578,"https://nrs.harvard.edu/urn-3:huam:COIN13957_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49579,"https://nrs.harvard.edu/urn-3:huam:COIN13958_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49580,"https://nrs.harvard.edu/urn-3:huam:COIN13961_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49581,"https://nrs.harvard.edu/urn-3:huam:COIN13962_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49582,"https://nrs.harvard.edu/urn-3:huam:COIN13976_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49583,"https://nrs.harvard.edu/urn-3:huam:COIN13965_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49627,"https://nrs.harvard.edu/urn-3:huam:COIN13935_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49628,"https://nrs.harvard.edu/urn-3:huam:COIN13936_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49629,"https://nrs.harvard.edu/urn-3:huam:COIN13937_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49630,"https://nrs.harvard.edu/urn-3:huam:COIN13938_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49631,"https://nrs.harvard.edu/urn-3:huam:COIN13941_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49632,"https://nrs.harvard.edu/urn-3:huam:COIN13942_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49633,"https://nrs.harvard.edu/urn-3:huam:COIN13953_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49634,"https://nrs.harvard.edu/urn-3:huam:COIN13954_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49635,"https://nrs.harvard.edu/urn-3:huam:COIN13955_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49636,"https://nrs.harvard.edu/urn-3:huam:COIN13956_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49663,"https://nrs.harvard.edu/urn-3:huam:COIN13972_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49664,"https://nrs.harvard.edu/urn-3:huam:COIN13973_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49666,"https://nrs.harvard.edu/urn-3:huam:COIN13974_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49667,"https://nrs.harvard.edu/urn-3:huam:COIN13975_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49735,"https://nrs.harvard.edu/urn-3:huam:COIN13879_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49736,"https://nrs.harvard.edu/urn-3:huam:COIN13880_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49737,"https://nrs.harvard.edu/urn-3:huam:COIN19330_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49738,"https://nrs.harvard.edu/urn-3:huam:COIN19331_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49739,"https://nrs.harvard.edu/urn-3:huam:COIN13921_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49740,"https://nrs.harvard.edu/urn-3:huam:COIN13922_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49741,"https://nrs.harvard.edu/urn-3:huam:COIN13927_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
2,49742,"https://nrs.harvard.edu/urn-3:huam:COIN13928_dynmc/full/!800,800/0/default.jpg",0,202,text/html; charset=utf-8,1,1
