museum_id,object_id,image_url,http_ok,status_code,content_type,local_file_ok,valid
1,ld1-1643390182193-1643390187788-0,https://ids.si.edu/ids/download?id=FS-5993_06.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390188963-0,https://ids.si.edu/ids/download?id=FS-7472_11.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390188351-0,https://ids.si.edu/ids/download?id=FS-7321_46.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390189009-0,https://ids.si.edu/ids/download?id=FS-6072_03.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390191106-1,https://ids.si.edu/ids/download?id=FS-7729_31.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390186569-0,https://ids.si.edu/ids/download?id=FS-6050_05.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390185233-0,https://ids.si.edu/ids/download?id=FS-7347_22.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390190062-0,https://ids.si.edu/ids/download?id=FS-8536_12.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390189470-1,https://ids.si.edu/ids/download?id=FS-7706_08.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390189701-0,https://ids.si.edu/ids/download?id=FS-6376_03.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390187939-0,https://ids.si.edu/ids/download?id=FS-7451_01.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390189014-0,https://ids.si.edu/ids/download?id=FS-F1915.51_001-000001.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390186587-0,https://ids.si.edu/ids/download?id=FS-5923_02.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390185490-0,https://ids.si.edu/ids/download?id=FS-5113_09.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390189078-1,https://ids.si.edu/ids/download?id=FS-7727_25.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390185379-0,https://ids.si.edu/ids/download?id=FS-7361_38.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390186621-0,https://ids.si.edu/ids/download?id=FS-5374_07.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390189410-0,https://ids.si.edu/ids/download?id=FS-7326_29.jpg,0,0,"('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))",1,1
1,ld1-1643390182193-1643390191053-0,https://ids.si.edu/ids/download?id=FS-F1919.27_001.jpg,0,0,"('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))",1,1
1,ld1-1643390182193-1643390188422-0,https://ids.si.edu/ids/download?id=FS-7480_34.jpg,0,0,"('Connection aborted.', ConnectionResetError(10054, '远程主机强迫关闭了一个现有的连接。', None, 10054, None))",1,1
1,ld1-1643390182193-1643390189097-1,https://ids.si.edu/ids/download?id=FS-7737_09.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390190708-0,https://ids.si.edu/ids/download?id=FS-F1918.16_001.jpg,1,200,unknown,1,1
1,ld1-1643390182193-1643390187871-0,https://ids.si.edu/ids/download?id=FS-7518_02.jpg,1,200,unknown,1,1
