from,relation,to
entity:artifact:1:ld1-1643390182193-1643390186607-0,materialBase,silk | pigment | ink
entity:artifact:1:ld1-1643390182193-1643390186608-0,materialBase,silk | pigment | ink
entity:artifact:1:ld1-1643390182193-1643390186608-1,materialBase,silk | pigment | ink
entity:artifact:1:ld1-1643390182193-1643390186609-0,materialBase,silk | pigment | ink
entity:artifact:1:ld1-1643390182193-1643390186610-0,materialBase,silk | pigment | ink
entity:artifact:1:ld1-1643390182193-1643390186611-0,materialBase,silk | pigment | ink
entity:artifact:1:ld1-1643390182193-1643390186615-1,materialBase,silk | pigment | ink
entity:artifact:1:ld1-1643390182193-1643390186616-0,materialBase,silk | pigment | ink
entity:artifact:1:ld1-1643390182193-1643390186617-0,materialBase,silk | pigment | ink
entity:artifact:1:ld1-1643390182193-1643390186618-0,materialBase,silk | pigment | ink
entity:artifact:1:ld1-1643390182193-1643390186619-0,materialBase,silk | pigment | ink
entity:artifact:1:ld1-1643390182193-1643390186620-0,materialBase,silk | pigment | ink
entity:artifact:1:ld1-1643390182193-1643390186621-0,materialBase,silk | pigment | ink
entity:artifact:1:ld1-1643390182193-1643390186621-1,materialBase,silk | pigment | ink
entity:artifact:1:ld1-1643390182193-1643390186622-0,materialBase,silk | pigment | ink
entity:artifact:1:ld1-1643390182193-1643390186623-0,materialBase,paper | ink
entity:artifact:1:ld1-1643390182193-1643390186628-0,materialBase,silk | pigment | ink
entity:artifact:1:ld1-1643390182193-1643390186632-0,materialBase,silk | pigment | ink
entity:artifact:1:ld1-1643390182193-1643390186635-0,materialBase,paper | ink
entity:artifact:1:ld1-1643390182193-1643390186638-0,materialBase,silk | ink
entity:artifact:1:ld1-1643390182193-1643390186640-0,materialBase,silk | ink
entity:artifact:1:ld1-1643390182193-1643390186641-0,materialBase,silk | ink
entity:artifact:1:ld1-1643390182193-1643390186642-0,materialBase,silk | pigment | ink
entity:artifact:1:ld1-1643390182193-1643390186645-0,materialBase,silk | ink
entity:artifact:1:ld1-1643390182193-1643390186650-1,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390186651-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390186654-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390186655-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390186656-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390186657-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390186658-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390186659-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390186660-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390186661-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390186666-1,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390186667-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390186668-1,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390186670-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390186671-0,materialBase,stone
entity:artifact:1:ld1-1643390182193-1643390186672-1,materialBase,stone
entity:artifact:1:ld1-1643390182193-1643390186673-0,materialBase,stone
entity:artifact:1:ld1-1643390182193-1643390186675-0,materialBase,pigment | stone
entity:artifact:1:ld1-1643390182193-1643390186676-0,materialBase,stone
entity:artifact:1:ld1-1643390182193-1643390186677-0,materialBase,stone
entity:artifact:1:ld1-1643390182193-1643390186677-1,materialBase,stone | pigment
entity:artifact:1:ld1-1643390182193-1643390186680-0,materialBase,pigment | stone
entity:artifact:1:ld1-1643390182193-1643390186681-0,materialBase,stone
entity:artifact:1:ld1-1643390182193-1643390186681-1,materialBase,stone
entity:artifact:1:ld1-1643390182193-1643390186684-1,materialBase,earthenware | wood
entity:artifact:1:ld1-1643390182193-1643390186705-0,materialBase,earthenware | copper | metal
entity:artifact:1:ld1-1643390182193-1643390186706-0,materialBase,earthenware | copper | metal
entity:artifact:1:ld1-1643390182193-1643390186708-0,materialBase,earthenware | iron | metal
entity:artifact:1:ld1-1643390182193-1643390186711-0,materialBase,bronze
entity:artifact:1:ld1-1643390182193-1643390186711-1,materialBase,bronze
