from,relation,to
entity:artifact:1:ld1-1643381040022-1643381041048-0,creditLine,"Smithsonian American Art Museum, Gift of Laura Dreyfus Barney and Natalie Clifford Barney in memory of their mother, Alice Pike Barney"
entity:artifact:1:ld1-1643381040022-1643381041076-1,creditLine,"Smithsonian American Art Museum, Gift of Laura Dreyfus Barney and Natalie Clifford Barney in memory of their mother, Alice Pike Barney"
entity:artifact:1:ld1-1643381040022-1643381042241-1,creditLine,"Smithsonian American Art Museum, Gift of John Gellatly"
entity:artifact:1:ld1-1643381040022-1643381046516-1,creditLine,"Smithsonian American Art Museum, Bequest of Olin Dows"
entity:artifact:1:ld1-1643381040022-1643381046517-0,creditLine,"Smithsonian American Art Museum, Bequest of Olin Dows"
entity:artifact:1:ld1-1643381040022-1643381049778-0,creditLine,"Smithsonian American Art Museum, Gift of Moune G.H. Webster"
entity:artifact:1:ld1-1643381040022-1643381049778-1,creditLine,"Smithsonian American Art Museum, Gift of Moune G.H. Webster"
entity:artifact:1:ld1-1643381040022-1643381049779-0,creditLine,"Smithsonian American Art Museum, Gift of Moune G.H. Webster"
entity:artifact:1:ld1-1643381040022-1643381049779-1,creditLine,"Smithsonian American Art Museum, Gift of Moune G.H. Webster"
entity:artifact:1:ld1-1643381040022-1643381049780-0,creditLine,"Smithsonian American Art Museum, Gift of Moune G.H. Webster"
entity:artifact:1:ld1-1643381040022-1643381049785-0,creditLine,"Smithsonian American Art Museum, Gift of Moune G.H. Webster"
entity:artifact:1:ld1-1643381040022-1643381051352-0,creditLine,"Smithsonian American Art Museum, Museum purchase"
entity:artifact:1:ld1-1643381040022-1643381053046-1,creditLine,"Smithsonian American Art Museum, Gift of Jack Lord"
entity:artifact:1:ld1-1643381040022-1643381054060-0,creditLine,"Smithsonian American Art Museum, Gift of John Gellatly"
entity:artifact:1:ld1-1643381040022-1643381054509-0,creditLine,"Smithsonian American Art Museum, Museum acquisition"
entity:artifact:1:ld1-1643381040022-1643381055993-0,creditLine,"Smithsonian American Art Museum, Museum purchase and gift from Elizabeth W. Henderson in memory of her husband Francis Tracy Henderson"
entity:artifact:1:ld1-1643381040022-1643381057843-0,creditLine,"Smithsonian American Art Museum, Transfer from the Archives of American Art, Smithsonian Institution"
entity:artifact:1:ld1-1643381040022-1643381057909-1,creditLine,"Smithsonian American Art Museum, Gift of Drs. Ben and A. Jess Shenson"
entity:artifact:1:ld1-1643381040022-1643381058884-1,creditLine,"Smithsonian American Art Museum, Gift of John Gellatly"
entity:artifact:1:ld1-1643381040022-1643381058893-0,creditLine,"Smithsonian American Art Museum, Bequest of Virginia Woodbury Lowery Brunetti, Duchess of Arcos"
entity:artifact:1:ld1-1643381040022-1643381058911-1,creditLine,"Smithsonian American Art Museum, Bequest of Alfred Duane Pell"
entity:artifact:1:ld1-1643381040022-1643381058913-0,creditLine,"Smithsonian American Art Museum, Bequest of Alfred Duane Pell"
entity:artifact:1:ld1-1643381040022-1643381058914-1,creditLine,"Smithsonian American Art Museum, Bequest of Alfred Duane Pell"
entity:artifact:1:ld1-1643381040022-1643381058918-1,creditLine,"Smithsonian American Art Museum, Bequest of Alfred Duane Pell"
entity:artifact:1:ld1-1643381040022-1643381058919-0,creditLine,"Smithsonian American Art Museum, Bequest of Alfred Duane Pell"
entity:artifact:1:ld1-1643381040022-1643381058925-0,creditLine,"Smithsonian American Art Museum, Bequest of Alfred Duane Pell"
entity:artifact:1:ld1-1643381040022-1643381058946-1,creditLine,"Smithsonian American Art Museum, Bequest of Mrs. Henry L. Milmore through Mr. Henry L. Milmore"
entity:artifact:1:ld1-1643381040022-1643381059066-0,creditLine,"Smithsonian American Art Museum, Gift of Mrs. Henry L. Milmore through Mr. Henry L. Milmore"
entity:artifact:1:ld1-1643381040022-1643381059156-0,creditLine,"Smithsonian American Art Museum, Gift of John Gellatly"
entity:artifact:1:ld1-1643381040022-1643381060180-0,creditLine,"Smithsonian American Art Museum, Gift of Hyde Gillette in memory of Mabel Hyde Gillette and Edwin Fraser Gillette"
entity:artifact:1:ld1-1643381040022-1643381060244-1,creditLine,"Smithsonian American Art Museum, Bequest of Martha F. Butler"
entity:artifact:1:ld1-1643381040022-1643381060334-0,creditLine,"Smithsonian American Art Museum, Gift of Hyde Gillette in memory of Mabel Hyde Gillette and Edwin Fraser Gillette"
entity:artifact:1:ld1-1643381040022-1643381062968-0,creditLine,"Smithsonian American Art Museum, The Ray Austrian Collection, gift of Beatrice L. Austrian, Caryl A. Austrian and James A. Austrian"
entity:artifact:1:ld1-1643381040022-1643381064179-0,creditLine,"Smithsonian American Art Museum, Gift of Fran̤oise and Harvey Rambach"
entity:artifact:1:ld1-1643381040022-1643381066704-1,creditLine,"Smithsonian American Art Museum, Bequest of Mary Houston Eddy, the A.R. and M.H. Eddy Donation"
entity:artifact:1:ld1-1643381040022-1643381066706-1,creditLine,"Smithsonian American Art Museum, Bequest of Mary Houston Eddy, the A.R. and M.H. Eddy Donation"
entity:artifact:1:ld1-1643381040022-1643381066708-0,creditLine,"Smithsonian American Art Museum, Bequest of Mary Houston Eddy, the A.R. and M.H. Eddy Donation"
