from,relation,to
entity:artifact:1:ld1-1643390182193-1643390184821-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390184828-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390184854-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390184879-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185005-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185006-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185007-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185009-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185010-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185011-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185115-1,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185147-1,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185158-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185171-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185212-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185213-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185233-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185239-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185379-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185380-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185381-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185382-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185382-1,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185383-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185394-1,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185400-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185439-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185475-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185476-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185477-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185478-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185489-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185490-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185502-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185503-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185504-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185557-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185559-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185559-1,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185560-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185859-1,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185861-1,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185863-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185954-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185955-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185990-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185990-1,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390185991-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390186230-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390186421-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390186422-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390186427-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390186428-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390186429-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390186431-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390186434-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390186435-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390186436-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390186438-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390186440-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390186482-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390186483-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390186484-0,belongsToMuseum,entity:museum:1
entity:artifact:1:ld1-1643390182193-1643390186488-0,belongsToMuseum,entity:museum:1
