canonical_id,alias,norm_alias,match_method,confidence
entity:culture:homage,Homage,homage,norm_label,1.0
entity:culture:horn,Horn,horn,norm_label,1.0
entity:culture:horsemen-and-horsewomen,Horsemen and horsewomen,horsemen and horsewomen,norm_label,1.0
entity:culture:horses,Horses,horses,norm_label,1.0
entity:culture:hotei,Hotei,hotei,norm_label,1.0
entity:culture:hunting,Hunting,hunting,norm_label,1.0
entity:culture:in-pursuit-of-life-liberty-and-happiness,"In Pursuit of Life, Liberty, and Happiness",in pursuit of life liberty and happiness,norm_label,1.0
entity:culture:incense,Incense,incense,norm_label,1.0
entity:culture:incising,Incising,incising,norm_label,1.0
entity:culture:industrialization,Industrialization,industrialization,norm_label,1.0
entity:culture:inlay-process,Inlay (process),inlay process,norm_label,1.0
entity:culture:inn,Inn,inn,norm_label,1.0
entity:culture:insects,Insects,insects,norm_label,1.0
entity:culture:iridescence,Iridescence,iridescence,norm_label,1.0
entity:culture:iron,Iron,iron,norm_label,1.0
entity:culture:islands,Islands,islands,norm_label,1.0
entity:culture:ivory,Ivory,ivory,norm_label,1.0
entity:culture:jade,Jade,jade,norm_label,1.0
entity:culture:japanese-art,Japanese Art,japanese art,norm_label,1.0
entity:culture:japanese-made-from-chinese-fabric,"Japanese, made from Chinese fabric",japanese made from chinese fabric,norm_label,1.0
entity:culture:japanese-or-chinese,Japanese or Chinese,japanese or chinese,norm_label,1.0
entity:culture:japanese-tea-ceremony,Japanese tea ceremony,japanese tea ceremony,norm_label,1.0
entity:culture:jiehua,Jiehua,jiehua,norm_label,1.0
entity:culture:jin-dynasty-1115-1234,Jin dynasty (1115 - 1234),jin dynasty 1115 - 1234,norm_label,1.0
entity:culture:jingdezhen-ware,Jingdezhen ware,jingdezhen ware,norm_label,1.0
entity:culture:joseon-period-1392-1910,Joseon period (1392 - 1910),joseon period 1392 - 1910,norm_label,1.0
entity:culture:josiah-k-lilly-jr-collection,Josiah K. Lilly Jr. Collection,josiah k lilly jr collection,norm_label,1.0
entity:culture:kakemono,Kakemono,kakemono,norm_label,1.0
entity:culture:kalasa,Kalasa,kalasa,norm_label,1.0
entity:culture:kangxi-reign-1662-1722,Kangxi reign (1662 - 1722),kangxi reign 1662 - 1722,norm_label,1.0
entity:culture:kasyapa,Kasyapa,kasyapa,norm_label,1.0
entity:culture:khakkhara,Khakkhara,khakkhara,norm_label,1.0
entity:culture:khayyam-omar,"Khayyam, Omar",khayyam omar,norm_label,1.0
entity:culture:king,King,king,norm_label,1.0
entity:culture:kingdom-of-dali-1096-1253,Kingdom of Dali (1096-1253),kingdom of dali 1096-1253,norm_label,1.0
entity:culture:kings-and-rulers,Kings and rulers,kings and rulers,norm_label,1.0
entity:culture:korean-art,Korean Art,korean art,norm_label,1.0
entity:culture:kuancai,Kuancai,kuancai,norm_label,1.0
entity:culture:kundika,Kundika,kundika,norm_label,1.0
entity:culture:lace-and-lace-making,Lace and lace making,lace and lace making,norm_label,1.0
entity:culture:lacquer,Lacquer,lacquer,norm_label,1.0
entity:culture:lacquer-repair,Lacquer repair,lacquer repair,norm_label,1.0
entity:culture:lakes,Lakes,lakes,norm_label,1.0
entity:culture:lama,Lama,lama,norm_label,1.0
entity:culture:landscapes,Landscapes,landscapes,norm_label,1.0
entity:culture:laozi,Laozi,laozi,norm_label,1.0
entity:culture:late-neolithic-period-ca-5000-ca-1700-bce,Late Neolithic period (ca. 5000 - ca. 1700 BCE),late neolithic period ca 5000 - ca 1700 bce,norm_label,1.0
entity:culture:lead,Lead,lead,norm_label,1.0
entity:culture:lettering,Lettering,lettering,norm_label,1.0
entity:culture:li-tiegnai,Li Tiegnai,li tiegnai,norm_label,1.0
entity:culture:lily,Lily,lily,norm_label,1.0
entity:culture:litchi,Litchi,litchi,norm_label,1.0
entity:culture:literature,Literature,literature,norm_label,1.0
entity:culture:liu-song-dynasty-420-479,Liu Song dynasty (420 - 479),liu song dynasty 420 - 479,norm_label,1.0
entity:culture:lotus,Lotus,lotus,norm_label,1.0
entity:culture:lotus-sutra,Lotus Sutra,lotus sutra,norm_label,1.0
entity:culture:lovers,Lovers,lovers,norm_label,1.0
entity:culture:lu-dongbin,Lu Dongbin,lu dongbin,norm_label,1.0
entity:culture:luohan,Luohan,luohan,norm_label,1.0
entity:culture:lute,Lute,lute,norm_label,1.0
entity:culture:ma-gu,Ma Gu,ma gu,norm_label,1.0
entity:culture:magpie,Magpie,magpie,norm_label,1.0
entity:culture:mahasthamaprapta,Mahasthamaprapta,mahasthamaprapta,norm_label,1.0
entity:culture:maitreya-buddha,Maitreya Buddha,maitreya buddha,norm_label,1.0
entity:culture:male-and-female,Male and female,male and female,norm_label,1.0
entity:culture:mandorla,Mandorla,mandorla,norm_label,1.0
entity:culture:manjushri,Manjushri,manjushri,norm_label,1.0
entity:culture:manufacturing-industries,Manufacturing industries,manufacturing industries,norm_label,1.0
entity:culture:market,Market,market,norm_label,1.0
entity:culture:marriage,Marriage,marriage,norm_label,1.0
entity:culture:masks,Masks,masks,norm_label,1.0
entity:culture:medicine,Medicine,medicine,norm_label,1.0
entity:culture:meditation,Meditation,meditation,norm_label,1.0
entity:culture:melon,Melon,melon,norm_label,1.0
entity:culture:men,Men,men,norm_label,1.0
entity:culture:metal-work,Metal-work,metal-work,norm_label,1.0
entity:culture:metasomatic-rock,Metasomatic rock,metasomatic rock,norm_label,1.0
entity:culture:military,Military,military,norm_label,1.0
entity:culture:mill,Mill,mill,norm_label,1.0
entity:culture:millinery,Millinery,millinery,norm_label,1.0
entity:culture:miners,Miners,miners,norm_label,1.0
entity:culture:ming-dynasty-1368-1644,Ming dynasty (1368 - 1644),ming dynasty 1368 - 1644,norm_label,1.0
entity:culture:minister,Minister,minister,norm_label,1.0
entity:culture:miracle,Miracle,miracle,norm_label,1.0
entity:culture:modern-period-1912-present,Modern period (1912 - present),modern period 1912 - present,norm_label,1.0
entity:culture:molding,Molding,molding,norm_label,1.0
entity:culture:momoyama-period-1573-1615,Momoyama period (1573 - 1615),momoyama period 1573 - 1615,norm_label,1.0
entity:culture:money,Money,money,norm_label,1.0
entity:culture:monk,Monk,monk,norm_label,1.0
entity:culture:monkeys,Monkeys,monkeys,norm_label,1.0
entity:culture:monsters,Monsters,monsters,norm_label,1.0
entity:culture:moon,Moon,moon,norm_label,1.0
entity:culture:morning,Morning,morning,norm_label,1.0
entity:culture:motion-pictures,Motion pictures,motion pictures,norm_label,1.0
entity:culture:mount-meru,Mount Meru,mount meru,norm_label,1.0
entity:culture:mountains,Mountains,mountains,norm_label,1.0
entity:culture:mouse,Mouse,mouse,norm_label,1.0
entity:culture:mudra,Mudra,mudra,norm_label,1.0
entity:culture:mule,Mule,mule,norm_label,1.0
entity:culture:muromachi-period-1333-1573,Muromachi period (1333 - 1573),muromachi period 1333 - 1573,norm_label,1.0
entity:culture:music,Music,music,norm_label,1.0
entity:culture:musical-instruments,Musical instruments,musical instruments,norm_label,1.0
entity:culture:musicians,Musicians,musicians,norm_label,1.0
entity:culture:mynah-bird,Mynah bird,mynah bird,norm_label,1.0
entity:culture:mythological-animal,Mythological animal,mythological animal,norm_label,1.0
entity:culture:mythological-subject,Mythological subject,mythological subject,norm_label,1.0
entity:culture:neolithic-period-ca-7000-ca-1700-bce,Neolithic period (ca. 7000 - ca. 1700 BCE),neolithic period ca 7000 - ca 1700 bce,norm_label,1.0
entity:culture:nephrite,Nephrite,nephrite,norm_label,1.0
entity:culture:new-year,New year,new year,norm_label,1.0
entity:culture:night,Night,night,norm_label,1.0
entity:culture:northern-dynasties-386-581,Northern dynasties (386 - 581),northern dynasties 386 - 581,norm_label,1.0
entity:culture:northern-qi-dynasty-550-577,Northern Qi dynasty (550 - 577),northern qi dynasty 550 - 577,norm_label,1.0
entity:culture:northern-song-dynasty-960-1127,Northern Song dynasty (960 - 1127),northern song dynasty 960 - 1127,norm_label,1.0
entity:culture:northern-wei-dynasty-386-534,Northern Wei dynasty (386 - 534),northern wei dynasty 386 - 534,norm_label,1.0
entity:culture:northern-zhou-dynasty-557-581,Northern Zhou dynasty (557 - 581),northern zhou dynasty 557 - 581,norm_label,1.0
entity:culture:occupations,Occupations,occupations,norm_label,1.0
entity:culture:ocean,Ocean,ocean,norm_label,1.0
entity:culture:older-people,Older people,older people,norm_label,1.0
entity:culture:opera-music,Opera (Music),opera music,norm_label,1.0
entity:culture:orchids,Orchids,orchids,norm_label,1.0
entity:culture:ornamentation,Ornamentation,ornamentation,norm_label,1.0
entity:culture:outer-space,Outer space,outer space,norm_label,1.0
entity:culture:oxen,Oxen,oxen,norm_label,1.0
entity:culture:pagoda,Pagoda,pagoda,norm_label,1.0
entity:culture:painting-image-making,Painting (image-making),painting image-making,norm_label,1.0
entity:culture:palace,Palace,palace,norm_label,1.0
entity:culture:parasol,Parasol,parasol,norm_label,1.0
entity:culture:parinirvana,Parinirvana,parinirvana,norm_label,1.0
entity:culture:parrot,Parrot,parrot,norm_label,1.0
entity:culture:passing-song,Passing Song,passing song,norm_label,1.0
entity:culture:pavilion,Pavilion,pavilion,norm_label,1.0
entity:culture:peach,Peach,peach,norm_label,1.0
entity:culture:peach-tree,Peach tree,peach tree,norm_label,1.0
entity:culture:peacock,Peacock,peacock,norm_label,1.0
entity:culture:pear,Pear,pear,norm_label,1.0
entity:culture:peasant,Peasant,peasant,norm_label,1.0
entity:culture:penglai,Penglai,penglai,norm_label,1.0
entity:culture:peony,Peony,peony,norm_label,1.0
entity:culture:period-of-division-220-589,Period of Division (220 - 589),period of division 220 - 589,norm_label,1.0
entity:culture:persimmon,Persimmon,persimmon,norm_label,1.0
entity:culture:peters-prints,Peters Prints,peters prints,norm_label,1.0
entity:culture:pheasant,Pheasant,pheasant,norm_label,1.0
entity:culture:phoenix,Phoenix,phoenix,norm_label,1.0
entity:culture:photography,Photography,photography,norm_label,1.0
entity:culture:piercing,Piercing,piercing,norm_label,1.0
entity:culture:pine-tree,Pine tree,pine tree,norm_label,1.0
entity:culture:pingtuo,Pingtuo,pingtuo,norm_label,1.0
entity:culture:pipa,Pipa,pipa,norm_label,1.0
entity:culture:plants,Plants,plants,norm_label,1.0
entity:culture:playing,Playing,playing,norm_label,1.0
entity:culture:plum-blossom,Plum blossom,plum blossom,norm_label,1.0
entity:culture:plum-tree,Plum tree,plum tree,norm_label,1.0
entity:culture:poetry,Poetry,poetry,norm_label,1.0
entity:culture:poets,Poets,poets,norm_label,1.0
entity:culture:politics,Politics,politics,norm_label,1.0
entity:culture:pomegranate,Pomegranate,pomegranate,norm_label,1.0
entity:culture:porcelain,Porcelain,porcelain,norm_label,1.0
entity:culture:portraits,Portraits,portraits,norm_label,1.0
entity:culture:pottery,Pottery,pottery,norm_label,1.0
entity:culture:prabhutaratna-buddha,Prabhutaratna Buddha,prabhutaratna buddha,norm_label,1.0
entity:culture:prayer-beads,Prayer beads,prayer beads,norm_label,1.0
entity:culture:preaching,Preaching,preaching,norm_label,1.0
entity:culture:presidents-spouses,Presidents' spouses,presidents spouses,norm_label,1.0
entity:culture:protection,Protection,protection,norm_label,1.0
entity:culture:punching,Punching,punching,norm_label,1.0
entity:culture:puppet,Puppet,puppet,norm_label,1.0
entity:culture:puppets,Puppets,puppets,norm_label,1.0
entity:culture:pure-land,Pure Land,pure land,norm_label,1.0
entity:culture:qianlong-reign-1736-1796,Qianlong reign (1736 - 1796),qianlong reign 1736 - 1796,norm_label,1.0
entity:culture:qilin,Qilin,qilin,norm_label,1.0
entity:culture:qin,Qin,qin,norm_label,1.0
entity:culture:qin-dynasty-221-206-bce,Qin dynasty (221 - 206 BCE),qin dynasty 221 - 206 bce,norm_label,1.0
entity:culture:qing-dynasty-1644-1911,Qing dynasty (1644 - 1911),qing dynasty 1644 - 1911,norm_label,1.0
entity:culture:quail,Quail,quail,norm_label,1.0
entity:culture:quartz,Quartz,quartz,norm_label,1.0
entity:culture:queen-mother-of-the-west,Queen Mother of the West,queen mother of the west,norm_label,1.0
entity:culture:rabbits,Rabbits,rabbits,norm_label,1.0
entity:culture:race-films,Race films,race films,norm_label,1.0
entity:culture:rain,Rain,rain,norm_label,1.0
entity:culture:rams,Rams,rams,norm_label,1.0
entity:culture:rats,Rats,rats,norm_label,1.0
entity:culture:reading,Reading,reading,norm_label,1.0
entity:culture:recreation,Recreation,recreation,norm_label,1.0
entity:culture:reincarnation,Reincarnation,reincarnation,norm_label,1.0
entity:culture:relief-seal,Relief seal,relief seal,norm_label,1.0
entity:culture:religion,Religion,religion,norm_label,1.0
entity:culture:repouss,RepoussÃ©,repoussã©,norm_label,1.0
entity:culture:rice,Rice,rice,norm_label,1.0
entity:culture:rice-straw-ash-glaze,Rice-straw-ash glaze,rice-straw-ash glaze,norm_label,1.0
entity:culture:rites-and-ceremonies,Rites and ceremonies,rites and ceremonies,norm_label,1.0
entity:culture:rivers,Rivers,rivers,norm_label,1.0
entity:culture:roads,Roads,roads,norm_label,1.0
entity:culture:rocks,Rocks,rocks,norm_label,1.0
entity:culture:roman-period-30-bce-395-ce,Roman Period (30 BCE - 395 CE),roman period 30 bce - 395 ce,norm_label,1.0
entity:culture:roses,Roses,roses,norm_label,1.0
entity:culture:rowboat,Rowboat,rowboat,norm_label,1.0
entity:culture:royalty,Royalty,royalty,norm_label,1.0
entity:culture:rubaiyat,Rubaiyat,rubaiyat,norm_label,1.0
entity:culture:rugmaking,Rugmaking,rugmaking,norm_label,1.0
entity:culture:running-script,Running script,running script,norm_label,1.0
entity:culture:ryder,Ryder,ryder,norm_label,1.0
entity:culture:sage,Sage,sage,norm_label,1.0
entity:culture:sailors,Sailors,sailors,norm_label,1.0
entity:culture:scepter,Scepter,scepter,norm_label,1.0
entity:culture:scholar,Scholar,scholar,norm_label,1.0
entity:culture:screen,Screen,screen,norm_label,1.0
entity:culture:sculpture,Sculpture,sculpture,norm_label,1.0
entity:culture:scythe,Scythe,scythe,norm_label,1.0
entity:culture:seal,Seal,seal,norm_label,1.0
entity:culture:seascape,Seascape,seascape,norm_label,1.0
entity:culture:segregation,Segregation,segregation,norm_label,1.0
entity:culture:serpentine-mineral,Serpentine (mineral),serpentine mineral,norm_label,1.0
entity:culture:sewing,Sewing,sewing,norm_label,1.0
entity:culture:shakyamuni,Shakyamuni,shakyamuni,norm_label,1.0
entity:culture:shakyamuni-buddha,Shakyamuni Buddha,shakyamuni buddha,norm_label,1.0
entity:culture:shang-dynasty-ca-1600-ca-1050-bce,Shang dynasty (ca. 1600 - ca. 1050 BCE),shang dynasty ca 1600 - ca 1050 bce,norm_label,1.0
entity:culture:sheep,Sheep,sheep,norm_label,1.0
entity:culture:shells,Shells,shells,norm_label,1.0
entity:culture:sheng,Sheng,sheng,norm_label,1.0
entity:culture:shepherd,Shepherd,shepherd,norm_label,1.0
entity:culture:shield,Shield,shield,norm_label,1.0
entity:culture:shodai-ware,Shodai ware,shodai ware,norm_label,1.0
entity:culture:shrine,Shrine,shrine,norm_label,1.0
entity:culture:signs-and-signboards,Signs and signboards,signs and signboards,norm_label,1.0
entity:culture:silk-fiber,Silk (fiber),silk fiber,norm_label,1.0
entity:culture:silver,Silver,silver,norm_label,1.0
entity:culture:silvering,Silvering,silvering,norm_label,1.0
entity:culture:slavery,Slavery,slavery,norm_label,1.0
entity:culture:sleeping,Sleeping,sleeping,norm_label,1.0
entity:culture:slit-tapestry,Slit tapestry,slit tapestry,norm_label,1.0
entity:culture:smoking,Smoking,smoking,norm_label,1.0
entity:culture:snakes,Snakes,snakes,norm_label,1.0
entity:culture:snow,Snow,snow,norm_label,1.0
entity:culture:social-life-and-customs,Social life and customs,social life and customs,norm_label,1.0
entity:culture:social-reformers,Social reformers,social reformers,norm_label,1.0
entity:culture:song-dynasty-960-1279,Song dynasty (960 - 1279),song dynasty 960 - 1279,norm_label,1.0
entity:culture:soochow,Soochow,soochow,norm_label,1.0
entity:culture:south-asian-and-himalayan-art,South Asian and Himalayan Art,south asian and himalayan art,norm_label,1.0
entity:culture:southern-song-dynasty-1127-1279,Southern Song dynasty (1127 - 1279),southern song dynasty 1127 - 1279,norm_label,1.0
entity:culture:souvenir-nation,Souvenir Nation,souvenir nation,norm_label,1.0
entity:culture:sparrow,Sparrow,sparrow,norm_label,1.0
entity:culture:spear-point,Spear point,spear point,norm_label,1.0
entity:culture:spiral,Spiral,spiral,norm_label,1.0
entity:culture:sport-and-play,Sport and play,sport and play,norm_label,1.0
entity:culture:spring,Spring,spring,norm_label,1.0
entity:culture:spring-and-autumn-period-770-476-bce,Spring and Autumn period (770 - 476 BCE),spring and autumn period 770 - 476 bce,norm_label,1.0
entity:culture:standard-script,Standard script,standard script,norm_label,1.0
entity:culture:state-of-being,State of being,state of being,norm_label,1.0
entity:culture:steatite,Steatite,steatite,norm_label,1.0
entity:culture:stone,Stone,stone,norm_label,1.0
entity:culture:stoneware,Stoneware,stoneware,norm_label,1.0
entity:culture:store,Store,store,norm_label,1.0
entity:culture:stork,Stork,stork,norm_label,1.0
entity:culture:streets,Streets,streets,norm_label,1.0
entity:culture:streetwear,Streetwear,streetwear,norm_label,1.0
entity:culture:stupa,Stupa,stupa,norm_label,1.0
entity:culture:sui-dynasty-581-618,Sui dynasty (581 - 618),sui dynasty 581 - 618,norm_label,1.0
entity:culture:summer,Summer,summer,norm_label,1.0
entity:culture:sunrise,Sunrise,sunrise,norm_label,1.0
entity:culture:sutra,Sutra,sutra,norm_label,1.0
entity:culture:swallow,Swallow,swallow,norm_label,1.0
entity:culture:swords,Swords,swords,norm_label,1.0
entity:culture:symbolism,Symbolism,symbolism,norm_label,1.0
entity:culture:talisman,Talisman,talisman,norm_label,1.0
entity:culture:tang-dynasty-618-907,Tang dynasty (618 - 907),tang dynasty 618 - 907,norm_label,1.0
entity:culture:taotie,Taotie,taotie,norm_label,1.0
entity:culture:tapestries,Tapestries,tapestries,norm_label,1.0
entity:culture:tea,Tea,tea,norm_label,1.0
entity:culture:teaching,Teaching,teaching,norm_label,1.0
entity:culture:temple,Temple,temple,norm_label,1.0
entity:culture:tents,Tents,tents,norm_label,1.0
entity:culture:textiles,Textiles,textiles,norm_label,1.0
entity:culture:thangka,Thangka,thangka,norm_label,1.0
entity:culture:theater,Theater,theater,norm_label,1.0
entity:culture:throne,Throne,throne,norm_label,1.0
entity:culture:tibetan-or-chinese,Tibetan or Chinese,tibetan or chinese,norm_label,1.0
entity:culture:tiger,Tiger,tiger,norm_label,1.0
entity:culture:toads,Toads,toads,norm_label,1.0
entity:culture:tobacco-use,Tobacco Use,tobacco use,norm_label,1.0
entity:culture:tomb,Tomb,tomb,norm_label,1.0
entity:culture:tools,Tools,tools,norm_label,1.0
entity:culture:tortoise,Tortoise,tortoise,norm_label,1.0
entity:culture:tower,Tower,tower,norm_label,1.0
entity:culture:toys,Toys,toys,norm_label,1.0
entity:culture:transcontinental-railroad,Transcontinental Railroad,transcontinental railroad,norm_label,1.0
entity:culture:treaty,Treaty,treaty,norm_label,1.0
entity:culture:trees,Trees,trees,norm_label,1.0
entity:culture:trident,Trident,trident,norm_label,1.0
entity:culture:trishula,Trishula,trishula,norm_label,1.0
entity:culture:tsongkhapa,Tsongkhapa,tsongkhapa,norm_label,1.0
entity:culture:turtles,Turtles,turtles,norm_label,1.0
entity:culture:twill,Twill,twill,norm_label,1.0
entity:culture:ukiyo-e,Ukiyo-e,ukiyo-e,norm_label,1.0
entity:culture:umbrellas,Umbrellas,umbrellas,norm_label,1.0
entity:culture:unglazed,Unglazed,unglazed,norm_label,1.0
entity:culture:urna,Urna,urna,norm_label,1.0
entity:culture:us-history-civil-war-1861-1865,"U.S. History, Civil War, 1861-1865",us history civil war 1861-1865,norm_label,1.0
entity:culture:ushnisha,Ushnisha,ushnisha,norm_label,1.0
entity:culture:vairocana-buddha,Vairocana Buddha,vairocana buddha,norm_label,1.0
entity:culture:vaisravana,Vaisravana,vaisravana,norm_label,1.0
entity:culture:vajra,Vajra,vajra,norm_label,1.0
entity:culture:vajrapani,Vajrapani,vajrapani,norm_label,1.0
entity:culture:vajrayana-buddhism,Vajrayana Buddhism,vajrayana buddhism,norm_label,1.0
entity:culture:varada-mudra,Varada mudra,varada mudra,norm_label,1.0
entity:culture:vase,Vase,vase,norm_label,1.0
entity:culture:vehicles,Vehicles,vehicles,norm_label,1.0
entity:culture:vendor,Vendor,vendor,norm_label,1.0
entity:culture:villages,Villages,villages,norm_label,1.0
entity:culture:vimalakirti,Vimalakirti,vimalakirti,norm_label,1.0
entity:culture:vitarka-mudra,Vitarka mudra,vitarka mudra,norm_label,1.0
entity:culture:voice,Voice,voice,norm_label,1.0
entity:culture:voting,Voting,voting,norm_label,1.0
entity:culture:wang-wei,Wang Wei,wang wei,norm_label,1.0
entity:culture:wangchuan-villa,Wangchuan Villa,wangchuan villa,norm_label,1.0
entity:culture:wanli-reign-1573-1620,Wanli reign (1573 - 1620),wanli reign 1573 - 1620,norm_label,1.0
entity:culture:warring-states-period-475-221-bce,Warring States period (475 - 221 BCE),warring states period 475 - 221 bce,norm_label,1.0
entity:culture:water,Water,water,norm_label,1.0
entity:culture:water-buffalo,Water buffalo,water buffalo,norm_label,1.0
entity:culture:waterfalls,Waterfalls,waterfalls,norm_label,1.0
entity:culture:waterscapes,Waterscapes,waterscapes,norm_label,1.0
entity:culture:wave,Wave,wave,norm_label,1.0
entity:culture:weapons,Weapons,weapons,norm_label,1.0
entity:culture:weft-patterning,Weft patterning,weft patterning,norm_label,1.0
entity:culture:weimo,Weimo,weimo,norm_label,1.0
entity:culture:wenshu,Wenshu,wenshu,norm_label,1.0
entity:culture:western-han-dynasty-206-bce-9-ce,Western Han dynasty (206 BCE - 9 CE),western han dynasty 206 bce - 9 ce,norm_label,1.0
entity:culture:western-wei-dynasty-535-556,Western Wei dynasty (535 - 556),western wei dynasty 535 - 556,norm_label,1.0
entity:culture:western-zhou-dynasty-ca-1050-771-bce,Western Zhou dynasty (ca. 1050 - 771 BCE),western zhou dynasty ca 1050 - 771 bce,norm_label,1.0
entity:culture:white-slip,White slip,white slip,norm_label,1.0
entity:culture:willow-tree,Willow tree,willow tree,norm_label,1.0
entity:culture:wine-and-wine-making,Wine and wine making,wine and wine making,norm_label,1.0
entity:culture:winter,Winter,winter,norm_label,1.0
entity:culture:woman,Woman,woman,norm_label,1.0
entity:culture:women,Women,women,norm_label,1.0
entity:culture:wood,Wood,wood,norm_label,1.0
entity:culture:wood-gathering,Wood-gathering,wood-gathering,norm_label,1.0
entity:culture:wool-hair,Wool (hair),wool hair,norm_label,1.0
entity:culture:worship,Worship,worship,norm_label,1.0
entity:culture:worshiper,Worshiper,worshiper,norm_label,1.0
entity:culture:writing,Writing,writing,norm_label,1.0
entity:culture:yaksa,Yaksa,yaksa,norm_label,1.0
entity:culture:yaksha,Yaksha,yaksha,norm_label,1.0
entity:culture:yuan-dynasty-1279-1368,Yuan dynasty (1279 - 1368),yuan dynasty 1279 - 1368,norm_label,1.0
entity:culture:yue-ware,Yue ware,yue ware,norm_label,1.0
entity:culture:zen-buddhism,Zen Buddhism,zen buddhism,norm_label,1.0
entity:culture:zhejiang-green-glazed-ware,Zhejiang green-glazed ware,zhejiang green-glazed ware,norm_label,1.0
entity:culture:zhong-kui,Zhong Kui,zhong kui,norm_label,1.0
entity:culture:zhou-dynasty-ca-1050-221-bce,Zhou dynasty (ca. 1050 - 221 BCE),zhou dynasty ca 1050 - 221 bce,norm_label,1.0
entity:culture:zhuangzi,Zhuangzi,zhuangzi,norm_label,1.0
entity:culture:zongzi,Zongzi,zongzi,norm_label,1.0
entity:dynasty:eastern-han东汉,Eastern Han（东汉）,eastern han东汉,norm_label,1.0
entity:dynasty:eastern-jin东晋,Eastern Jin（东晋）,eastern jin东晋,norm_label,1.0
entity:dynasty:five-dynasties五代,Five Dynasties（五代）,five dynasties五代,norm_label,1.0
entity:dynasty:han汉,Han（汉）,han汉,norm_label,1.0
entity:dynasty:jin金,Jin（金）,jin金,norm_label,1.0
entity:dynasty:ming明,Ming（明）,ming明,norm_label,1.0
entity:dynasty:neolithic新石器时代,Neolithic（新石器时代）,neolithic新石器时代,norm_label,1.0
entity:dynasty:northern-and-southern南北朝,Northern and Southern（南北朝）,northern and southern南北朝,norm_label,1.0
entity:dynasty:northern-song北宋,Northern Song（北宋）,northern song北宋,norm_label,1.0
entity:dynasty:qing清,Qing（清）,qing清,norm_label,1.0
entity:dynasty:qin秦,Qin（秦）,qin秦,norm_label,1.0
entity:dynasty:republic民国,Republic（民国）,republic民国,norm_label,1.0
entity:dynasty:shang商,Shang（商）,shang商,norm_label,1.0
entity:dynasty:southern-song南宋,Southern Song（南宋）,southern song南宋,norm_label,1.0
entity:dynasty:sui隋,Sui（隋）,sui隋,norm_label,1.0
entity:dynasty:tang唐,Tang（唐）,tang唐,norm_label,1.0
entity:dynasty:three-kingdoms三国,Three Kingdoms（三国）,three kingdoms三国,norm_label,1.0
entity:dynasty:western-han西汉,Western Han（西汉）,western han西汉,norm_label,1.0
entity:dynasty:western-jin西晋,Western Jin（西晋）,western jin西晋,norm_label,1.0
entity:dynasty:yuan元,Yuan（元）,yuan元,norm_label,1.0
entity:dynasty:zhou周,Zhou（周）,zhou周,norm_label,1.0
entity:location:boston-ma-usa,"Boston, MA, USA",boston ma usa,norm_label,1.0
entity:location:cambridge-ma-usa,"Cambridge, MA, USA",cambridge ma usa,norm_label,1.0
entity:location:washington-dc-usa,"Washington, DC, USA",washington dc usa,norm_label,1.0
entity:material:amber,amber,amber,norm_label,1.0
entity:material:bamboo,bamboo,bamboo,norm_label,1.0
entity:material:bone,bone,bone,norm_label,1.0
entity:material:bronze,bronze,bronze,norm_label,1.0
entity:material:canvas,canvas,canvas,norm_label,1.0
entity:material:ceramic,ceramic,ceramic,norm_label,1.0
entity:material:clay,clay,clay,norm_label,1.0
entity:material:copper,copper,copper,norm_label,1.0
entity:material:cotton,cotton,cotton,norm_label,1.0
entity:material:earthenware,earthenware,earthenware,norm_label,1.0
entity:material:enamel,enamel,enamel,norm_label,1.0
entity:material:glass,glass,glass,norm_label,1.0
entity:material:gold,gold,gold,norm_label,1.0
entity:material:horn,horn,horn,norm_label,1.0
entity:material:ink,ink,ink,norm_label,1.0
entity:material:iron,iron,iron,norm_label,1.0
entity:material:ivory,ivory,ivory,norm_label,1.0
entity:material:jade,jade,jade,norm_label,1.0
entity:material:jadeite,jadeite,jadeite,norm_label,1.0
entity:material:lacquer,lacquer,lacquer,norm_label,1.0
entity:material:leather,leather,leather,norm_label,1.0
entity:material:linen,linen,linen,norm_label,1.0
entity:material:metal,metal,metal,norm_label,1.0
entity:material:nephrite,nephrite,nephrite,norm_label,1.0
entity:material:oil,oil,oil,norm_label,1.0
entity:material:paper,paper,paper,norm_label,1.0
entity:material:pigment,pigment,pigment,norm_label,1.0
entity:material:plaster,plaster,plaster,norm_label,1.0
entity:material:porcelain,porcelain,porcelain,norm_label,1.0
entity:material:rhinoceros-horn,rhinoceros horn,rhinoceros horn,norm_label,1.0
entity:material:shell,shell,shell,norm_label,1.0
entity:material:silk,silk,silk,norm_label,1.0
entity:material:silver,silver,silver,norm_label,1.0
entity:material:stone,stone,stone,norm_label,1.0
entity:material:textile,textile,textile,norm_label,1.0
entity:material:wax,wax,wax,norm_label,1.0
entity:material:wood,wood,wood,norm_label,1.0
entity:museum:1,Smithsonian Institution,smithsonian institution,norm_label,1.0
entity:museum:2,Harvard Art Museums,harvard art museums,norm_label,1.0
entity:museum:3,"Museum of Fine Arts, Boston",museum of fine arts boston,norm_label,1.0
