canonical_id,alias,norm_alias,match_method,confidence
entity:artifacttype:womans-short-coat-costume-accessories-costume,Woman's short coat; Costume accessories; Costume,womans short coat costume accessories costume,norm_label,1.0
entity:artist:1239-after-1301,1239–after 1301),1239–after 1301,norm_label,0.8
entity:artist:1254-1322,1254–1322),1254–1322,norm_label,0.8
entity:artist:1450-1535,1450–1535),1450–1535,norm_label,0.8
entity:artist:1459-1508,1459–1508),1459–1508,norm_label,0.8
entity:artist:1525-1605,1525–1605),1525–1605,norm_label,0.8
entity:artist:1585-after-1664,1585–after 1664),1585–after 1664,norm_label,0.8
entity:artist:1662-1721,1662–1721),1662–1721,norm_label,0.8
entity:artist:1687-1770,1687–1770),1687–1770,norm_label,0.8
entity:artist:1720-1776,1720–1776),1720–1776,norm_label,0.8
entity:artist:1858-1927,1858–1927),1858–1927,norm_label,0.8
entity:artist:1st-arkansas-regiment-volunteer-infantry-african-descent,1st Arkansas Regiment Volunteer Infantry (African Descent),1st arkansas regiment volunteer infantry african descent,norm_label,0.8
entity:artist:Q1042125,Hua Yan 華喦,hua yan 華喦,wikidata,0.95
entity:artist:Q10564133,Qian Hui'an 錢慧安,qian huian 錢慧安,wikidata,0.95
entity:artist:Q106513189,Ananda,ananda,wikidata,0.95
entity:artist:Q106513189,Worch et Cie,worch et cie,wikidata,0.95
entity:artist:Q106513189,Yamanaka,yamanaka,wikidata,0.95
entity:artist:Q108354092,Jui,jui,wikidata,0.95
entity:artist:Q108354092,Li,li,wikidata,0.95
entity:artist:Q10867336,Shangguan Zhou 上官周,shangguan zhou 上官周,wikidata,0.95
entity:artist:Q109105009,Bahr,bahr,wikidata,0.95
entity:artist:Q109105009,Peter Johannes,peter johannes,wikidata,0.95
entity:artist:Q109856186,Pan Gongshou 潘恭壽,pan gongshou 潘恭壽,wikidata,0.95
entity:artist:Q110400668,Jones,jones,wikidata,0.95
entity:artist:Q110400668,Robert,robert,wikidata,0.95
entity:artist:Q110476493,Estate of Agnes E. Meyer,estate of agnes e meyer,wikidata,0.95
entity:artist:Q110740452,Scroggy,scroggy,wikidata,0.95
entity:artist:Q110740452,Thomas M.,thomas m,wikidata,0.95
entity:artist:Q11075314,Dai Mingyue 戴明說,dai mingyue 戴明說,wikidata,0.95
entity:artist:Q11084707,Fang Shishu 方士庶,fang shishu 方士庶,wikidata,0.95
entity:artist:Q11096759,Li Rihua 李日華,li rihua 李日華,wikidata,0.95
entity:artist:Q11137021,Wang Youdun 汪由敦,wang youdun 汪由敦,wikidata,0.95
entity:artist:Q113721827,Edgar,edgar,wikidata,0.95
entity:artist:Q113721827,Worch,worch,wikidata,0.95
entity:artist:Q1138248,Cox,cox,wikidata,0.95
entity:artist:Q1138248,Kenyon,kenyon,wikidata,0.95
entity:artist:Q11610448,Weng Fanggang 翁方綱,weng fanggang 翁方綱,wikidata,0.95
entity:artist:Q118914089,Antonion Zeno,antonion zeno,wikidata,0.95
entity:artist:Q118914089,Shindler,shindler,wikidata,0.95
entity:artist:Q1223,George,george,wikidata,0.95
entity:artist:Q1223,Washington,washington,wikidata,0.95
entity:artist:Q12805597,Aleksandr,aleksandr,wikidata,0.95
entity:artist:Q12805597,Vershinin,vershinin,wikidata,0.95
entity:artist:Q1329823,Ascribed to Yun Shouping 惲壽平,ascribed to yun shouping 惲壽平,wikidata,0.95
entity:artist:Q1329823,Yun Shouping 惲壽平,yun shouping 惲壽平,wikidata,0.95
entity:artist:Q13409670,Hickman,hickman,wikidata,0.95
entity:artist:Q13409670,Nathaniel,nathaniel,wikidata,0.95
entity:artist:Q1360244,Manner of Xia Gui 夏圭,manner of xia gui 夏圭,wikidata,0.95
entity:artist:Q1368910,Kellogg,kellogg,wikidata,0.95
entity:artist:Q1368910,Miner Kilbourne,miner kilbourne,wikidata,0.95
entity:artist:Q15430363,Hu Zhengyan 胡正言,hu zhengyan 胡正言,wikidata,0.95
entity:artist:Q16075853,Dong Bangda 董邦達,dong bangda 董邦達,wikidata,0.95
entity:artist:Q16961275,American Art Association,american art association,wikidata,0.95
entity:artist:Q17864440,Grant,grant,wikidata,0.95
entity:artist:Q17864440,Julia,julia,wikidata,0.95
entity:artist:Q18511634,Zhang Xiong 張熊,zhang xiong 張熊,wikidata,0.95
entity:artist:Q190568,Eadweard,eadweard,wikidata,0.95
entity:artist:Q190568,Muybridge,muybridge,wikidata,0.95
entity:artist:Q1965666,John,john,wikidata,0.95
entity:artist:Q1965666,Nash,nash,wikidata,0.95
entity:artist:Q198097,Bada Shanren (Zhu Da) 八大山人 (朱耷),bada shanren zhu da 八大山人 朱耷,wikidata,0.95
entity:artist:Q200798,Ando,ando,wikidata,0.95
entity:artist:Q200798,Hiroshige,hiroshige,wikidata,0.95
entity:artist:Q2032614,Traditionally attributed to Ren Renfa 任仁發,traditionally attributed to ren renfa 任仁發,wikidata,0.95
entity:artist:Q2080165,Helen,helen,wikidata,0.95
entity:artist:Q2080165,Hyde,hyde,wikidata,0.95
entity:artist:Q21388442,Arnoult,arnoult,wikidata,0.95
entity:artist:Q21388442,Nicolas,nicolas,wikidata,0.95
entity:artist:Q21449862,Eduard,eduard,wikidata,0.95
entity:artist:Q21449862,Gaertner,gaertner,wikidata,0.95
entity:artist:Q21504853,Elihu,elihu,wikidata,0.95
entity:artist:Q21504853,Vedder,vedder,wikidata,0.95
entity:artist:Q216936,Sean John,sean john,wikidata,0.95
entity:artist:Q21810574,Li Huayi 李華弌,li huayi 李華弌,wikidata,0.95
entity:artist:Q2248916,Tang Yin 唐寅,tang yin 唐寅,wikidata,0.95
entity:artist:Q25439303,Fan,fan,wikidata,0.95
entity:artist:Q25439303,George,george,wikidata,0.95
entity:artist:Q270130,Traditionally attributed to Guan Daosheng 管道昇,traditionally attributed to guan daosheng 管道昇,wikidata,0.95
entity:artist:Q28737356,Lee Chun-Yi (Li Junyi) 李君毅,lee chun-yi li junyi 李君毅,wikidata,0.95
entity:artist:Q30230341,Chen Chi-kwan (Chen Qikuan) 陳其寬,chen chi-kwan chen qikuan 陳其寬,wikidata,0.95
entity:artist:Q3028266,Ren Yi 任頤,ren yi 任頤,wikidata,0.95
entity:artist:Q3138790,Lan Ying 藍瑛,lan ying 藍瑛,wikidata,0.95
entity:artist:Q3165352,Dugourc,dugourc,wikidata,0.95
entity:artist:Q3165352,Jean DÃ©mosthÃ¨ne,jean dã©mosthã¨ne,wikidata,0.95
entity:artist:Q3200407,Kuncan 髡殘,kuncan 髡殘,wikidata,0.95
entity:artist:Q320129,Style of Mi Fu 米芾,style of mi fu 米芾,wikidata,0.95
entity:artist:Q330206,Manner of Wang E 王諤,manner of wang e 王諤,wikidata,0.95
entity:artist:Q343633,Burgess,burgess,wikidata,0.95
entity:artist:Q343633,Ruth Payne,ruth payne,wikidata,0.95
entity:artist:Q347181,Adam,adam,wikidata,0.95
entity:artist:Q347181,Victor Vincent,victor vincent,wikidata,0.95
entity:artist:Q3566124,Traditionally attributed to Wang Zhenpeng 王振鵬,traditionally attributed to wang zhenpeng 王振鵬,wikidata,0.95
entity:artist:Q3570964,Xiao Yuncong 蕭雲從,xiao yuncong 蕭雲從,wikidata,0.95
entity:artist:Q3571842,Yao Shou 姚綬,yao shou 姚綬,wikidata,0.95
entity:artist:Q36923787,Crace,crace,wikidata,0.95
entity:artist:Q36923787,Frederick,frederick,wikidata,0.95
entity:artist:Q369608,Qi Baishi (Qi Huang) 齊白石 (齊璜),qi baishi qi huang 齊白石 齊璜,wikidata,0.95
entity:artist:Q37017903,Kriger,kriger,wikidata,0.95
entity:artist:Q37017903,Simon,simon,wikidata,0.95
entity:artist:Q37017903,Simon Kriger Inc.,simon kriger inc,wikidata,0.95
entity:artist:Q374713,Jean-Baptiste,jean-baptiste,wikidata,0.95
entity:artist:Q374713,Pillement,pillement,wikidata,0.95
entity:artist:Q4164300,Sun Jin 孫金,sun jin 孫金,wikidata,0.95
entity:artist:Q4233718,Unidentified Artist,unidentified artist,wikidata,0.95
entity:artist:Q42511,Inc.,inc,wikidata,0.95
entity:artist:Q42511,Wells,wells,wikidata,0.95
entity:artist:Q42772724,Zhang Hong 張宏,zhang hong 張宏,wikidata,0.95
entity:artist:Q45430740,COPY AFTER Qiu Wenbo 丘文播,copy after qiu wenbo 丘文播,wikidata,0.95
entity:artist:Q45545802,Jin Junming,jin junming,wikidata,0.95
entity:artist:Q45569178,Attributed to Ye Cheng,attributed to ye cheng,wikidata,0.95
entity:artist:Q45585501,Wang Chen 王宸,wang chen 王宸,wikidata,0.95
entity:artist:Q45656968,Manner of Jiang Song 蒋嵩,manner of jiang song 蒋嵩,wikidata,0.95
entity:artist:Q469439,Shitao (Zhu Ruoji) 石濤 (朱若極),shitao zhu ruoji 石濤 朱若極,wikidata,0.95
entity:artist:Q47842,Empress Dowager Cixi 慈禧,empress dowager cixi 慈禧,wikidata,0.95
entity:artist:Q47842,Manner of Empress Dowager Cixi 慈禧,manner of empress dowager cixi 慈禧,wikidata,0.95
entity:artist:Q4973682,Bromley Hall,bromley hall,wikidata,0.95
entity:artist:Q5080060,Akimoto,akimoto,wikidata,0.95
entity:artist:Q5080060,Daitoku-ji,daitoku-ji,wikidata,0.95
entity:artist:Q5080060,Fujita,fujita,wikidata,0.95
entity:artist:Q5080060,Ho,ho,wikidata,0.95
entity:artist:Q5080060,Kee,kee,wikidata,0.95
entity:artist:Q5080060,Pong,pong,wikidata,0.95
entity:artist:Q5080060,Samurai Shokai,samurai shokai,wikidata,0.95
entity:artist:Q5080060,Sato,sato,wikidata,0.95
entity:artist:Q5080060,Sung,sung,wikidata,0.95
entity:artist:Q5080060,Tanaka,tanaka,wikidata,0.95
entity:artist:Q5080060,Whan,whan,wikidata,0.95
entity:artist:Q5080060,Worch et Cie,worch et cie,wikidata,0.95
entity:artist:Q5080060,Yamanaka,yamanaka,wikidata,0.95
entity:artist:Q537211,Dong Qichang 董其昌,dong qichang 董其昌,wikidata,0.95
entity:artist:Q55065697,Frederick,frederick,wikidata,0.95
entity:artist:Q55065697,Marschall,marschall,wikidata,0.95
entity:artist:Q558251,attributed to Chen Chun 陳淳,attributed to chen chun 陳淳,wikidata,0.95
entity:artist:Q558863,Traditional Attribution to Shen Zhou 沈周,traditional attribution to shen zhou 沈周,wikidata,0.95
entity:artist:Q5603,Andrew,andrew,wikidata,0.95
entity:artist:Q5603,George Findlay,george findlay,wikidata,0.95
entity:artist:Q588110,Previously attributed to Chen Hongshou 陳洪綬,previously attributed to chen hongshou 陳洪綬,wikidata,0.95
entity:artist:Q5925500,Huang Ding 黃鼎,huang ding 黃鼎,wikidata,0.95
entity:artist:Q615282,Adolphe,adolphe,wikidata,0.95
entity:artist:Q615282,Mouilleron,mouilleron,wikidata,0.95
entity:artist:Q65844980,Nan Wen,nan wen,wikidata,0.95
entity:artist:Q6653515,Liu Kuo-sung (Liu Guosong) 劉國松,liu kuo-sung liu guosong 劉國松,wikidata,0.95
entity:artist:Q66749854,Donald Shaw,donald shaw,wikidata,0.95
entity:artist:Q66749854,MacLaughlan,maclaughlan,wikidata,0.95
entity:artist:Q6691,Homer,homer,wikidata,0.95
entity:artist:Q6691,Winslow,winslow,wikidata,0.95
entity:artist:Q67416749,Yamanaka,yamanaka,wikidata,0.95
entity:artist:Q696708,Liu Dan 劉丹,liu dan 劉丹,wikidata,0.95
entity:artist:Q697720,Li Shan 李鱓,li shan 李鱓,wikidata,0.95
entity:artist:Q698454,Gao Qipei 高其佩,gao qipei 高其佩,wikidata,0.95
entity:artist:Q698454,Manner of Gao Qipei 高其佩,manner of gao qipei 高其佩,wikidata,0.95
entity:artist:Q701076,Huang Shen 黄慎,huang shen 黄慎,wikidata,0.95
entity:artist:Q711481,Wang Jian 王鑑,wang jian 王鑑,wikidata,0.95
entity:artist:Q712007,Manner of Zheng Xie 鄭燮,manner of zheng xie 鄭燮,wikidata,0.95
entity:artist:Q713272,Lee,lee,wikidata,0.95
entity:artist:Q713272,Sung-shan,sung-shan,wikidata,0.95
entity:artist:Q716222,Wang Hui 王翬,wang hui 王翬,wikidata,0.95
entity:artist:Q716959,Jiang Tingxi 蔣廷錫,jiang tingxi 蔣廷錫,wikidata,0.95
entity:artist:Q740332,Liang Kai 梁楷,liang kai 梁楷,wikidata,0.95
entity:artist:Q7486,attributed to Zhao Ji (Emperor Huizong) 赵佶 (宋徽宗),attributed to zhao ji emperor huizong 赵佶 宋徽宗,wikidata,0.95
entity:artist:Q75070738,Ernest Thompson,ernest thompson,wikidata,0.95
entity:artist:Q75070738,Seton,seton,wikidata,0.95
entity:artist:Q769372,Traditionally attributed to Qiu Ying 仇英,traditionally attributed to qiu ying 仇英,wikidata,0.95
entity:artist:Q773765,Joseph,joseph,wikidata,0.95
entity:artist:Q773765,Stella,stella,wikidata,0.95
entity:artist:Q7782112,Theodore,theodore,wikidata,0.95
entity:artist:Q7782112,Wores,wores,wikidata,0.95
entity:artist:Q8004299,Delamotte,delamotte,wikidata,0.95
entity:artist:Q8004299,William Alfred,william alfred,wikidata,0.95
entity:artist:Q8060022,Yuan Jiang 袁江,yuan jiang 袁江,wikidata,0.95
entity:artist:Q835579,Bian Shoumin 邊壽民,bian shoumin 邊壽民,wikidata,0.95
entity:artist:Q835924,Copy after Zhou Wenju 周文矩,copy after zhou wenju 周文矩,wikidata,0.95
entity:artist:Q86167,Anonymous,anonymous,wikidata,0.95
entity:artist:Q86167,or Follower of Leng Mei 冷枚,or follower of leng mei 冷枚,wikidata,0.95
entity:artist:Q865938,Wen Jia 文嘉,wen jia 文嘉,wikidata,0.95
entity:artist:Q87185060,L.,l,wikidata,0.95
entity:artist:Q87185060,Wannieck,wannieck,wikidata,0.95
entity:artist:Q877224,Manner of Guo Zhongshu 郭忠恕,manner of guo zhongshu 郭忠恕,wikidata,0.95
entity:artist:Q890282,Edited by Gao Fenghan 高鳳翰,edited by gao fenghan 高鳳翰,wikidata,0.95
entity:artist:Q890282,Gao Fenghan 高鳳翰,gao fenghan 高鳳翰,wikidata,0.95
entity:artist:Q910270,Yuan Yao 袁燿,yuan yao 袁燿,wikidata,0.95
entity:artist:Q9441,Yamanaka,yamanaka,wikidata,0.95
entity:artist:Q947892,Fang Lijun,fang lijun,wikidata,0.95
entity:artist:Q948598,Albert Pinkham,albert pinkham,wikidata,0.95
entity:artist:Q948598,Ryder,ryder,wikidata,0.95
entity:artist:Q957734,Du Jin 杜堇,du jin 杜堇,wikidata,0.95
entity:artist:Q971521,Handforth,handforth,wikidata,0.95
entity:artist:Q971521,Thomas,thomas,wikidata,0.95
entity:artist:aaron,Aaron,aaron,norm_label,0.8
entity:artist:abe,Abe,abe,norm_label,0.8
entity:artist:abel-william,Abel William,abel william,norm_label,0.8
entity:artist:active-14th-century,active 14th century),active 14th century,norm_label,0.8
entity:artist:active-15th-century,active 15th century),active 15th century,norm_label,0.8
entity:artist:active-16th-century,active 16th century),active 16th century,norm_label,0.8
entity:artist:active-16th-mid-16th-century,active 16th–mid 16th century),active 16th–mid 16th century,norm_label,0.8
entity:artist:active-19th-century,active 19th century),active 19th century,norm_label,0.8
entity:artist:active-about-1195-1230,active about 1195 – 1230),active about 1195 – 1230,norm_label,0.8
entity:artist:active-around-1740-1780,active around 1740–1780),active around 1740–1780,norm_label,0.8
entity:artist:active-late-16th-century,active late 16th century),active late 16th century,norm_label,0.8
entity:artist:active-late-17th-century,active late 17th century),active late 17th century,norm_label,0.8
entity:artist:adachi,Adachi,adachi,norm_label,0.8
entity:artist:adolphe,Adolphe,adolphe,norm_label,0.8
entity:artist:agnes-e,Agnes E.,agnes e,norm_label,0.8
entity:artist:alice-pike,Alice Pike,alice pike,norm_label,0.8
entity:artist:allen,Allen,allen,norm_label,0.8
entity:artist:allie,Allie,allie,norm_label,0.8
entity:artist:amoy-lace-guild,Amoy Lace Guild,amoy lace guild,norm_label,0.8
entity:artist:an-davenport-co,A.N. Davenport Co.,an davenport co,norm_label,0.8
entity:artist:ananda,Ananda,ananda,norm_label,0.8
entity:artist:anna-m,Anna M.,anna m,norm_label,0.8
entity:artist:anna-may,Anna May,anna may,norm_label,0.8
entity:artist:anne,Anne,anne,norm_label,0.8
entity:artist:arroyo,Arroyo,arroyo,norm_label,0.8
entity:artist:arsacio-vanegas,Arsacio Vanegas,arsacio vanegas,norm_label,0.8
entity:artist:art-ancien-de-chine,Art Ancien de Chine,art ancien de chine,norm_label,0.8
entity:artist:arthur,Arthur,arthur,norm_label,0.8
entity:artist:arthur-m,Arthur M.,arthur m,norm_label,0.8
entity:artist:ashikaga,Ashikaga,ashikaga,norm_label,0.8
entity:artist:attributed-to-xia-gui-chinese,Attributed to: Xia Gui (Chinese,attributed to xia gui chinese,norm_label,0.8
entity:artist:avril,Avril,avril,norm_label,0.8
entity:artist:b-f,B. F.,b f,norm_label,0.8
entity:artist:backhouse,Backhouse,backhouse,norm_label,0.8
entity:artist:bagley,Bagley,bagley,norm_label,0.8
entity:artist:bahr,Bahr,bahr,norm_label,0.8
entity:artist:barney,Barney,barney,norm_label,0.8
entity:artist:baron,Baron,baron,norm_label,0.8
entity:artist:berthold,Berthold,berthold,norm_label,0.8
entity:artist:biddle,Biddle,biddle,norm_label,0.8
entity:artist:bing,Bing,bing,norm_label,0.8
entity:artist:black-fashion-museum,Black Fashion Museum,black fashion museum,norm_label,0.8
entity:artist:born-in-1477,born in 1477),born in 1477,norm_label,0.8
entity:artist:boucher,Boucher,boucher,norm_label,0.8
entity:artist:breton,Breton,breton,norm_label,0.8
entity:artist:bros,Bros.,bros,norm_label,0.8
entity:artist:brown,Brown,brown,norm_label,0.8
entity:artist:brownson,Brownson,brownson,norm_label,0.8
entity:artist:buddha,buddha,buddha,norm_label,0.8
entity:artist:bunkio,Bunkio,bunkio,norm_label,0.8
entity:artist:bunshichi,Bunshichi,bunshichi,norm_label,0.8
entity:artist:burchard,Burchard,burchard,norm_label,0.8
entity:artist:butler,Butler,butler,norm_label,0.8
entity:artist:by,By,by,norm_label,0.8
entity:artist:c-d,C. D.,c d,norm_label,0.8
entity:artist:c-k,C. K.,c k,norm_label,0.8
entity:artist:c-t,C. T.,c t,norm_label,0.8
entity:artist:c-t-loo,C. T. Loo,c t loo,norm_label,0.8
entity:artist:c-t-loo-chinese-art,C. T. Loo Chinese Art,c t loo chinese art,norm_label,0.8
entity:artist:caro,Caro,caro,norm_label,0.8
entity:artist:cash,Cash,cash,norm_label,0.8
entity:artist:chai,Chai,chai,norm_label,0.8
entity:artist:chambers,Chambers,chambers,norm_label,0.8
entity:artist:chang-lok,Chang Lok,chang lok,norm_label,0.8
entity:artist:charles,Charles,charles,norm_label,0.8
entity:artist:charles-a,Charles A.,charles a,norm_label,0.8
entity:artist:charles-bird,Charles Bird,charles bird,norm_label,0.8
entity:artist:charles-lang,Charles Lang,charles lang,norm_label,0.8
entity:artist:charles-scribners-sons,Charles Scribner's Sons,charles scribners sons,norm_label,0.8
entity:artist:chen,Chen,chen,norm_label,0.8
entity:artist:chen-kai,Chen Kai,chen kai,norm_label,0.8
entity:artist:chen-ruwen-chinese,Chen Ruwen (Chinese),chen ruwen chinese,norm_label,0.8
entity:artist:chen-ta-whah,Chen Ta Whah,chen ta whah,norm_label,0.8
entity:artist:cheng,Cheng,cheng,norm_label,0.8
entity:artist:chi,Chi,chi,norm_label,0.8
entity:artist:chien-mei,Chien Mei,chien mei,norm_label,0.8
entity:artist:ching-i-chiang,Ching-i Ch'iang,ching-i chiang,norm_label,0.8
entity:artist:ching-tong,Ching Tong,ching tong,norm_label,0.8
entity:artist:chor,Chor,chor,norm_label,0.8
entity:artist:chou-nien-tsu,Chou Nien-tsu,chou nien-tsu,norm_label,0.8
entity:artist:christian-r,Christian R.,christian r,norm_label,0.8
entity:artist:chu,Chu,chu,norm_label,0.8
entity:artist:cie,Cie,cie,norm_label,0.8
entity:artist:clayton,Clayton,clayton,norm_label,0.8
entity:artist:clowes,Clowes,clowes,norm_label,0.8
entity:artist:co,Co.,co,norm_label,0.8
entity:artist:co-oriental-art,Co. Oriental Art,co oriental art,norm_label,0.8
entity:artist:coleridge-taylor,Coleridge-Taylor,coleridge-taylor,norm_label,0.8
entity:artist:colman,Colman,colman,norm_label,0.8
entity:artist:company,Company,company,norm_label,0.8
entity:artist:cooper-union-art-school,Cooper Union Art School,cooper union art school,norm_label,0.8
entity:artist:copp-family,Copp Family,copp family,norm_label,0.8
entity:artist:cox,Cox,cox,norm_label,0.8
entity:artist:dacheng,Dacheng,dacheng,norm_label,0.8
entity:artist:dana,Dana,dana,norm_label,0.8
entity:artist:david,David,david,norm_label,0.8
entity:artist:david-weill,David-Weill,david-weill,norm_label,0.8
entity:artist:david-weill-family,David-Weill Family,david-weill family,norm_label,0.8
entity:artist:de-lajo-e,de LajoÃ¼e,de lajoã¼e,norm_label,0.8
entity:artist:de-pool,de Pool,de pool,norm_label,0.8
entity:artist:denise,Denise,denise,norm_label,0.8
entity:artist:desfoss-et-karth,DesfossÃ© et Karth,desfossã© et karth,norm_label,0.8
entity:artist:dikran-garabed,Dikran Garabed,dikran garabed,norm_label,0.8
entity:artist:donald-shaw,Donald Shaw,donald shaw,norm_label,0.8
entity:artist:downing,Downing,downing,norm_label,0.8
entity:artist:du,Du,du,norm_label,0.8
entity:artist:duanfang,Duanfang,duanfang,norm_label,0.8
entity:artist:dugourc,Dugourc,dugourc,norm_label,0.8
entity:artist:duveen-brothers,Duveen Brothers,duveen brothers,norm_label,0.8
entity:artist:e-c,E. C.,e c,norm_label,0.8
entity:artist:eadweard,Eadweard,eadweard,norm_label,0.8
entity:artist:ec-kellogg,E.C. Kellogg,ec kellogg,norm_label,0.8
entity:artist:edmund,Edmund,edmund,norm_label,0.8
entity:artist:elder,Elder,elder,norm_label,0.8
entity:artist:eleanor-f,Eleanor F.,eleanor f,norm_label,0.8
entity:artist:elizabeth-meyer,Elizabeth Meyer,elizabeth meyer,norm_label,0.8
entity:artist:engelbrecht,Engelbrecht,engelbrecht,norm_label,0.8
entity:artist:epstein,Epstein,epstein,norm_label,0.8
entity:artist:ernest-francisco,Ernest Francisco,ernest francisco,norm_label,0.8
entity:artist:ernest-thompson,Ernest Thompson,ernest thompson,norm_label,0.8
entity:artist:eskenazi-ltd,Eskenazi Ltd.,eskenazi ltd,norm_label,0.8
entity:artist:esnauts,Esnauts,esnauts,norm_label,0.8
entity:artist:esther,Esther,esther,norm_label,0.8
entity:artist:etienne-claude,Etienne Claude,etienne claude,norm_label,0.8
entity:artist:eugene,Eugene,eugene,norm_label,0.8
entity:artist:eugene-i,Eugene I.,eugene i,norm_label,0.8
entity:artist:f-barbedienne-foundry,F. Barbedienne Foundry,f barbedienne foundry,norm_label,0.8
entity:artist:falk,Falk,falk,norm_label,0.8
entity:artist:fan-lin-樊麟-chinese,Fan Lin 樊麟 (Chinese),fan lin 樊麟 chinese,norm_label,0.8
entity:artist:fat,Fat,fat,norm_label,0.8
entity:artist:fenning,Fenning,fenning,norm_label,0.8
entity:artist:fenollosa,Fenollosa,fenollosa,norm_label,0.8
entity:artist:ferguson,Ferguson,ferguson,norm_label,0.8
entity:artist:formerly-attributed-to-qin-yun-chinese,Formerly attributed to: Qin Yun (Chinese),formerly attributed to qin yun chinese,norm_label,0.8
entity:artist:formerly-attributed-to-zhao-mengfu-chinese,Formerly attributed to: Zhao Mengfu (Chinese,formerly attributed to zhao mengfu chinese,norm_label,0.8
entity:artist:foster,Foster,foster,norm_label,0.8
entity:artist:fourdrinier,Fourdrinier,fourdrinier,norm_label,0.8
entity:artist:fran-ois,FranÃ§ois,franã§ois,norm_label,0.8
entity:artist:frances,Frances,frances,norm_label,0.8
entity:artist:frank,Frank,frank,norm_label,0.8
entity:artist:frank-caro-chinese-art,Frank Caro Chinese Art,frank caro chinese art,norm_label,0.8
entity:artist:freer,Freer,freer,norm_label,0.8
entity:artist:french,French,french,norm_label,0.8
entity:artist:fue,Fue,fue,norm_label,0.8
entity:artist:fukushima-company,Fukushima Company,fukushima company,norm_label,0.8
entity:artist:g,G,g,norm_label,0.8
entity:artist:gabriel,Gabriel,gabriel,norm_label,0.8
entity:artist:ge-chung,Ge Chung,ge chung,norm_label,0.8
entity:artist:ge-shang,Ge Shang,ge shang,norm_label,0.8
entity:artist:george-augustus,George Augustus,george augustus,norm_label,0.8
entity:artist:gie,Gie,gie,norm_label,0.8
entity:artist:gillot,Gillot,gillot,norm_label,0.8
entity:artist:golden,Golden,golden,norm_label,0.8
entity:artist:graham,Graham,graham,norm_label,0.8
entity:artist:gu-itsu,Gu-itsu,gu-itsu,norm_label,0.8
entity:artist:gu-jiyu-顧季玉,Gu Jiyu 顧季玉,gu jiyu 顧季玉,norm_label,0.8
entity:artist:gu-sai,Gu-sai,gu-sai,norm_label,0.8
entity:artist:h-r,H. R.,h r,norm_label,0.8
entity:artist:hall,Hall,hall,norm_label,0.8
entity:artist:hammer-films,Hammer Films,hammer films,norm_label,0.8
entity:artist:han-so,Han So,han so,norm_label,0.8
entity:artist:hans-georg,Hans Georg,hans georg,norm_label,0.8
entity:artist:hara,Hara,hara,norm_label,0.8
entity:artist:harper,Harper,harper,norm_label,0.8
entity:artist:hayashi,Hayashi,hayashi,norm_label,0.8
entity:artist:hazel,Hazel,hazel,norm_label,0.8
entity:artist:headland,Headland,headland,norm_label,0.8
entity:artist:helen-marion,Helen Marion,helen marion,norm_label,0.8
entity:artist:henry,Henry,henry,norm_label,0.8
entity:artist:holmes,Holmes,holmes,norm_label,0.8
entity:artist:holmes-foundation,Holmes Foundation,holmes foundation,norm_label,0.8
entity:artist:hongli,Hongli,hongli,norm_label,0.8
entity:artist:horace-thayer,Horace Thayer,horace thayer,norm_label,0.8
entity:artist:hsu-sen-yu,Hsu-Sen-yu,hsu-sen-yu,norm_label,0.8
entity:artist:huquier,Huquier,huquier,norm_label,0.8
entity:artist:i-t-bowens-lithographic-establishment,I. T. Bowen's Lithographic Establishment,i t bowens lithographic establishment,norm_label,0.8
entity:artist:in-the-style-of-giuseppe-castiglione-lang-shining-郞世寧,In the style of Giuseppe Castiglione (Lang Shining 郞世寧),in the style of giuseppe castiglione lang shining 郞世寧,norm_label,0.8
entity:artist:isaac-taylor,Isaac Taylor,isaac taylor,norm_label,0.8
entity:artist:j-j-lally,J. J. Lally,j j lally,norm_label,0.8
entity:artist:j-rg,JÃ¶rg,jã¶rg,norm_label,0.8
entity:artist:j-t-tai,J. T. Tai,j t tai,norm_label,0.8
entity:artist:jacques,Jacques,jacques,norm_label,0.8
entity:artist:jay,Jay,jay,norm_label,0.8
entity:artist:jean-d-mosth-ne,Jean DÃ©mosthÃ¨ne,jean dã©mosthã¨ne,norm_label,0.8
entity:artist:jean-jacques,Jean-Jacques,jean-jacques,norm_label,0.8
entity:artist:jen,Jen,jen,norm_label,0.8
entity:artist:jiantang,Jiantang,jiantang,norm_label,0.8
entity:artist:jin-wenjin-金文璡,Jin Wenjin 金文璡,jin wenjin 金文璡,norm_label,0.8
entity:artist:jingxian,Jingxian,jingxian,norm_label,0.8
entity:artist:john,John,john,norm_label,0.8
entity:artist:john-calvin,John Calvin,john calvin,norm_label,0.8
entity:artist:john-hadley,John Hadley,john hadley,norm_label,0.8
entity:artist:johnson,Johnson,johnson,norm_label,0.8
entity:artist:jones,Jones,jones,norm_label,0.8
entity:artist:jos-guadalupe,JosÃ© Guadalupe,josã© guadalupe,norm_label,0.8
entity:artist:judyann,Judyann,judyann,norm_label,0.8
entity:artist:jules,Jules,jules,norm_label,0.8
entity:artist:jun-tsei,Jun Tsei,jun tsei,norm_label,0.8
entity:artist:kang-youwei-chinese,Kang Youwei (Chinese,kang youwei chinese,norm_label,0.8
entity:artist:karlbeck,Karlbeck,karlbeck,norm_label,0.8
entity:artist:katharine-meyer,Katharine Meyer,katharine meyer,norm_label,0.8
