canonical_id,entity_type,label,norm_label,uri,external_id,source_count
entity:culture:lead,Culture,Lead,lead,https://kg.overseas-chinese-artifacts.local/entity/culture/lead,,1
entity:culture:lettering,Culture,Lettering,lettering,https://kg.overseas-chinese-artifacts.local/entity/culture/lettering,,11
entity:culture:li-tiegnai,Culture,Li Tiegnai,li tiegnai,https://kg.overseas-chinese-artifacts.local/entity/culture/li-tiegnai,,1
entity:culture:lily,Culture,Lily,lily,https://kg.overseas-chinese-artifacts.local/entity/culture/lily,,1
entity:culture:litchi,Culture,Litchi,litchi,https://kg.overseas-chinese-artifacts.local/entity/culture/litchi,,1
entity:culture:literature,Culture,Literature,literature,https://kg.overseas-chinese-artifacts.local/entity/culture/literature,,3
entity:culture:liu-song-dynasty-420-479,Culture,Liu Song dynasty (420 - 479),liu song dynasty 420 - 479,https://kg.overseas-chinese-artifacts.local/entity/culture/liu-song-dynasty-420-479,,1
entity:culture:lotus,Culture,Lotus,lotus,https://kg.overseas-chinese-artifacts.local/entity/culture/lotus,,57
entity:culture:lotus-sutra,Culture,Lotus Sutra,lotus sutra,https://kg.overseas-chinese-artifacts.local/entity/culture/lotus-sutra,,1
entity:culture:lovers,Culture,Lovers,lovers,https://kg.overseas-chinese-artifacts.local/entity/culture/lovers,,1
entity:culture:lu-dongbin,Culture,Lu Dongbin,lu dongbin,https://kg.overseas-chinese-artifacts.local/entity/culture/lu-dongbin,,2
entity:culture:luohan,Culture,Luohan,luohan,https://kg.overseas-chinese-artifacts.local/entity/culture/luohan,,1
entity:culture:lute,Culture,Lute,lute,https://kg.overseas-chinese-artifacts.local/entity/culture/lute,,2
entity:culture:ma-gu,Culture,Ma Gu,ma gu,https://kg.overseas-chinese-artifacts.local/entity/culture/ma-gu,,1
entity:culture:magpie,Culture,Magpie,magpie,https://kg.overseas-chinese-artifacts.local/entity/culture/magpie,,2
entity:culture:mahasthamaprapta,Culture,Mahasthamaprapta,mahasthamaprapta,https://kg.overseas-chinese-artifacts.local/entity/culture/mahasthamaprapta,,1
entity:culture:maitreya-buddha,Culture,Maitreya Buddha,maitreya buddha,https://kg.overseas-chinese-artifacts.local/entity/culture/maitreya-buddha,,6
entity:culture:male-and-female,Culture,Male and female,male and female,https://kg.overseas-chinese-artifacts.local/entity/culture/male-and-female,,1
entity:culture:mandorla,Culture,Mandorla,mandorla,https://kg.overseas-chinese-artifacts.local/entity/culture/mandorla,,24
entity:culture:manjushri,Culture,Manjushri,manjushri,https://kg.overseas-chinese-artifacts.local/entity/culture/manjushri,,9
entity:culture:manufacturing-industries,Culture,Manufacturing industries,manufacturing industries,https://kg.overseas-chinese-artifacts.local/entity/culture/manufacturing-industries,,1
entity:culture:market,Culture,Market,market,https://kg.overseas-chinese-artifacts.local/entity/culture/market,,1
entity:culture:marriage,Culture,Marriage,marriage,https://kg.overseas-chinese-artifacts.local/entity/culture/marriage,,1
entity:culture:masks,Culture,Masks,masks,https://kg.overseas-chinese-artifacts.local/entity/culture/masks,,60
entity:culture:medicine,Culture,Medicine,medicine,https://kg.overseas-chinese-artifacts.local/entity/culture/medicine,,1
entity:culture:meditation,Culture,Meditation,meditation,https://kg.overseas-chinese-artifacts.local/entity/culture/meditation,,3
entity:culture:melon,Culture,Melon,melon,https://kg.overseas-chinese-artifacts.local/entity/culture/melon,,1
entity:culture:men,Culture,Men,men,https://kg.overseas-chinese-artifacts.local/entity/culture/men,,43
entity:culture:metal-work,Culture,Metal-work,metal-work,https://kg.overseas-chinese-artifacts.local/entity/culture/metal-work,,496
entity:culture:metasomatic-rock,Culture,Metasomatic rock,metasomatic rock,https://kg.overseas-chinese-artifacts.local/entity/culture/metasomatic-rock,,1
entity:culture:military,Culture,Military,military,https://kg.overseas-chinese-artifacts.local/entity/culture/military,,1
entity:culture:mill,Culture,Mill,mill,https://kg.overseas-chinese-artifacts.local/entity/culture/mill,,1
entity:culture:millinery,Culture,Millinery,millinery,https://kg.overseas-chinese-artifacts.local/entity/culture/millinery,,1
entity:culture:miners,Culture,Miners,miners,https://kg.overseas-chinese-artifacts.local/entity/culture/miners,,5
entity:culture:ming-dynasty-1368-1644,Culture,Ming dynasty (1368 - 1644),ming dynasty 1368 - 1644,https://kg.overseas-chinese-artifacts.local/entity/culture/ming-dynasty-1368-1644,,428
entity:culture:minister,Culture,Minister,minister,https://kg.overseas-chinese-artifacts.local/entity/culture/minister,,1
entity:culture:miracle,Culture,Miracle,miracle,https://kg.overseas-chinese-artifacts.local/entity/culture/miracle,,1
entity:culture:modern-period-1912-present,Culture,Modern period (1912 - present),modern period 1912 - present,https://kg.overseas-chinese-artifacts.local/entity/culture/modern-period-1912-present,,1
entity:culture:molding,Culture,Molding,molding,https://kg.overseas-chinese-artifacts.local/entity/culture/molding,,1
entity:culture:momoyama-period-1573-1615,Culture,Momoyama period (1573 - 1615),momoyama period 1573 - 1615,https://kg.overseas-chinese-artifacts.local/entity/culture/momoyama-period-1573-1615,,3
entity:culture:money,Culture,Money,money,https://kg.overseas-chinese-artifacts.local/entity/culture/money,,3
entity:culture:monk,Culture,Monk,monk,https://kg.overseas-chinese-artifacts.local/entity/culture/monk,,7
entity:culture:monkeys,Culture,Monkeys,monkeys,https://kg.overseas-chinese-artifacts.local/entity/culture/monkeys,,8
entity:culture:monsters,Culture,Monsters,monsters,https://kg.overseas-chinese-artifacts.local/entity/culture/monsters,,3
entity:culture:moon,Culture,Moon,moon,https://kg.overseas-chinese-artifacts.local/entity/culture/moon,,5
entity:culture:morning,Culture,Morning,morning,https://kg.overseas-chinese-artifacts.local/entity/culture/morning,,1
entity:culture:motion-pictures,Culture,Motion pictures,motion pictures,https://kg.overseas-chinese-artifacts.local/entity/culture/motion-pictures,,1
entity:culture:mount-meru,Culture,Mount Meru,mount meru,https://kg.overseas-chinese-artifacts.local/entity/culture/mount-meru,,2
entity:culture:mountains,Culture,Mountains,mountains,https://kg.overseas-chinese-artifacts.local/entity/culture/mountains,,78
entity:culture:mouse,Culture,Mouse,mouse,https://kg.overseas-chinese-artifacts.local/entity/culture/mouse,,2
entity:culture:mudra,Culture,Mudra,mudra,https://kg.overseas-chinese-artifacts.local/entity/culture/mudra,,3
entity:culture:mule,Culture,Mule,mule,https://kg.overseas-chinese-artifacts.local/entity/culture/mule,,1
entity:culture:muromachi-period-1333-1573,Culture,Muromachi period (1333 - 1573),muromachi period 1333 - 1573,https://kg.overseas-chinese-artifacts.local/entity/culture/muromachi-period-1333-1573,,2
entity:culture:music,Culture,Music,music,https://kg.overseas-chinese-artifacts.local/entity/culture/music,,13
entity:culture:musical-instruments,Culture,Musical instruments,musical instruments,https://kg.overseas-chinese-artifacts.local/entity/culture/musical-instruments,,8
entity:culture:musicians,Culture,Musicians,musicians,https://kg.overseas-chinese-artifacts.local/entity/culture/musicians,,4
entity:culture:mynah-bird,Culture,Mynah bird,mynah bird,https://kg.overseas-chinese-artifacts.local/entity/culture/mynah-bird,,1
entity:culture:mythological-animal,Culture,Mythological animal,mythological animal,https://kg.overseas-chinese-artifacts.local/entity/culture/mythological-animal,,2
entity:culture:mythological-subject,Culture,Mythological subject,mythological subject,https://kg.overseas-chinese-artifacts.local/entity/culture/mythological-subject,,1
entity:culture:neolithic-period-ca-7000-ca-1700-bce,Culture,Neolithic period (ca. 7000 - ca. 1700 BCE),neolithic period ca 7000 - ca 1700 bce,https://kg.overseas-chinese-artifacts.local/entity/culture/neolithic-period-ca-7000-ca-1700-bce,,5
entity:culture:nephrite,Culture,Nephrite,nephrite,https://kg.overseas-chinese-artifacts.local/entity/culture/nephrite,,233
entity:culture:new-year,Culture,New year,new year,https://kg.overseas-chinese-artifacts.local/entity/culture/new-year,,2
entity:culture:night,Culture,Night,night,https://kg.overseas-chinese-artifacts.local/entity/culture/night,,1
entity:culture:northern-dynasties-386-581,Culture,Northern dynasties (386 - 581),northern dynasties 386 - 581,https://kg.overseas-chinese-artifacts.local/entity/culture/northern-dynasties-386-581,,5
entity:culture:northern-qi-dynasty-550-577,Culture,Northern Qi dynasty (550 - 577),northern qi dynasty 550 - 577,https://kg.overseas-chinese-artifacts.local/entity/culture/northern-qi-dynasty-550-577,,23
entity:culture:northern-song-dynasty-960-1127,Culture,Northern Song dynasty (960 - 1127),northern song dynasty 960 - 1127,https://kg.overseas-chinese-artifacts.local/entity/culture/northern-song-dynasty-960-1127,,9
entity:culture:northern-wei-dynasty-386-534,Culture,Northern Wei dynasty (386 - 534),northern wei dynasty 386 - 534,https://kg.overseas-chinese-artifacts.local/entity/culture/northern-wei-dynasty-386-534,,18
entity:culture:northern-zhou-dynasty-557-581,Culture,Northern Zhou dynasty (557 - 581),northern zhou dynasty 557 - 581,https://kg.overseas-chinese-artifacts.local/entity/culture/northern-zhou-dynasty-557-581,,9
entity:culture:occupations,Culture,Occupations,occupations,https://kg.overseas-chinese-artifacts.local/entity/culture/occupations,,3
entity:culture:ocean,Culture,Ocean,ocean,https://kg.overseas-chinese-artifacts.local/entity/culture/ocean,,7
entity:culture:older-people,Culture,Older people,older people,https://kg.overseas-chinese-artifacts.local/entity/culture/older-people,,1
entity:culture:opera-music,Culture,Opera (Music),opera music,https://kg.overseas-chinese-artifacts.local/entity/culture/opera-music,,2
entity:culture:orchids,Culture,Orchids,orchids,https://kg.overseas-chinese-artifacts.local/entity/culture/orchids,,4
entity:culture:ornamentation,Culture,Ornamentation,ornamentation,https://kg.overseas-chinese-artifacts.local/entity/culture/ornamentation,,7
entity:culture:outer-space,Culture,Outer space,outer space,https://kg.overseas-chinese-artifacts.local/entity/culture/outer-space,,5
entity:culture:oxen,Culture,Oxen,oxen,https://kg.overseas-chinese-artifacts.local/entity/culture/oxen,,4
entity:culture:pagoda,Culture,Pagoda,pagoda,https://kg.overseas-chinese-artifacts.local/entity/culture/pagoda,,4
entity:culture:painting-image-making,Culture,Painting (image-making),painting image-making,https://kg.overseas-chinese-artifacts.local/entity/culture/painting-image-making,,14
entity:culture:palace,Culture,Palace,palace,https://kg.overseas-chinese-artifacts.local/entity/culture/palace,,16
entity:culture:parasol,Culture,Parasol,parasol,https://kg.overseas-chinese-artifacts.local/entity/culture/parasol,,1
entity:culture:parinirvana,Culture,Parinirvana,parinirvana,https://kg.overseas-chinese-artifacts.local/entity/culture/parinirvana,,1
entity:culture:parrot,Culture,Parrot,parrot,https://kg.overseas-chinese-artifacts.local/entity/culture/parrot,,1
entity:culture:passing-song,Culture,Passing Song,passing song,https://kg.overseas-chinese-artifacts.local/entity/culture/passing-song,,1
entity:culture:pavilion,Culture,Pavilion,pavilion,https://kg.overseas-chinese-artifacts.local/entity/culture/pavilion,,15
entity:culture:peach,Culture,Peach,peach,https://kg.overseas-chinese-artifacts.local/entity/culture/peach,,6
entity:culture:peach-tree,Culture,Peach tree,peach tree,https://kg.overseas-chinese-artifacts.local/entity/culture/peach-tree,,2
entity:culture:peacock,Culture,Peacock,peacock,https://kg.overseas-chinese-artifacts.local/entity/culture/peacock,,2
entity:culture:pear,Culture,Pear,pear,https://kg.overseas-chinese-artifacts.local/entity/culture/pear,,1
entity:culture:peasant,Culture,Peasant,peasant,https://kg.overseas-chinese-artifacts.local/entity/culture/peasant,,1
entity:culture:penglai,Culture,Penglai,penglai,https://kg.overseas-chinese-artifacts.local/entity/culture/penglai,,1
entity:culture:peony,Culture,Peony,peony,https://kg.overseas-chinese-artifacts.local/entity/culture/peony,,10
entity:culture:period-of-division-220-589,Culture,Period of Division (220 - 589),period of division 220 - 589,https://kg.overseas-chinese-artifacts.local/entity/culture/period-of-division-220-589,,104
entity:culture:persimmon,Culture,Persimmon,persimmon,https://kg.overseas-chinese-artifacts.local/entity/culture/persimmon,,2
entity:culture:peters-prints,Culture,Peters Prints,peters prints,https://kg.overseas-chinese-artifacts.local/entity/culture/peters-prints,,2
entity:culture:pheasant,Culture,Pheasant,pheasant,https://kg.overseas-chinese-artifacts.local/entity/culture/pheasant,,3
entity:culture:phoenix,Culture,Phoenix,phoenix,https://kg.overseas-chinese-artifacts.local/entity/culture/phoenix,,7
entity:culture:photography,Culture,Photography,photography,https://kg.overseas-chinese-artifacts.local/entity/culture/photography,,5
entity:culture:piercing,Culture,Piercing,piercing,https://kg.overseas-chinese-artifacts.local/entity/culture/piercing,,1
entity:culture:pine-tree,Culture,Pine tree,pine tree,https://kg.overseas-chinese-artifacts.local/entity/culture/pine-tree,,37
entity:culture:pingtuo,Culture,Pingtuo,pingtuo,https://kg.overseas-chinese-artifacts.local/entity/culture/pingtuo,,1
entity:culture:pipa,Culture,Pipa,pipa,https://kg.overseas-chinese-artifacts.local/entity/culture/pipa,,3
entity:culture:plants,Culture,Plants,plants,https://kg.overseas-chinese-artifacts.local/entity/culture/plants,,5
entity:culture:playing,Culture,Playing,playing,https://kg.overseas-chinese-artifacts.local/entity/culture/playing,,11
entity:culture:plum-blossom,Culture,Plum blossom,plum blossom,https://kg.overseas-chinese-artifacts.local/entity/culture/plum-blossom,,11
entity:culture:plum-tree,Culture,Plum tree,plum tree,https://kg.overseas-chinese-artifacts.local/entity/culture/plum-tree,,1
entity:culture:poetry,Culture,Poetry,poetry,https://kg.overseas-chinese-artifacts.local/entity/culture/poetry,,2
entity:culture:poets,Culture,Poets,poets,https://kg.overseas-chinese-artifacts.local/entity/culture/poets,,5
entity:culture:politics,Culture,Politics,politics,https://kg.overseas-chinese-artifacts.local/entity/culture/politics,,1
entity:culture:pomegranate,Culture,Pomegranate,pomegranate,https://kg.overseas-chinese-artifacts.local/entity/culture/pomegranate,,2
entity:culture:porcelain,Culture,Porcelain,porcelain,https://kg.overseas-chinese-artifacts.local/entity/culture/porcelain,,4
entity:culture:portraits,Culture,Portraits,portraits,https://kg.overseas-chinese-artifacts.local/entity/culture/portraits,,12
entity:culture:pottery,Culture,Pottery,pottery,https://kg.overseas-chinese-artifacts.local/entity/culture/pottery,,56
entity:culture:prabhutaratna-buddha,Culture,Prabhutaratna Buddha,prabhutaratna buddha,https://kg.overseas-chinese-artifacts.local/entity/culture/prabhutaratna-buddha,,5
entity:culture:prayer-beads,Culture,Prayer beads,prayer beads,https://kg.overseas-chinese-artifacts.local/entity/culture/prayer-beads,,3
entity:culture:preaching,Culture,Preaching,preaching,https://kg.overseas-chinese-artifacts.local/entity/culture/preaching,,2
entity:culture:presidents-spouses,Culture,Presidents' spouses,presidents spouses,https://kg.overseas-chinese-artifacts.local/entity/culture/presidents-spouses,,1
entity:culture:protection,Culture,Protection,protection,https://kg.overseas-chinese-artifacts.local/entity/culture/protection,,4
entity:culture:punching,Culture,Punching,punching,https://kg.overseas-chinese-artifacts.local/entity/culture/punching,,3
entity:culture:puppet,Culture,Puppet,puppet,https://kg.overseas-chinese-artifacts.local/entity/culture/puppet,,1
entity:culture:puppets,Culture,Puppets,puppets,https://kg.overseas-chinese-artifacts.local/entity/culture/puppets,,1
entity:culture:pure-land,Culture,Pure Land,pure land,https://kg.overseas-chinese-artifacts.local/entity/culture/pure-land,,2
entity:culture:qianlong-reign-1736-1796,Culture,Qianlong reign (1736 - 1796),qianlong reign 1736 - 1796,https://kg.overseas-chinese-artifacts.local/entity/culture/qianlong-reign-1736-1796,,2
entity:culture:qilin,Culture,Qilin,qilin,https://kg.overseas-chinese-artifacts.local/entity/culture/qilin,,4
entity:culture:qin,Culture,Qin,qin,https://kg.overseas-chinese-artifacts.local/entity/culture/qin,,10
entity:culture:qin-dynasty-221-206-bce,Culture,Qin dynasty (221 - 206 BCE),qin dynasty 221 - 206 bce,https://kg.overseas-chinese-artifacts.local/entity/culture/qin-dynasty-221-206-bce,,1
entity:culture:qing-dynasty-1644-1911,Culture,Qing dynasty (1644 - 1911),qing dynasty 1644 - 1911,https://kg.overseas-chinese-artifacts.local/entity/culture/qing-dynasty-1644-1911,,168
entity:culture:quail,Culture,Quail,quail,https://kg.overseas-chinese-artifacts.local/entity/culture/quail,,1
entity:culture:quartz,Culture,Quartz,quartz,https://kg.overseas-chinese-artifacts.local/entity/culture/quartz,,2
entity:culture:queen-mother-of-the-west,Culture,Queen Mother of the West,queen mother of the west,https://kg.overseas-chinese-artifacts.local/entity/culture/queen-mother-of-the-west,,1
entity:culture:rabbits,Culture,Rabbits,rabbits,https://kg.overseas-chinese-artifacts.local/entity/culture/rabbits,,4
entity:culture:race-films,Culture,Race films,race films,https://kg.overseas-chinese-artifacts.local/entity/culture/race-films,,1
entity:culture:rain,Culture,Rain,rain,https://kg.overseas-chinese-artifacts.local/entity/culture/rain,,3
entity:culture:rams,Culture,Rams,rams,https://kg.overseas-chinese-artifacts.local/entity/culture/rams,,4
entity:culture:rats,Culture,Rats,rats,https://kg.overseas-chinese-artifacts.local/entity/culture/rats,,1
entity:culture:reading,Culture,Reading,reading,https://kg.overseas-chinese-artifacts.local/entity/culture/reading,,4
entity:culture:recreation,Culture,Recreation,recreation,https://kg.overseas-chinese-artifacts.local/entity/culture/recreation,,10
entity:culture:reincarnation,Culture,Reincarnation,reincarnation,https://kg.overseas-chinese-artifacts.local/entity/culture/reincarnation,,1
entity:culture:relief-seal,Culture,Relief seal,relief seal,https://kg.overseas-chinese-artifacts.local/entity/culture/relief-seal,,12
entity:culture:religion,Culture,Religion,religion,https://kg.overseas-chinese-artifacts.local/entity/culture/religion,,1
entity:culture:repouss,Culture,RepoussÃ©,repoussã©,https://kg.overseas-chinese-artifacts.local/entity/culture/repouss,,9
entity:culture:rice,Culture,Rice,rice,https://kg.overseas-chinese-artifacts.local/entity/culture/rice,,2
entity:culture:rice-straw-ash-glaze,Culture,Rice-straw-ash glaze,rice-straw-ash glaze,https://kg.overseas-chinese-artifacts.local/entity/culture/rice-straw-ash-glaze,,1
entity:culture:rites-and-ceremonies,Culture,Rites and ceremonies,rites and ceremonies,https://kg.overseas-chinese-artifacts.local/entity/culture/rites-and-ceremonies,,5
entity:culture:rivers,Culture,Rivers,rivers,https://kg.overseas-chinese-artifacts.local/entity/culture/rivers,,94
entity:culture:roads,Culture,Roads,roads,https://kg.overseas-chinese-artifacts.local/entity/culture/roads,,3
entity:culture:rocks,Culture,Rocks,rocks,https://kg.overseas-chinese-artifacts.local/entity/culture/rocks,,8
entity:culture:roman-period-30-bce-395-ce,Culture,Roman Period (30 BCE - 395 CE),roman period 30 bce - 395 ce,https://kg.overseas-chinese-artifacts.local/entity/culture/roman-period-30-bce-395-ce,,3
entity:culture:roses,Culture,Roses,roses,https://kg.overseas-chinese-artifacts.local/entity/culture/roses,,3
entity:culture:rowboat,Culture,Rowboat,rowboat,https://kg.overseas-chinese-artifacts.local/entity/culture/rowboat,,1
entity:culture:royalty,Culture,Royalty,royalty,https://kg.overseas-chinese-artifacts.local/entity/culture/royalty,,1
entity:culture:rubaiyat,Culture,Rubaiyat,rubaiyat,https://kg.overseas-chinese-artifacts.local/entity/culture/rubaiyat,,1
entity:culture:rugmaking,Culture,Rugmaking,rugmaking,https://kg.overseas-chinese-artifacts.local/entity/culture/rugmaking,,3
entity:culture:running-script,Culture,Running script,running script,https://kg.overseas-chinese-artifacts.local/entity/culture/running-script,,1
entity:culture:ryder,Culture,Ryder,ryder,https://kg.overseas-chinese-artifacts.local/entity/culture/ryder,,1
entity:culture:sage,Culture,Sage,sage,https://kg.overseas-chinese-artifacts.local/entity/culture/sage,,5
entity:culture:sailors,Culture,Sailors,sailors,https://kg.overseas-chinese-artifacts.local/entity/culture/sailors,,1
entity:culture:scepter,Culture,Scepter,scepter,https://kg.overseas-chinese-artifacts.local/entity/culture/scepter,,1
entity:culture:scholar,Culture,Scholar,scholar,https://kg.overseas-chinese-artifacts.local/entity/culture/scholar,,6
entity:culture:screen,Culture,Screen,screen,https://kg.overseas-chinese-artifacts.local/entity/culture/screen,,1
entity:culture:sculpture,Culture,Sculpture,sculpture,https://kg.overseas-chinese-artifacts.local/entity/culture/sculpture,,464
entity:culture:scythe,Culture,Scythe,scythe,https://kg.overseas-chinese-artifacts.local/entity/culture/scythe,,1
entity:culture:seal,Culture,Seal,seal,https://kg.overseas-chinese-artifacts.local/entity/culture/seal,,1
entity:culture:seascape,Culture,Seascape,seascape,https://kg.overseas-chinese-artifacts.local/entity/culture/seascape,,1
entity:culture:segregation,Culture,Segregation,segregation,https://kg.overseas-chinese-artifacts.local/entity/culture/segregation,,7
entity:culture:serpentine-mineral,Culture,Serpentine (mineral),serpentine mineral,https://kg.overseas-chinese-artifacts.local/entity/culture/serpentine-mineral,,6
entity:culture:sewing,Culture,Sewing,sewing,https://kg.overseas-chinese-artifacts.local/entity/culture/sewing,,1
entity:culture:shakyamuni,Culture,Shakyamuni,shakyamuni,https://kg.overseas-chinese-artifacts.local/entity/culture/shakyamuni,,15
entity:culture:shakyamuni-buddha,Culture,Shakyamuni Buddha,shakyamuni buddha,https://kg.overseas-chinese-artifacts.local/entity/culture/shakyamuni-buddha,,1
entity:culture:shang-dynasty-ca-1600-ca-1050-bce,Culture,Shang dynasty (ca. 1600 - ca. 1050 BCE),shang dynasty ca 1600 - ca 1050 bce,https://kg.overseas-chinese-artifacts.local/entity/culture/shang-dynasty-ca-1600-ca-1050-bce,,57
entity:culture:sheep,Culture,Sheep,sheep,https://kg.overseas-chinese-artifacts.local/entity/culture/sheep,,6
entity:culture:shells,Culture,Shells,shells,https://kg.overseas-chinese-artifacts.local/entity/culture/shells,,1
entity:culture:sheng,Culture,Sheng,sheng,https://kg.overseas-chinese-artifacts.local/entity/culture/sheng,,4
entity:culture:shepherd,Culture,Shepherd,shepherd,https://kg.overseas-chinese-artifacts.local/entity/culture/shepherd,,1
entity:culture:shield,Culture,Shield,shield,https://kg.overseas-chinese-artifacts.local/entity/culture/shield,,1
entity:culture:shodai-ware,Culture,Shodai ware,shodai ware,https://kg.overseas-chinese-artifacts.local/entity/culture/shodai-ware,,2
entity:culture:shrine,Culture,Shrine,shrine,https://kg.overseas-chinese-artifacts.local/entity/culture/shrine,,6
entity:culture:signs-and-signboards,Culture,Signs and signboards,signs and signboards,https://kg.overseas-chinese-artifacts.local/entity/culture/signs-and-signboards,,1
entity:culture:silk-fiber,Culture,Silk (fiber),silk fiber,https://kg.overseas-chinese-artifacts.local/entity/culture/silk-fiber,,29
entity:culture:silver,Culture,Silver,silver,https://kg.overseas-chinese-artifacts.local/entity/culture/silver,,3
entity:culture:silvering,Culture,Silvering,silvering,https://kg.overseas-chinese-artifacts.local/entity/culture/silvering,,1
entity:culture:slavery,Culture,Slavery,slavery,https://kg.overseas-chinese-artifacts.local/entity/culture/slavery,,1
entity:culture:sleeping,Culture,Sleeping,sleeping,https://kg.overseas-chinese-artifacts.local/entity/culture/sleeping,,3
entity:culture:slit-tapestry,Culture,Slit tapestry,slit tapestry,https://kg.overseas-chinese-artifacts.local/entity/culture/slit-tapestry,,10
entity:culture:smoking,Culture,Smoking,smoking,https://kg.overseas-chinese-artifacts.local/entity/culture/smoking,,2
entity:culture:snakes,Culture,Snakes,snakes,https://kg.overseas-chinese-artifacts.local/entity/culture/snakes,,3
entity:culture:snow,Culture,Snow,snow,https://kg.overseas-chinese-artifacts.local/entity/culture/snow,,10
entity:culture:social-life-and-customs,Culture,Social life and customs,social life and customs,https://kg.overseas-chinese-artifacts.local/entity/culture/social-life-and-customs,,2
entity:culture:social-reformers,Culture,Social reformers,social reformers,https://kg.overseas-chinese-artifacts.local/entity/culture/social-reformers,,1
entity:culture:song-dynasty-960-1279,Culture,Song dynasty (960 - 1279),song dynasty 960 - 1279,https://kg.overseas-chinese-artifacts.local/entity/culture/song-dynasty-960-1279,,4
entity:culture:soochow,Culture,Soochow,soochow,https://kg.overseas-chinese-artifacts.local/entity/culture/soochow,,1
entity:culture:south-asian-and-himalayan-art,Culture,South Asian and Himalayan Art,south asian and himalayan art,https://kg.overseas-chinese-artifacts.local/entity/culture/south-asian-and-himalayan-art,,3
entity:culture:southern-song-dynasty-1127-1279,Culture,Southern Song dynasty (1127 - 1279),southern song dynasty 1127 - 1279,https://kg.overseas-chinese-artifacts.local/entity/culture/southern-song-dynasty-1127-1279,,8
entity:culture:souvenir-nation,Culture,Souvenir Nation,souvenir nation,https://kg.overseas-chinese-artifacts.local/entity/culture/souvenir-nation,,1
entity:culture:sparrow,Culture,Sparrow,sparrow,https://kg.overseas-chinese-artifacts.local/entity/culture/sparrow,,2
entity:culture:spear-point,Culture,Spear point,spear point,https://kg.overseas-chinese-artifacts.local/entity/culture/spear-point,,2
entity:culture:spiral,Culture,Spiral,spiral,https://kg.overseas-chinese-artifacts.local/entity/culture/spiral,,2
entity:culture:sport-and-play,Culture,Sport and play,sport and play,https://kg.overseas-chinese-artifacts.local/entity/culture/sport-and-play,,1
entity:culture:spring,Culture,Spring,spring,https://kg.overseas-chinese-artifacts.local/entity/culture/spring,,4
entity:culture:spring-and-autumn-period-770-476-bce,Culture,Spring and Autumn period (770 - 476 BCE),spring and autumn period 770 - 476 bce,https://kg.overseas-chinese-artifacts.local/entity/culture/spring-and-autumn-period-770-476-bce,,8
entity:culture:standard-script,Culture,Standard script,standard script,https://kg.overseas-chinese-artifacts.local/entity/culture/standard-script,,1
entity:culture:state-of-being,Culture,State of being,state of being,https://kg.overseas-chinese-artifacts.local/entity/culture/state-of-being,,1
entity:culture:steatite,Culture,Steatite,steatite,https://kg.overseas-chinese-artifacts.local/entity/culture/steatite,,1
entity:culture:stone,Culture,Stone,stone,https://kg.overseas-chinese-artifacts.local/entity/culture/stone,,86
entity:culture:stoneware,Culture,Stoneware,stoneware,https://kg.overseas-chinese-artifacts.local/entity/culture/stoneware,,7
entity:culture:store,Culture,Store,store,https://kg.overseas-chinese-artifacts.local/entity/culture/store,,1
entity:culture:stork,Culture,Stork,stork,https://kg.overseas-chinese-artifacts.local/entity/culture/stork,,1
entity:culture:streets,Culture,Streets,streets,https://kg.overseas-chinese-artifacts.local/entity/culture/streets,,1
entity:culture:streetwear,Culture,Streetwear,streetwear,https://kg.overseas-chinese-artifacts.local/entity/culture/streetwear,,1
entity:culture:stupa,Culture,Stupa,stupa,https://kg.overseas-chinese-artifacts.local/entity/culture/stupa,,4
entity:culture:sui-dynasty-581-618,Culture,Sui dynasty (581 - 618),sui dynasty 581 - 618,https://kg.overseas-chinese-artifacts.local/entity/culture/sui-dynasty-581-618,,20
entity:culture:summer,Culture,Summer,summer,https://kg.overseas-chinese-artifacts.local/entity/culture/summer,,3
entity:culture:sunrise,Culture,Sunrise,sunrise,https://kg.overseas-chinese-artifacts.local/entity/culture/sunrise,,1
entity:culture:sutra,Culture,Sutra,sutra,https://kg.overseas-chinese-artifacts.local/entity/culture/sutra,,3
entity:culture:swallow,Culture,Swallow,swallow,https://kg.overseas-chinese-artifacts.local/entity/culture/swallow,,2
entity:culture:swords,Culture,Swords,swords,https://kg.overseas-chinese-artifacts.local/entity/culture/swords,,1
entity:culture:symbolism,Culture,Symbolism,symbolism,https://kg.overseas-chinese-artifacts.local/entity/culture/symbolism,,1
entity:culture:talisman,Culture,Talisman,talisman,https://kg.overseas-chinese-artifacts.local/entity/culture/talisman,,1
entity:culture:tang-dynasty-618-907,Culture,Tang dynasty (618 - 907),tang dynasty 618 - 907,https://kg.overseas-chinese-artifacts.local/entity/culture/tang-dynasty-618-907,,37
entity:culture:taotie,Culture,Taotie,taotie,https://kg.overseas-chinese-artifacts.local/entity/culture/taotie,,4
entity:culture:tapestries,Culture,Tapestries,tapestries,https://kg.overseas-chinese-artifacts.local/entity/culture/tapestries,,1
entity:culture:tea,Culture,Tea,tea,https://kg.overseas-chinese-artifacts.local/entity/culture/tea,,3
entity:culture:teaching,Culture,Teaching,teaching,https://kg.overseas-chinese-artifacts.local/entity/culture/teaching,,1
entity:culture:temple,Culture,Temple,temple,https://kg.overseas-chinese-artifacts.local/entity/culture/temple,,13
