canonical_id,entity_type,label,norm_label,uri,external_id,source_count
entity:artifacttype:unclassified,ArtifactType,Unclassified,unclassified,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/unclassified,,18
entity:artifacttype:uncut-waistcoat-front-embroidery-visual-works,ArtifactType,Uncut waistcoat front; Embroidery (visual works),uncut waistcoat front embroidery visual works,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/uncut-waistcoat-front-embroidery-visual-works,,1
entity:artifacttype:valances-embroidery-visual-works,ArtifactType,Valances; Embroidery (visual works),valances embroidery visual works,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/valances-embroidery-visual-works,,1
entity:artifacttype:valances-textiles,ArtifactType,Valances; Textiles,valances textiles,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/valances-textiles,,1
entity:artifacttype:vessels,ArtifactType,Vessels,vessels,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/vessels,,1311
entity:artifacttype:vessels-containers,ArtifactType,Vessels (containers),vessels containers,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/vessels-containers,,144
entity:artifacttype:vests-garments-vest-girls-main-garments-girl,ArtifactType,"Vests (garments); vest, girl's; Main garments; Girl",vests garments vest girls main garments girl,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/vests-garments-vest-girls-main-garments-girl,,1
entity:artifacttype:wall-coverings,ArtifactType,Wall coverings,wall coverings,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/wall-coverings,,12
entity:artifacttype:weapons-and-ammunition,ArtifactType,Weapons and Ammunition,weapons and ammunition,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/weapons-and-ammunition,,49
entity:artifacttype:weapons-armor-protective-wear,ArtifactType,Weapons; Armor (protective wear),weapons armor protective wear,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/weapons-armor-protective-wear,,40
entity:artifacttype:window-shade-and-cornice-wall-coverings,ArtifactType,Window shade and cornice; Wall coverings,window shade and cornice wall coverings,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/window-shade-and-cornice-wall-coverings,,2
entity:artifacttype:womans-short-coat-costume-accessories-costume,ArtifactType,Woman's short coat; Costume accessories; Costume,womans short coat costume accessories costume,https://kg.overseas-chinese-artifacts.local/entity/artifacttype/womans-short-coat-costume-accessories-costume,,1
entity:artist:1239-after-1301,Artist,1239–after 1301),1239–after 1301,https://kg.overseas-chinese-artifacts.local/entity/artist/1239-after-1301,,1
entity:artist:1254-1322,Artist,1254–1322),1254–1322,https://kg.overseas-chinese-artifacts.local/entity/artist/1254-1322,,2
entity:artist:1450-1535,Artist,1450–1535),1450–1535,https://kg.overseas-chinese-artifacts.local/entity/artist/1450-1535,,1
entity:artist:1459-1508,Artist,1459–1508),1459–1508,https://kg.overseas-chinese-artifacts.local/entity/artist/1459-1508,,1
entity:artist:1525-1605,Artist,1525–1605),1525–1605,https://kg.overseas-chinese-artifacts.local/entity/artist/1525-1605,,1
entity:artist:1585-after-1664,Artist,1585–after 1664),1585–after 1664,https://kg.overseas-chinese-artifacts.local/entity/artist/1585-after-1664,,1
entity:artist:1662-1721,Artist,1662–1721),1662–1721,https://kg.overseas-chinese-artifacts.local/entity/artist/1662-1721,,1
entity:artist:1687-1770,Artist,1687–1770),1687–1770,https://kg.overseas-chinese-artifacts.local/entity/artist/1687-1770,,1
entity:artist:1720-1776,Artist,1720–1776),1720–1776,https://kg.overseas-chinese-artifacts.local/entity/artist/1720-1776,,1
entity:artist:1858-1927,Artist,1858–1927),1858–1927,https://kg.overseas-chinese-artifacts.local/entity/artist/1858-1927,,1
entity:artist:1st-arkansas-regiment-volunteer-infantry-african-descent,Artist,1st Arkansas Regiment Volunteer Infantry (African Descent),1st arkansas regiment volunteer infantry african descent,https://kg.overseas-chinese-artifacts.local/entity/artist/1st-arkansas-regiment-volunteer-infantry-african-descent,,1
entity:artist:Q1042125,Artist,Hua Yan 華喦,hua yan 華喦,https://kg.overseas-chinese-artifacts.local/entity/artist/Q1042125,Q1042125,1
entity:artist:Q10564133,Artist,Qian Hui'an 錢慧安,qian huian 錢慧安,https://kg.overseas-chinese-artifacts.local/entity/artist/Q10564133,Q10564133,10
entity:artist:Q106513189,Artist,Worch et Cie,worch et cie,https://kg.overseas-chinese-artifacts.local/entity/artist/Q106513189,Q106513189,9
entity:artist:Q108354092,Artist,Jui,jui,https://kg.overseas-chinese-artifacts.local/entity/artist/Q108354092,Q108354092,152
entity:artist:Q10867336,Artist,Shangguan Zhou 上官周,shangguan zhou 上官周,https://kg.overseas-chinese-artifacts.local/entity/artist/Q10867336,Q10867336,1
entity:artist:Q109105009,Artist,Bahr,bahr,https://kg.overseas-chinese-artifacts.local/entity/artist/Q109105009,Q109105009,103
entity:artist:Q109856186,Artist,Pan Gongshou 潘恭壽,pan gongshou 潘恭壽,https://kg.overseas-chinese-artifacts.local/entity/artist/Q109856186,Q109856186,2
entity:artist:Q110400668,Artist,Jones,jones,https://kg.overseas-chinese-artifacts.local/entity/artist/Q110400668,Q110400668,2
entity:artist:Q110476493,Artist,Estate of Agnes E. Meyer,estate of agnes e meyer,https://kg.overseas-chinese-artifacts.local/entity/artist/Q110476493,Q110476493,2
entity:artist:Q110740452,Artist,Scroggy,scroggy,https://kg.overseas-chinese-artifacts.local/entity/artist/Q110740452,Q110740452,4
entity:artist:Q11075314,Artist,Dai Mingyue 戴明說,dai mingyue 戴明說,https://kg.overseas-chinese-artifacts.local/entity/artist/Q11075314,Q11075314,1
entity:artist:Q11084707,Artist,Fang Shishu 方士庶,fang shishu 方士庶,https://kg.overseas-chinese-artifacts.local/entity/artist/Q11084707,Q11084707,4
entity:artist:Q11096759,Artist,Li Rihua 李日華,li rihua 李日華,https://kg.overseas-chinese-artifacts.local/entity/artist/Q11096759,Q11096759,1
entity:artist:Q11137021,Artist,Wang Youdun 汪由敦,wang youdun 汪由敦,https://kg.overseas-chinese-artifacts.local/entity/artist/Q11137021,Q11137021,3
entity:artist:Q113721827,Artist,Worch,worch,https://kg.overseas-chinese-artifacts.local/entity/artist/Q113721827,Q113721827,6
entity:artist:Q1138248,Artist,Cox,cox,https://kg.overseas-chinese-artifacts.local/entity/artist/Q1138248,Q1138248,2
entity:artist:Q11610448,Artist,Weng Fanggang 翁方綱,weng fanggang 翁方綱,https://kg.overseas-chinese-artifacts.local/entity/artist/Q11610448,Q11610448,1
entity:artist:Q118914089,Artist,Shindler,shindler,https://kg.overseas-chinese-artifacts.local/entity/artist/Q118914089,Q118914089,2
entity:artist:Q1223,Artist,Washington,washington,https://kg.overseas-chinese-artifacts.local/entity/artist/Q1223,Q1223,4
entity:artist:Q12805597,Artist,Vershinin,vershinin,https://kg.overseas-chinese-artifacts.local/entity/artist/Q12805597,Q12805597,2
entity:artist:Q1329823,Artist,Yun Shouping 惲壽平,yun shouping 惲壽平,https://kg.overseas-chinese-artifacts.local/entity/artist/Q1329823,Q1329823,9
entity:artist:Q13409670,Artist,Hickman,hickman,https://kg.overseas-chinese-artifacts.local/entity/artist/Q13409670,Q13409670,2
entity:artist:Q1360244,Artist,Manner of Xia Gui 夏圭,manner of xia gui 夏圭,https://kg.overseas-chinese-artifacts.local/entity/artist/Q1360244,Q1360244,2
entity:artist:Q1368910,Artist,Kellogg,kellogg,https://kg.overseas-chinese-artifacts.local/entity/artist/Q1368910,Q1368910,2
entity:artist:Q15430363,Artist,Hu Zhengyan 胡正言,hu zhengyan 胡正言,https://kg.overseas-chinese-artifacts.local/entity/artist/Q15430363,Q15430363,136
entity:artist:Q16075853,Artist,Dong Bangda 董邦達,dong bangda 董邦達,https://kg.overseas-chinese-artifacts.local/entity/artist/Q16075853,Q16075853,8
entity:artist:Q16961275,Artist,American Art Association,american art association,https://kg.overseas-chinese-artifacts.local/entity/artist/Q16961275,Q16961275,2
entity:artist:Q17864440,Artist,Grant,grant,https://kg.overseas-chinese-artifacts.local/entity/artist/Q17864440,Q17864440,2
entity:artist:Q18511634,Artist,Zhang Xiong 張熊,zhang xiong 張熊,https://kg.overseas-chinese-artifacts.local/entity/artist/Q18511634,Q18511634,12
entity:artist:Q190568,Artist,Muybridge,muybridge,https://kg.overseas-chinese-artifacts.local/entity/artist/Q190568,Q190568,8
entity:artist:Q1965666,Artist,Nash,nash,https://kg.overseas-chinese-artifacts.local/entity/artist/Q1965666,Q1965666,2
entity:artist:Q198097,Artist,Bada Shanren (Zhu Da) 八大山人 (朱耷),bada shanren zhu da 八大山人 朱耷,https://kg.overseas-chinese-artifacts.local/entity/artist/Q198097,Q198097,3
entity:artist:Q200798,Artist,Hiroshige,hiroshige,https://kg.overseas-chinese-artifacts.local/entity/artist/Q200798,Q200798,4
entity:artist:Q2032614,Artist,Traditionally attributed to Ren Renfa 任仁發,traditionally attributed to ren renfa 任仁發,https://kg.overseas-chinese-artifacts.local/entity/artist/Q2032614,Q2032614,1
entity:artist:Q2080165,Artist,Hyde,hyde,https://kg.overseas-chinese-artifacts.local/entity/artist/Q2080165,Q2080165,4
entity:artist:Q21388442,Artist,Arnoult,arnoult,https://kg.overseas-chinese-artifacts.local/entity/artist/Q21388442,Q21388442,2
entity:artist:Q21449862,Artist,Gaertner,gaertner,https://kg.overseas-chinese-artifacts.local/entity/artist/Q21449862,Q21449862,2
entity:artist:Q21504853,Artist,Vedder,vedder,https://kg.overseas-chinese-artifacts.local/entity/artist/Q21504853,Q21504853,2
entity:artist:Q216936,Artist,Sean John,sean john,https://kg.overseas-chinese-artifacts.local/entity/artist/Q216936,Q216936,2
entity:artist:Q21810574,Artist,Li Huayi 李華弌,li huayi 李華弌,https://kg.overseas-chinese-artifacts.local/entity/artist/Q21810574,Q21810574,2
entity:artist:Q2248916,Artist,Tang Yin 唐寅,tang yin 唐寅,https://kg.overseas-chinese-artifacts.local/entity/artist/Q2248916,Q2248916,7
entity:artist:Q25439303,Artist,Fan,fan,https://kg.overseas-chinese-artifacts.local/entity/artist/Q25439303,Q25439303,4
entity:artist:Q270130,Artist,Traditionally attributed to Guan Daosheng 管道昇,traditionally attributed to guan daosheng 管道昇,https://kg.overseas-chinese-artifacts.local/entity/artist/Q270130,Q270130,1
entity:artist:Q28737356,Artist,Lee Chun-Yi (Li Junyi) 李君毅,lee chun-yi li junyi 李君毅,https://kg.overseas-chinese-artifacts.local/entity/artist/Q28737356,Q28737356,27
entity:artist:Q30230341,Artist,Chen Chi-kwan (Chen Qikuan) 陳其寬,chen chi-kwan chen qikuan 陳其寬,https://kg.overseas-chinese-artifacts.local/entity/artist/Q30230341,Q30230341,1
entity:artist:Q3028266,Artist,Ren Yi 任頤,ren yi 任頤,https://kg.overseas-chinese-artifacts.local/entity/artist/Q3028266,Q3028266,2
entity:artist:Q3138790,Artist,Lan Ying 藍瑛,lan ying 藍瑛,https://kg.overseas-chinese-artifacts.local/entity/artist/Q3138790,Q3138790,2
entity:artist:Q3165352,Artist,Dugourc,dugourc,https://kg.overseas-chinese-artifacts.local/entity/artist/Q3165352,Q3165352,2
entity:artist:Q3200407,Artist,Kuncan 髡殘,kuncan 髡殘,https://kg.overseas-chinese-artifacts.local/entity/artist/Q3200407,Q3200407,1
entity:artist:Q320129,Artist,Style of Mi Fu 米芾,style of mi fu 米芾,https://kg.overseas-chinese-artifacts.local/entity/artist/Q320129,Q320129,1
entity:artist:Q330206,Artist,Manner of Wang E 王諤,manner of wang e 王諤,https://kg.overseas-chinese-artifacts.local/entity/artist/Q330206,Q330206,1
entity:artist:Q343633,Artist,Burgess,burgess,https://kg.overseas-chinese-artifacts.local/entity/artist/Q343633,Q343633,2
entity:artist:Q347181,Artist,Adam,adam,https://kg.overseas-chinese-artifacts.local/entity/artist/Q347181,Q347181,2
entity:artist:Q3566124,Artist,Traditionally attributed to Wang Zhenpeng 王振鵬,traditionally attributed to wang zhenpeng 王振鵬,https://kg.overseas-chinese-artifacts.local/entity/artist/Q3566124,Q3566124,1
entity:artist:Q3570964,Artist,Xiao Yuncong 蕭雲從,xiao yuncong 蕭雲從,https://kg.overseas-chinese-artifacts.local/entity/artist/Q3570964,Q3570964,2
entity:artist:Q3571842,Artist,Yao Shou 姚綬,yao shou 姚綬,https://kg.overseas-chinese-artifacts.local/entity/artist/Q3571842,Q3571842,1
entity:artist:Q36923787,Artist,Crace,crace,https://kg.overseas-chinese-artifacts.local/entity/artist/Q36923787,Q36923787,24
entity:artist:Q369608,Artist,Qi Baishi (Qi Huang) 齊白石 (齊璜),qi baishi qi huang 齊白石 齊璜,https://kg.overseas-chinese-artifacts.local/entity/artist/Q369608,Q369608,3
entity:artist:Q37017903,Artist,Kriger,kriger,https://kg.overseas-chinese-artifacts.local/entity/artist/Q37017903,Q37017903,6
entity:artist:Q374713,Artist,Pillement,pillement,https://kg.overseas-chinese-artifacts.local/entity/artist/Q374713,Q374713,19
entity:artist:Q4164300,Artist,Sun Jin 孫金,sun jin 孫金,https://kg.overseas-chinese-artifacts.local/entity/artist/Q4164300,Q4164300,1
entity:artist:Q4233718,Artist,Unidentified Artist,unidentified artist,https://kg.overseas-chinese-artifacts.local/entity/artist/Q4233718,Q4233718,1
entity:artist:Q42511,Artist,Wells,wells,https://kg.overseas-chinese-artifacts.local/entity/artist/Q42511,Q42511,5
entity:artist:Q42772724,Artist,Zhang Hong 張宏,zhang hong 張宏,https://kg.overseas-chinese-artifacts.local/entity/artist/Q42772724,Q42772724,1
entity:artist:Q45430740,Artist,COPY AFTER Qiu Wenbo 丘文播,copy after qiu wenbo 丘文播,https://kg.overseas-chinese-artifacts.local/entity/artist/Q45430740,Q45430740,1
entity:artist:Q45545802,Artist,Jin Junming,jin junming,https://kg.overseas-chinese-artifacts.local/entity/artist/Q45545802,Q45545802,1
entity:artist:Q45569178,Artist,Attributed to Ye Cheng,attributed to ye cheng,https://kg.overseas-chinese-artifacts.local/entity/artist/Q45569178,Q45569178,1
entity:artist:Q45585501,Artist,Wang Chen 王宸,wang chen 王宸,https://kg.overseas-chinese-artifacts.local/entity/artist/Q45585501,Q45585501,1
entity:artist:Q45656968,Artist,Manner of Jiang Song 蒋嵩,manner of jiang song 蒋嵩,https://kg.overseas-chinese-artifacts.local/entity/artist/Q45656968,Q45656968,1
entity:artist:Q469439,Artist,Shitao (Zhu Ruoji) 石濤 (朱若極),shitao zhu ruoji 石濤 朱若極,https://kg.overseas-chinese-artifacts.local/entity/artist/Q469439,Q469439,1
entity:artist:Q47842,Artist,Manner of Empress Dowager Cixi 慈禧,manner of empress dowager cixi 慈禧,https://kg.overseas-chinese-artifacts.local/entity/artist/Q47842,Q47842,2
entity:artist:Q4973682,Artist,Bromley Hall,bromley hall,https://kg.overseas-chinese-artifacts.local/entity/artist/Q4973682,Q4973682,2
entity:artist:Q5080060,Artist,Yamanaka,yamanaka,https://kg.overseas-chinese-artifacts.local/entity/artist/Q5080060,Q5080060,262
entity:artist:Q537211,Artist,Dong Qichang 董其昌,dong qichang 董其昌,https://kg.overseas-chinese-artifacts.local/entity/artist/Q537211,Q537211,1
entity:artist:Q55065697,Artist,Marschall,marschall,https://kg.overseas-chinese-artifacts.local/entity/artist/Q55065697,Q55065697,4
entity:artist:Q558251,Artist,attributed to Chen Chun 陳淳,attributed to chen chun 陳淳,https://kg.overseas-chinese-artifacts.local/entity/artist/Q558251,Q558251,1
entity:artist:Q558863,Artist,Traditional Attribution to Shen Zhou 沈周,traditional attribution to shen zhou 沈周,https://kg.overseas-chinese-artifacts.local/entity/artist/Q558863,Q558863,1
entity:artist:Q5603,Artist,Andrew,andrew,https://kg.overseas-chinese-artifacts.local/entity/artist/Q5603,Q5603,8
entity:artist:Q588110,Artist,Previously attributed to Chen Hongshou 陳洪綬,previously attributed to chen hongshou 陳洪綬,https://kg.overseas-chinese-artifacts.local/entity/artist/Q588110,Q588110,1
entity:artist:Q5925500,Artist,Huang Ding 黃鼎,huang ding 黃鼎,https://kg.overseas-chinese-artifacts.local/entity/artist/Q5925500,Q5925500,1
entity:artist:Q615282,Artist,Mouilleron,mouilleron,https://kg.overseas-chinese-artifacts.local/entity/artist/Q615282,Q615282,2
entity:artist:Q65844980,Artist,Nan Wen,nan wen,https://kg.overseas-chinese-artifacts.local/entity/artist/Q65844980,Q65844980,1
entity:artist:Q6653515,Artist,Liu Kuo-sung (Liu Guosong) 劉國松,liu kuo-sung liu guosong 劉國松,https://kg.overseas-chinese-artifacts.local/entity/artist/Q6653515,Q6653515,3
entity:artist:Q66749854,Artist,MacLaughlan,maclaughlan,https://kg.overseas-chinese-artifacts.local/entity/artist/Q66749854,Q66749854,10
entity:artist:Q6691,Artist,Homer,homer,https://kg.overseas-chinese-artifacts.local/entity/artist/Q6691,Q6691,8
entity:artist:Q67416749,Artist,Yamanaka,yamanaka,https://kg.overseas-chinese-artifacts.local/entity/artist/Q67416749,Q67416749,15
entity:artist:Q696708,Artist,Liu Dan 劉丹,liu dan 劉丹,https://kg.overseas-chinese-artifacts.local/entity/artist/Q696708,Q696708,1
entity:artist:Q697720,Artist,Li Shan 李鱓,li shan 李鱓,https://kg.overseas-chinese-artifacts.local/entity/artist/Q697720,Q697720,1
entity:artist:Q698454,Artist,Gao Qipei 高其佩,gao qipei 高其佩,https://kg.overseas-chinese-artifacts.local/entity/artist/Q698454,Q698454,2
entity:artist:Q701076,Artist,Huang Shen 黄慎,huang shen 黄慎,https://kg.overseas-chinese-artifacts.local/entity/artist/Q701076,Q701076,1
entity:artist:Q711481,Artist,Wang Jian 王鑑,wang jian 王鑑,https://kg.overseas-chinese-artifacts.local/entity/artist/Q711481,Q711481,1
entity:artist:Q712007,Artist,Manner of Zheng Xie 鄭燮,manner of zheng xie 鄭燮,https://kg.overseas-chinese-artifacts.local/entity/artist/Q712007,Q712007,1
entity:artist:Q713272,Artist,Sung-shan,sung-shan,https://kg.overseas-chinese-artifacts.local/entity/artist/Q713272,Q713272,6
entity:artist:Q716222,Artist,Wang Hui 王翬,wang hui 王翬,https://kg.overseas-chinese-artifacts.local/entity/artist/Q716222,Q716222,1
entity:artist:Q716959,Artist,Jiang Tingxi 蔣廷錫,jiang tingxi 蔣廷錫,https://kg.overseas-chinese-artifacts.local/entity/artist/Q716959,Q716959,2
entity:artist:Q740332,Artist,Liang Kai 梁楷,liang kai 梁楷,https://kg.overseas-chinese-artifacts.local/entity/artist/Q740332,Q740332,1
entity:artist:Q7486,Artist,attributed to Zhao Ji (Emperor Huizong) 赵佶 (宋徽宗),attributed to zhao ji emperor huizong 赵佶 宋徽宗,https://kg.overseas-chinese-artifacts.local/entity/artist/Q7486,Q7486,1
entity:artist:Q75070738,Artist,Seton,seton,https://kg.overseas-chinese-artifacts.local/entity/artist/Q75070738,Q75070738,2
entity:artist:Q769372,Artist,Traditionally attributed to Qiu Ying 仇英,traditionally attributed to qiu ying 仇英,https://kg.overseas-chinese-artifacts.local/entity/artist/Q769372,Q769372,16
entity:artist:Q773765,Artist,Stella,stella,https://kg.overseas-chinese-artifacts.local/entity/artist/Q773765,Q773765,2
entity:artist:Q7782112,Artist,Wores,wores,https://kg.overseas-chinese-artifacts.local/entity/artist/Q7782112,Q7782112,2
entity:artist:Q8004299,Artist,Delamotte,delamotte,https://kg.overseas-chinese-artifacts.local/entity/artist/Q8004299,Q8004299,2
entity:artist:Q8060022,Artist,Yuan Jiang 袁江,yuan jiang 袁江,https://kg.overseas-chinese-artifacts.local/entity/artist/Q8060022,Q8060022,1
entity:artist:Q835579,Artist,Bian Shoumin 邊壽民,bian shoumin 邊壽民,https://kg.overseas-chinese-artifacts.local/entity/artist/Q835579,Q835579,1
entity:artist:Q835924,Artist,Copy after Zhou Wenju 周文矩,copy after zhou wenju 周文矩,https://kg.overseas-chinese-artifacts.local/entity/artist/Q835924,Q835924,1
entity:artist:Q86167,Artist,Anonymous,anonymous,https://kg.overseas-chinese-artifacts.local/entity/artist/Q86167,Q86167,2
entity:artist:Q865938,Artist,Wen Jia 文嘉,wen jia 文嘉,https://kg.overseas-chinese-artifacts.local/entity/artist/Q865938,Q865938,1
entity:artist:Q87185060,Artist,Wannieck,wannieck,https://kg.overseas-chinese-artifacts.local/entity/artist/Q87185060,Q87185060,2
entity:artist:Q877224,Artist,Manner of Guo Zhongshu 郭忠恕,manner of guo zhongshu 郭忠恕,https://kg.overseas-chinese-artifacts.local/entity/artist/Q877224,Q877224,1
entity:artist:Q890282,Artist,Edited by Gao Fenghan 高鳳翰,edited by gao fenghan 高鳳翰,https://kg.overseas-chinese-artifacts.local/entity/artist/Q890282,Q890282,5
entity:artist:Q910270,Artist,Yuan Yao 袁燿,yuan yao 袁燿,https://kg.overseas-chinese-artifacts.local/entity/artist/Q910270,Q910270,9
entity:artist:Q9441,Artist,Yamanaka,yamanaka,https://kg.overseas-chinese-artifacts.local/entity/artist/Q9441,Q9441,2
entity:artist:Q947892,Artist,Fang Lijun,fang lijun,https://kg.overseas-chinese-artifacts.local/entity/artist/Q947892,Q947892,1
entity:artist:Q948598,Artist,Ryder,ryder,https://kg.overseas-chinese-artifacts.local/entity/artist/Q948598,Q948598,2
entity:artist:Q957734,Artist,Du Jin 杜堇,du jin 杜堇,https://kg.overseas-chinese-artifacts.local/entity/artist/Q957734,Q957734,5
entity:artist:Q971521,Artist,Handforth,handforth,https://kg.overseas-chinese-artifacts.local/entity/artist/Q971521,Q971521,4
entity:artist:aaron,Artist,Aaron,aaron,https://kg.overseas-chinese-artifacts.local/entity/artist/aaron,,1
entity:artist:abe,Artist,Abe,abe,https://kg.overseas-chinese-artifacts.local/entity/artist/abe,,16
entity:artist:abel-william,Artist,Abel William,abel william,https://kg.overseas-chinese-artifacts.local/entity/artist/abel-william,,152
entity:artist:active-14th-century,Artist,active 14th century),active 14th century,https://kg.overseas-chinese-artifacts.local/entity/artist/active-14th-century,,1
entity:artist:active-15th-century,Artist,active 15th century),active 15th century,https://kg.overseas-chinese-artifacts.local/entity/artist/active-15th-century,,3
entity:artist:active-16th-century,Artist,active 16th century),active 16th century,https://kg.overseas-chinese-artifacts.local/entity/artist/active-16th-century,,2
entity:artist:active-16th-mid-16th-century,Artist,active 16th–mid 16th century),active 16th–mid 16th century,https://kg.overseas-chinese-artifacts.local/entity/artist/active-16th-mid-16th-century,,1
entity:artist:active-19th-century,Artist,active 19th century),active 19th century,https://kg.overseas-chinese-artifacts.local/entity/artist/active-19th-century,,1
entity:artist:active-about-1195-1230,Artist,active about 1195 – 1230),active about 1195 – 1230,https://kg.overseas-chinese-artifacts.local/entity/artist/active-about-1195-1230,,1
entity:artist:active-around-1740-1780,Artist,active around 1740–1780),active around 1740–1780,https://kg.overseas-chinese-artifacts.local/entity/artist/active-around-1740-1780,,1
entity:artist:active-late-16th-century,Artist,active late 16th century),active late 16th century,https://kg.overseas-chinese-artifacts.local/entity/artist/active-late-16th-century,,1
entity:artist:active-late-17th-century,Artist,active late 17th century),active late 17th century,https://kg.overseas-chinese-artifacts.local/entity/artist/active-late-17th-century,,1
entity:artist:adachi,Artist,Adachi,adachi,https://kg.overseas-chinese-artifacts.local/entity/artist/adachi,,3
entity:artist:adolphe,Artist,Adolphe,adolphe,https://kg.overseas-chinese-artifacts.local/entity/artist/adolphe,,1
entity:artist:agnes-e,Artist,Agnes E.,agnes e,https://kg.overseas-chinese-artifacts.local/entity/artist/agnes-e,,30
entity:artist:alice-pike,Artist,Alice Pike,alice pike,https://kg.overseas-chinese-artifacts.local/entity/artist/alice-pike,,2
entity:artist:allen,Artist,Allen,allen,https://kg.overseas-chinese-artifacts.local/entity/artist/allen,,1
entity:artist:allie,Artist,Allie,allie,https://kg.overseas-chinese-artifacts.local/entity/artist/allie,,3
entity:artist:amoy-lace-guild,Artist,Amoy Lace Guild,amoy lace guild,https://kg.overseas-chinese-artifacts.local/entity/artist/amoy-lace-guild,,50
entity:artist:an-davenport-co,Artist,A.N. Davenport Co.,an davenport co,https://kg.overseas-chinese-artifacts.local/entity/artist/an-davenport-co,,9
entity:artist:ananda,Artist,Ananda,ananda,https://kg.overseas-chinese-artifacts.local/entity/artist/ananda,,2
entity:artist:anna-m,Artist,Anna M.,anna m,https://kg.overseas-chinese-artifacts.local/entity/artist/anna-m,,1
entity:artist:anna-may,Artist,Anna May,anna may,https://kg.overseas-chinese-artifacts.local/entity/artist/anna-may,,1
entity:artist:anne,Artist,Anne,anne,https://kg.overseas-chinese-artifacts.local/entity/artist/anne,,1
entity:artist:arroyo,Artist,Arroyo,arroyo,https://kg.overseas-chinese-artifacts.local/entity/artist/arroyo,,1
entity:artist:arsacio-vanegas,Artist,Arsacio Vanegas,arsacio vanegas,https://kg.overseas-chinese-artifacts.local/entity/artist/arsacio-vanegas,,1
entity:artist:art-ancien-de-chine,Artist,Art Ancien de Chine,art ancien de chine,https://kg.overseas-chinese-artifacts.local/entity/artist/art-ancien-de-chine,,1
entity:artist:arthur,Artist,Arthur,arthur,https://kg.overseas-chinese-artifacts.local/entity/artist/arthur,,3
entity:artist:arthur-m,Artist,Arthur M.,arthur m,https://kg.overseas-chinese-artifacts.local/entity/artist/arthur-m,,6
entity:artist:ashikaga,Artist,Ashikaga,ashikaga,https://kg.overseas-chinese-artifacts.local/entity/artist/ashikaga,,1
entity:artist:attributed-to-xia-gui-chinese,Artist,Attributed to: Xia Gui (Chinese,attributed to xia gui chinese,https://kg.overseas-chinese-artifacts.local/entity/artist/attributed-to-xia-gui-chinese,,1
entity:artist:avril,Artist,Avril,avril,https://kg.overseas-chinese-artifacts.local/entity/artist/avril,,1
entity:artist:b-f,Artist,B. F.,b f,https://kg.overseas-chinese-artifacts.local/entity/artist/b-f,,4
entity:artist:backhouse,Artist,Backhouse,backhouse,https://kg.overseas-chinese-artifacts.local/entity/artist/backhouse,,2
entity:artist:bagley,Artist,Bagley,bagley,https://kg.overseas-chinese-artifacts.local/entity/artist/bagley,,2
entity:artist:bahr,Artist,Bahr,bahr,https://kg.overseas-chinese-artifacts.local/entity/artist/bahr,,61
entity:artist:barney,Artist,Barney,barney,https://kg.overseas-chinese-artifacts.local/entity/artist/barney,,3
entity:artist:baron,Artist,Baron,baron,https://kg.overseas-chinese-artifacts.local/entity/artist/baron,,1
entity:artist:berthold,Artist,Berthold,berthold,https://kg.overseas-chinese-artifacts.local/entity/artist/berthold,,1
entity:artist:biddle,Artist,Biddle,biddle,https://kg.overseas-chinese-artifacts.local/entity/artist/biddle,,1
entity:artist:bing,Artist,Bing,bing,https://kg.overseas-chinese-artifacts.local/entity/artist/bing,,9
entity:artist:black-fashion-museum,Artist,Black Fashion Museum,black fashion museum,https://kg.overseas-chinese-artifacts.local/entity/artist/black-fashion-museum,,4
entity:artist:born-in-1477,Artist,born in 1477),born in 1477,https://kg.overseas-chinese-artifacts.local/entity/artist/born-in-1477,,1
entity:artist:boucher,Artist,Boucher,boucher,https://kg.overseas-chinese-artifacts.local/entity/artist/boucher,,2
entity:artist:breton,Artist,Breton,breton,https://kg.overseas-chinese-artifacts.local/entity/artist/breton,,1
entity:artist:bros,Artist,Bros.,bros,https://kg.overseas-chinese-artifacts.local/entity/artist/bros,,1
entity:artist:brown,Artist,Brown,brown,https://kg.overseas-chinese-artifacts.local/entity/artist/brown,,3
entity:artist:brownson,Artist,Brownson,brownson,https://kg.overseas-chinese-artifacts.local/entity/artist/brownson,,1
entity:artist:buddha,Artist,buddha,buddha,https://kg.overseas-chinese-artifacts.local/entity/artist/buddha,,39
entity:artist:bunkio,Artist,Bunkio,bunkio,https://kg.overseas-chinese-artifacts.local/entity/artist/bunkio,,19
entity:artist:bunshichi,Artist,Bunshichi,bunshichi,https://kg.overseas-chinese-artifacts.local/entity/artist/bunshichi,,3
entity:artist:burchard,Artist,Burchard,burchard,https://kg.overseas-chinese-artifacts.local/entity/artist/burchard,,1
