canonical_id,museum_id,object_id,field_name,raw_value,source_file
entity:artist:son,1,ld1-1643390182193-1643390189168-0,artist,Son,smithsonian_institution.csv
entity:artist:song-xu-chinese,3,1973.173,artist,Song Xu (Chinese,museum_of_fine_arts_boston.csv
entity:artist:sothebys,1,ld1-1643390182193-1643390203129-0,artist,Sotheby's,smithsonian_institution.csv
entity:artist:stoclet,1,ld1-1643390182193-1643390193772-0,artist,Stoclet,smithsonian_institution.csv
entity:artist:studio-of-hai-shan-sen,1,ld1-1643390182193-1643390189685-0,artist,Studio of Hai Shan-sen,smithsonian_institution.csv
entity:artist:style-of-wu-wei-chinese,3,1974.528,artist,Style of: Wu Wei (Chinese,museum_of_fine_arts_boston.csv
entity:artist:style-of-zhou-wenshu-周文樞,2,203493,artist,Style of Zhou Wenshu 周文樞,harvard_art_museums.fixed.csv
entity:artist:style-of-zhou-wenshu-周文樞,2,203906,artist,Style of Zhou Wenshu 周文樞,harvard_art_museums.fixed.csv
entity:artist:su-tsar,1,ld1-1643390182193-1643390187793-0,artist,Su-tsar,smithsonian_institution.csv
entity:artist:supervisory-committee-for-recruiting-colored-regiments,1,ld1-1643398738600-1643398748738-1,artist,Supervisory Committee for Recruiting Colored Regiments,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390186655-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390186656-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390186657-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390186659-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390186660-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390186661-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390186671-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390186673-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390186675-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390186676-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390186677-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390186677-1,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390186684-1,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390186705-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390186706-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390186708-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390186747-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390186748-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390187765-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390187785-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390187802-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390187804-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390187805-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390187805-1,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390187806-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390187807-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390187808-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390187809-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390187810-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390187811-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390187812-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390187815-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390188204-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390188209-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390188211-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390188223-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390188369-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390188556-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390188558-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390188559-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390188561-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390188562-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390188564-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390188565-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390188567-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390188568-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390188570-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta,1,ld1-1643390182193-1643390188571-0,artist,Ta,smithsonian_institution.csv
entity:artist:ta-guwan,1,ld1-1643390182193-1643390186554-0,artist,Ta Guwan,smithsonian_institution.csv
entity:artist:ta-guwan,1,ld1-1643390182193-1643390186666-1,artist,Ta Guwan,smithsonian_institution.csv
entity:artist:ta-guwan,1,ld1-1643390182193-1643390186667-0,artist,Ta Guwan,smithsonian_institution.csv
entity:artist:ta-guwan,1,ld1-1643390182193-1643390187753-1,artist,Ta Guwan,smithsonian_institution.csv
entity:artist:ta-guwan,1,ld1-1643390182193-1643390187781-0,artist,Ta Guwan,smithsonian_institution.csv
entity:artist:ta-guwan,1,ld1-1643390182193-1643390187782-0,artist,Ta Guwan,smithsonian_institution.csv
entity:artist:ta-guwan,1,ld1-1643390182193-1643390187784-0,artist,Ta Guwan,smithsonian_institution.csv
entity:artist:ta-guwan,1,ld1-1643390182193-1643390187784-1,artist,Ta Guwan,smithsonian_institution.csv
entity:artist:ta-guwan,1,ld1-1643390182193-1643390187789-0,artist,Ta Guwan,smithsonian_institution.csv
entity:artist:ta-guwan,1,ld1-1643390182193-1643390187960-0,artist,Ta Guwan,smithsonian_institution.csv
entity:artist:tai,1,ld1-1643390182193-1643390192020-0,artist,Tai,smithsonian_institution.csv
entity:artist:tai,1,ld1-1643390182193-1643390192021-0,artist,Tai,smithsonian_institution.csv
entity:artist:tai,1,ld1-1643390182193-1643390192029-0,artist,Tai,smithsonian_institution.csv
entity:artist:tai,1,ld1-1643390182193-1643390192060-0,artist,Tai,smithsonian_institution.csv
entity:artist:tai,1,ld1-1643390182193-1643390192061-0,artist,Tai,smithsonian_institution.csv
entity:artist:takayanagi,1,ld1-1643390182193-1643390182369-0,artist,Takayanagi,smithsonian_institution.csv
entity:artist:taku,1,ld1-1643390182193-1643390191198-0,artist,Taku,smithsonian_institution.csv
entity:artist:terauchi,1,ld1-1643390182193-1643390185212-0,artist,Terauchi,smithsonian_institution.csv
entity:artist:terauchi,1,ld1-1643390182193-1643390185213-0,artist,Terauchi,smithsonian_institution.csv
entity:artist:thomas,1,ld1-1643399887910-1643399935114-0,artist,Thomas,smithsonian_institution.csv
entity:artist:thomas,1,ld1-1643399887910-1643399935121-0,artist,Thomas,smithsonian_institution.csv
entity:artist:thomas,1,ld1-1643399887910-1643399935127-0,artist,Thomas,smithsonian_institution.csv
entity:artist:thomas-joseph,1,ld1-1643390182193-1643390186654-0,artist,Thomas Joseph,smithsonian_institution.csv
entity:artist:tiffany-studios,1,ld1-1643390182193-1643390189505-0,artist,Tiffany Studios,smithsonian_institution.csv
entity:artist:tiffany-studios,1,ld1-1643390182193-1643390189506-0,artist,Tiffany Studios,smithsonian_institution.csv
entity:artist:tinfook,1,ld1-1643399887910-1643399942279-0,artist,Tinfook,smithsonian_institution.csv
entity:artist:tish-co-han,1,ld1-1643381040022-1643381051352-0,artist,TISH-CO-HAN,smithsonian_institution.csv
entity:artist:tomitaro,1,ld1-1643390182193-1643390190999-0,artist,Tomitaro,smithsonian_institution.csv
entity:artist:tomkinson,1,ld1-1643390182193-1643390184854-0,artist,Tomkinson,smithsonian_institution.csv
entity:artist:tomkinson,1,ld1-1643390182193-1643390184879-0,artist,Tomkinson,smithsonian_institution.csv
entity:artist:toranosuke,1,ld1-1643390182193-1643390187818-0,artist,Toranosuke,smithsonian_institution.csv
entity:artist:toranosuke,1,ld1-1643390182193-1643390188062-0,artist,Toranosuke,smithsonian_institution.csv
entity:artist:tozo,1,ld1-1643390182193-1643390182369-0,artist,Tozo,smithsonian_institution.csv
entity:artist:tr-bner,1,ld1-1643390182193-1643390193772-0,artist,TrÃ¼bner,smithsonian_institution.csv
entity:artist:traditionally-attributed-to-philip-anstruther-aka-an-tu-de,2,48083,artist,Traditionally attributed to Philip Anstruther (a.k.a. An Tu De),harvard_art_museums.fixed.csv
entity:artist:traditionally-attributed-to-philip-anstruther-aka-an-tu-de,2,48084,artist,Traditionally attributed to Philip Anstruther (a.k.a. An Tu De),harvard_art_museums.fixed.csv
entity:artist:traditionally-attributed-to-philip-anstruther-aka-an-tu-de,2,48085,artist,Traditionally attributed to Philip Anstruther (a.k.a. An Tu De),harvard_art_museums.fixed.csv
entity:artist:traditionally-attributed-to-philip-anstruther-aka-an-tu-de,2,48129,artist,Traditionally attributed to Philip Anstruther (a.k.a. An Tu De),harvard_art_museums.fixed.csv
entity:artist:traditionally-attributed-to-philip-anstruther-aka-an-tu-de,2,48130,artist,Traditionally attributed to Philip Anstruther (a.k.a. An Tu De),harvard_art_museums.fixed.csv
entity:artist:traditionally-attributed-to-philip-anstruther-aka-an-tu-de,2,48131,artist,Traditionally attributed to Philip Anstruther (a.k.a. An Tu De),harvard_art_museums.fixed.csv
entity:artist:traditionally-attributed-to-philip-anstruther-aka-an-tu-de,2,48147,artist,Traditionally attributed to Philip Anstruther (a.k.a. An Tu De),harvard_art_museums.fixed.csv
entity:artist:traditionally-attributed-to-philip-anstruther-aka-an-tu-de,2,48148,artist,Traditionally attributed to Philip Anstruther (a.k.a. An Tu De),harvard_art_museums.fixed.csv
entity:artist:traditionally-attributed-to-philip-anstruther-aka-an-tu-de,2,48149,artist,Traditionally attributed to Philip Anstruther (a.k.a. An Tu De),harvard_art_museums.fixed.csv
entity:artist:traditionally-attributed-to-philip-anstruther-aka-an-tu-de,2,48183,artist,Traditionally attributed to Philip Anstruther (a.k.a. An Tu De),harvard_art_museums.fixed.csv
entity:artist:traditionally-attributed-to-qian-xuan-舊傳-錢選-chinese,3,06.1899,artist,Traditionally attributed to: Qian Xuan  舊傳 錢選 (Chinese,museum_of_fine_arts_boston.csv
entity:artist:traditionally-attributed-to-yueshan-y-eh-shan,2,199685,artist,Traditionally attributed to Yueshan [Yüeh-shan],harvard_art_museums.fixed.csv
entity:artist:tsou-hsu,2,201158,artist,Tsou Hsu,harvard_art_museums.fixed.csv
entity:artist:tuh-kee,1,ld1-1643390182193-1643390186658-0,artist,Tuh Kee,smithsonian_institution.csv
entity:artist:tung-kee-curio-shop,1,ld1-1643390182193-1643390191200-0,artist,Tung Kee Curio Shop,smithsonian_institution.csv
entity:artist:tung-kee-curio-shop,1,ld1-1643390182193-1643390191201-0,artist,Tung Kee Curio Shop,smithsonian_institution.csv
entity:artist:turner,1,ld1-1643390182193-1643390188682-0,artist,Turner,smithsonian_institution.csv
entity:artist:unidentified-artist-佚名-chinese,3,05.210,artist,Unidentified artist 佚名 (Chinese,museum_of_fine_arts_boston.csv
entity:artist:unidentified-artist-佚名-chinese,3,06.1902,artist,Unidentified artist 佚名 (Chinese,museum_of_fine_arts_boston.csv
entity:artist:unidentified-artist-佚名-chinese,3,08.120,artist,Unidentified artist 佚名 (Chinese,museum_of_fine_arts_boston.csv
entity:artist:unidentified-artist-佚名-chinese,3,11.4005,artist,Unidentified artist 佚名 (Chinese,museum_of_fine_arts_boston.csv
entity:artist:unidentified-artist-佚名-chinese,3,11.4005,artist,Unidentified artist 佚名 (Chinese,museum_of_fine_arts_boston.csv
entity:artist:unidentified-artist-佚名-chinese,3,11.4009,artist,Unidentified artist 佚名 (Chinese,museum_of_fine_arts_boston.csv
entity:artist:unidentified-artist-佚名-chinese,3,11.6148,artist,Unidentified artist 佚名 (Chinese,museum_of_fine_arts_boston.csv
entity:artist:unidentified-artist-佚名-chinese,3,11.6152,artist,Unidentified artist 佚名 (Chinese,museum_of_fine_arts_boston.csv
entity:artist:unidentified-artist-佚名-chinese,3,11.6157,artist,Unidentified artist 佚名 (Chinese,museum_of_fine_arts_boston.csv
entity:artist:unidentified-artist-佚名-chinese,3,15.888,artist,Unidentified artist 佚名 (Chinese,museum_of_fine_arts_boston.csv
entity:artist:unidentified-sino-tibetan-buddhist-painter-sino-tibetan,3,14.80,artist,Unidentified Sino-Tibetan Buddhist painter (Sino-Tibetan,museum_of_fine_arts_boston.csv
entity:artist:us-customs-service,1,ld1-1643390182193-1643390196412-1,artist,U.S. Customs Service,smithsonian_institution.csv
entity:artist:us-customs-service,1,ld1-1643390182193-1643390202065-1,artist,U.S. Customs Service,smithsonian_institution.csv
entity:artist:vignier,1,ld1-1643390182193-1643390192486-0,artist,Vignier,smithsonian_institution.csv
entity:artist:voysard,1,ld1-1643399887910-1643399898959-1,artist,Voysard,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390188685-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390188691-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189335-1,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189338-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189339-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189340-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189341-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189517-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189518-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189523-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189525-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189526-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189526-1,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189527-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189529-1,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189532-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189533-1,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189545-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189546-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189546-1,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189548-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189549-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189550-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189551-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189552-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189659-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189661-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189663-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189664-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189665-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189666-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189667-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189668-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189679-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189681-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189681-1,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189682-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189684-1,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189685-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189690-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189708-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189709-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189710-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189736-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189737-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189739-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189859-1,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189860-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189861-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189862-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390189866-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390190025-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390190026-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390190027-1,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390190687-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390190688-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390190694-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390190695-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390190696-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390190698-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390190701-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390190705-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390190708-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390190713-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390190714-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390190716-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390190717-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390190718-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390190720-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390190721-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390190723-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390190724-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390190726-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390190727-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390190731-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390190732-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390190734-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390190736-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390190738-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390190740-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390190747-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390190749-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390190751-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390190752-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390190755-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390191126-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390191127-1,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390191128-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390191129-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390191129-1,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390191130-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390191132-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390191132-1,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390191133-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390191134-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390191136-0,artist,Wang,smithsonian_institution.csv
entity:artist:wang,1,ld1-1643390182193-1643390191137-0,artist,Wang,smithsonian_institution.csv
entity:artist:wanyan,1,ld1-1643390182193-1643390190015-0,artist,Wanyan,smithsonian_institution.csv
entity:artist:wanyan,1,ld1-1643390182193-1643390190017-0,artist,Wanyan,smithsonian_institution.csv
entity:artist:wanyan,1,ld1-1643390182193-1643390190018-0,artist,Wanyan,smithsonian_institution.csv
entity:artist:wat-sai,1,ld1-1643390182193-1643390187967-0,artist,Wat-sai,smithsonian_institution.csv
entity:artist:wen-sai,1,ld1-1643390182193-1643390187966-0,artist,Wen-sai,smithsonian_institution.csv
entity:artist:wen-sai,1,ld1-1643390182193-1643390188011-0,artist,Wen-sai,smithsonian_institution.csv
entity:artist:wenlan,1,ld1-1643390182193-1643390194308-0,artist,Wenlan,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390187743-0,artist,Wenqing,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390187754-0,artist,Wenqing,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390187755-0,artist,Wenqing,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390187870-0,artist,Wenqing,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390187871-0,artist,Wenqing,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390187873-0,artist,Wenqing,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390187874-1,artist,Wenqing,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390187875-0,artist,Wenqing,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390187876-0,artist,Wenqing,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390187880-0,artist,Wenqing,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390187880-1,artist,Wenqing,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390187881-0,artist,Wenqing,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390187882-0,artist,Wenqing,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390187883-0,artist,Wenqing,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390187884-0,artist,Wenqing,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390187885-0,artist,Wenqing,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390187886-0,artist,Wenqing,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390187935-0,artist,Wenqing,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390187981-0,artist,Wenqing,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390187982-0,artist,Wenqing,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390187983-0,artist,Wenqing,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390187984-0,artist,Wenqing,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390187987-0,artist,Wenqing,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390187988-0,artist,Wenqing,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390187989-0,artist,Wenqing,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390187990-0,artist,Wenqing,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390187994-0,artist,Wenqing,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390187994-1,artist,Wenqing,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390187997-1,artist,Wenqing,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390188000-0,artist,Wenqing,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390188035-0,artist,Wenqing,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390188039-1,artist,Wenqing,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390188040-0,artist,Wenqing,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390188041-0,artist,Wenqing,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390188043-1,artist,Wenqing,smithsonian_institution.csv
entity:artist:wenqing,1,ld1-1643390182193-1643390188051-0,artist,Wenqing,smithsonian_institution.csv
