artifact_id,museum_id,object_id,title
entity:artifact:1:ld1-1643390182193-1643390189416-1,1,ld1-1643390182193-1643390189416-1,Grapevine in wind and moonlight
entity:artifact:1:ld1-1643390182193-1643390189419-0,1,ld1-1643390182193-1643390189419-0,"Harvesting knife (<em>hu</em> ç¬), fragment"
entity:artifact:1:ld1-1643390182193-1643390189422-0,1,ld1-1643390182193-1643390189422-0,Ritual vessel (<em>huo</em>)
entity:artifact:1:ld1-1643390182193-1643390189425-0,1,ld1-1643390182193-1643390189425-0,Ornament: reclining chimera
entity:artifact:1:ld1-1643390182193-1643390189427-0,1,ld1-1643390182193-1643390189427-0,Garment hook (<em>daigou</em>)
entity:artifact:1:ld1-1643390182193-1643390189428-0,1,ld1-1643390182193-1643390189428-0,Garment hook (<em>daigou</em>)
entity:artifact:1:ld1-1643390182193-1643390189429-0,1,ld1-1643390182193-1643390189429-0,Garment hook (daigou)
entity:artifact:1:ld1-1643390182193-1643390189429-1,1,ld1-1643390182193-1643390189429-1,Garment hook (<em>daigou</em>)
entity:artifact:1:ld1-1643390182193-1643390189433-1,1,ld1-1643390182193-1643390189433-1,Garment hook (<em>gou</em>)
entity:artifact:1:ld1-1643390182193-1643390189435-0,1,ld1-1643390182193-1643390189435-0,Garment hook (<em>daigou</em>)
entity:artifact:1:ld1-1643390182193-1643390189437-0,1,ld1-1643390182193-1643390189437-0,Garment hook (<em>daigou</em>)
entity:artifact:1:ld1-1643390182193-1643390189438-0,1,ld1-1643390182193-1643390189438-0,Garment hook (<em>daigou</em>)
entity:artifact:1:ld1-1643390182193-1643390189439-0,1,ld1-1643390182193-1643390189439-0,Garment hook (<em>daigou</em>)
entity:artifact:1:ld1-1643390182193-1643390189440-0,1,ld1-1643390182193-1643390189440-0,Bow hold (<em>fu</em>)
entity:artifact:1:ld1-1643390182193-1643390189440-1,1,ld1-1643390182193-1643390189440-1,Dagger-axe (<em>ge</em>)
entity:artifact:1:ld1-1643390182193-1643390189441-0,1,ld1-1643390182193-1643390189441-0,Dagger-axe (<em>ge</em>)
entity:artifact:1:ld1-1643390182193-1643390189442-0,1,ld1-1643390182193-1643390189442-0,Dagger
entity:artifact:1:ld1-1643390182193-1643390189443-0,1,ld1-1643390182193-1643390189443-0,Dagger with flat circular pommel
entity:artifact:1:ld1-1643390182193-1643390189443-1,1,ld1-1643390182193-1643390189443-1,Chariot fitting: axle cap
entity:artifact:1:ld1-1643390182193-1643390189444-0,1,ld1-1643390182193-1643390189444-0,Chariot fitting: linch pin
entity:artifact:1:ld1-1643390182193-1643390189445-0,1,ld1-1643390182193-1643390189445-0,Trigger for a cross-bow lock (<em>nu chi</em>)
entity:artifact:1:ld1-1643390182193-1643390189445-1,1,ld1-1643390182193-1643390189445-1,Ornament: grotesque animal mask
entity:artifact:1:ld1-1643390182193-1643390189449-1,1,ld1-1643390182193-1643390189449-1,Ornament
entity:artifact:1:ld1-1643390182193-1643390189450-0,1,ld1-1643390182193-1643390189450-0,Finial
entity:artifact:1:ld1-1643390182193-1643390189451-1,1,ld1-1643390182193-1643390189451-1,Mask
entity:artifact:1:ld1-1643390182193-1643390189453-0,1,ld1-1643390182193-1643390189453-0,Harness fitting (fragment)
entity:artifact:1:ld1-1643390182193-1643390189454-0,1,ld1-1643390182193-1643390189454-0,Ornament in the form of a persimmon receptacle (fragment)
entity:artifact:1:ld1-1643390182193-1643390189460-0,1,ld1-1643390182193-1643390189460-0,Ornament in the form of a persimmon receptacle
entity:artifact:1:ld1-1643390182193-1643390189462-1,1,ld1-1643390182193-1643390189462-1,Pipe
entity:artifact:1:ld1-1643390182193-1643390189463-0,1,ld1-1643390182193-1643390189463-0,Handle (?) in the form of a horse leg and hoof
entity:artifact:1:ld1-1643390182193-1643390189464-0,1,ld1-1643390182193-1643390189464-0,Harness fitting (fragment)
entity:artifact:1:ld1-1643390182193-1643390189467-0,1,ld1-1643390182193-1643390189467-0,Ornament in the form of a standing horse
entity:artifact:1:ld1-1643390182193-1643390189468-0,1,ld1-1643390182193-1643390189468-0,Ornament in the form of a boar
entity:artifact:1:ld1-1643390182193-1643390189470-1,1,ld1-1643390182193-1643390189470-1,Ornament in the form of a bear
entity:artifact:1:ld1-1643390182193-1643390189471-0,1,ld1-1643390182193-1643390189471-0,Ornament in the form of a toad
entity:artifact:1:ld1-1643390182193-1643390189475-1,1,ld1-1643390182193-1643390189475-1,Ornament in the form of a man with an animal
entity:artifact:1:ld1-1643390182193-1643390189477-0,1,ld1-1643390182193-1643390189477-0,Garment hook (<em>daigou</em>)
entity:artifact:1:ld1-1643390182193-1643390189477-1,1,ld1-1643390182193-1643390189477-1,Garment hook (<em>gou</em>)
entity:artifact:1:ld1-1643390182193-1643390189478-0,1,ld1-1643390182193-1643390189478-0,Garment hook (<em>daigou</em>)
entity:artifact:1:ld1-1643390182193-1643390189481-1,1,ld1-1643390182193-1643390189481-1,A crouching figure
entity:artifact:1:ld1-1643390182193-1643390189485-0,1,ld1-1643390182193-1643390189485-0,Bodhisattva Avalokiteshvara (Guanyin)
entity:artifact:1:ld1-1643390182193-1643390189486-1,1,ld1-1643390182193-1643390189486-1,Mirror (<em>jian</em>)
entity:artifact:1:ld1-1643390182193-1643390189487-0,1,ld1-1643390182193-1643390189487-0,Ornament (fragment)
entity:artifact:1:ld1-1643390182193-1643390189488-0,1,ld1-1643390182193-1643390189488-0,Ornamental boss
entity:artifact:1:ld1-1643390182193-1643390189488-1,1,ld1-1643390182193-1643390189488-1,Ornament possibly with a reclining animal
entity:artifact:1:ld1-1643390182193-1643390189497-0,1,ld1-1643390182193-1643390189497-0,Kneeling winged monster
entity:artifact:1:ld1-1643390182193-1643390189498-0,1,ld1-1643390182193-1643390189498-0,Head of the bodhisattva Mahasthamaprapta (Dashizhi)
entity:artifact:1:ld1-1643390182193-1643390189499-0,1,ld1-1643390182193-1643390189499-0,Bowl
entity:artifact:1:ld1-1643390182193-1643390189500-0,1,ld1-1643390182193-1643390189500-0,Fragment of a ritual vessel handle in the form of an animal head
entity:artifact:1:ld1-1643390182193-1643390189500-1,1,ld1-1643390182193-1643390189500-1,Fitting (fragment)
entity:artifact:1:ld1-1643390182193-1643390189501-0,1,ld1-1643390182193-1643390189501-0,Fitting (fragment)
entity:artifact:1:ld1-1643390182193-1643390189502-0,1,ld1-1643390182193-1643390189502-0,Fitting (fragment)
entity:artifact:1:ld1-1643390182193-1643390189502-1,1,ld1-1643390182193-1643390189502-1,Fitting (fragment)
entity:artifact:1:ld1-1643390182193-1643390189505-0,1,ld1-1643390182193-1643390189505-0,"Rug, oblong"
entity:artifact:1:ld1-1643390182193-1643390189506-0,1,ld1-1643390182193-1643390189506-0,Rug
entity:artifact:1:ld1-1643390182193-1643390189510-0,1,ld1-1643390182193-1643390189510-0,Lid of a <em>you</em>
entity:artifact:1:ld1-1643390182193-1643390189514-0,1,ld1-1643390182193-1643390189514-0,Standing figure (torso) of a bodhisattva (<em>pusa</em>)
entity:artifact:1:ld1-1643390182193-1643390189517-0,1,ld1-1643390182193-1643390189517-0,"Six-tier tube (<em>cong</em> ç®) with masks, probably recut"
entity:artifact:1:ld1-1643390182193-1643390189518-0,1,ld1-1643390182193-1643390189518-0,Forked blade (<em>zhang</em> ç)
entity:artifact:1:ld1-1643390182193-1643390189523-0,1,ld1-1643390182193-1643390189523-0,"Harvesting knife (<em>hu</em> ç¬), fragment"
entity:artifact:1:ld1-1643390182193-1643390189525-0,1,ld1-1643390182193-1643390189525-0,Ritual disk (<em>bi</em>)
entity:artifact:1:ld1-1643390182193-1643390189526-0,1,ld1-1643390182193-1643390189526-0,"Arc-shaped pendant (<em>huang</em> ç), made from a disk (<em>bi</em> ç§)"
entity:artifact:1:ld1-1643390182193-1643390189526-1,1,ld1-1643390182193-1643390189526-1,Disk (<em>bi</em> ç§)
entity:artifact:1:ld1-1643390182193-1643390189527-0,1,ld1-1643390182193-1643390189527-0,Disk (<em>bi</em> ç§)
entity:artifact:1:ld1-1643390182193-1643390189529-1,1,ld1-1643390182193-1643390189529-1,Cylindrical bead
entity:artifact:1:ld1-1643390182193-1643390189532-0,1,ld1-1643390182193-1643390189532-0,Bracelet
entity:artifact:1:ld1-1643390182193-1643390189533-1,1,ld1-1643390182193-1643390189533-1,Six-tier tube (<em>cong</em> ç®) with masks
entity:artifact:1:ld1-1643390182193-1643390189537-0,1,ld1-1643390182193-1643390189537-0,Scabbard ornament
entity:artifact:1:ld1-1643390182193-1643390189545-0,1,ld1-1643390182193-1643390189545-0,Palace women and children celebrating the New Year
entity:artifact:1:ld1-1643390182193-1643390189546-0,1,ld1-1643390182193-1643390189546-0,Landscape: rain in the mountains
entity:artifact:1:ld1-1643390182193-1643390189546-1,1,ld1-1643390182193-1643390189546-1,Leaving the calf behind
entity:artifact:1:ld1-1643390182193-1643390189548-0,1,ld1-1643390182193-1643390189548-0,"Tapestry with cranes, rocks, pines, and clouds"
entity:artifact:1:ld1-1643390182193-1643390189549-0,1,ld1-1643390182193-1643390189549-0,Landscape: mountain peaks and valley
entity:artifact:1:ld1-1643390182193-1643390189550-0,1,ld1-1643390182193-1643390189550-0,Head of a tomb figure of a horse
entity:artifact:1:ld1-1643390182193-1643390189551-0,1,ld1-1643390182193-1643390189551-0,Eleven-tier tube (<em>cong</em> ç®) with masks
entity:artifact:1:ld1-1643390182193-1643390189552-0,1,ld1-1643390182193-1643390189552-0,Disk (<em>bi</em> ç§)
entity:artifact:1:ld1-1643390182193-1643390189555-0,1,ld1-1643390182193-1643390189555-0,Head of a tomb model of a dog
entity:artifact:1:ld1-1643390182193-1643390189555-1,1,ld1-1643390182193-1643390189555-1,Dish
entity:artifact:1:ld1-1643390182193-1643390189557-0,1,ld1-1643390182193-1643390189557-0,"Harvesting knife (<em>hu</em> ç¬), fragment"
entity:artifact:1:ld1-1643390182193-1643390189557-1,1,ld1-1643390182193-1643390189557-1,"Harvesting knife (<em>hu</em> ç¬), fragment"
entity:artifact:1:ld1-1643390182193-1643390189572-1,1,ld1-1643390182193-1643390189572-1,Garment hook (<em>daigou</em>)
entity:artifact:1:ld1-1643390182193-1643390189575-0,1,ld1-1643390182193-1643390189575-0,"Garment hook (<em>daigou</em>), fragment"
entity:artifact:1:ld1-1643390182193-1643390189576-0,1,ld1-1643390182193-1643390189576-0,Garment hook (<em>daigou</em>)
entity:artifact:1:ld1-1643390182193-1643390189577-0,1,ld1-1643390182193-1643390189577-0,Garment hook (<em>daigou</em>)
entity:artifact:1:ld1-1643390182193-1643390189578-0,1,ld1-1643390182193-1643390189578-0,Garment hook (<em>daigou</em>)
entity:artifact:1:ld1-1643390182193-1643390189579-0,1,ld1-1643390182193-1643390189579-0,Tiger-shaped ornament or weight
entity:artifact:1:ld1-1643390182193-1643390189580-0,1,ld1-1643390182193-1643390189580-0,Tiger-shaped ornament or weight
entity:artifact:1:ld1-1643390182193-1643390189581-0,1,ld1-1643390182193-1643390189581-0,Pitcher in the form of an animal
entity:artifact:1:ld1-1643390182193-1643390189582-0,1,ld1-1643390182193-1643390189582-0,Deer-shaped ornament (fragment)
entity:artifact:1:ld1-1643390182193-1643390189583-0,1,ld1-1643390182193-1643390189583-0,Camel(?)-shaped ornament (fragment)
entity:artifact:1:ld1-1643390182193-1643390189583-1,1,ld1-1643390182193-1643390189583-1,Spearhead in the form of a bird head
entity:artifact:1:ld1-1643390182193-1643390189584-0,1,ld1-1643390182193-1643390189584-0,Ornament in the form of a feline-like animal on a foot-shaped stand
entity:artifact:1:ld1-1643390182193-1643390189585-0,1,ld1-1643390182193-1643390189585-0,Padlock in the form of an animal
entity:artifact:1:ld1-1643390182193-1643390189585-1,1,ld1-1643390182193-1643390189585-1,Finial with an animal mask
entity:artifact:1:ld1-1643390182193-1643390189586-0,1,ld1-1643390182193-1643390189586-0,Qin tuning key (<em>qin zhenyao</em>) with tiger and snake
entity:artifact:1:ld1-1643390182193-1643390189587-0,1,ld1-1643390182193-1643390189587-0,Tally in the form of a tiger (fragment)
entity:artifact:1:ld1-1643390182193-1643390189588-0,1,ld1-1643390182193-1643390189588-0,Tally in the form of a tiger
entity:artifact:1:ld1-1643390182193-1643390189589-0,1,ld1-1643390182193-1643390189589-0,A standing deer
entity:artifact:1:ld1-1643390182193-1643390189590-0,1,ld1-1643390182193-1643390189590-0,A standing deer
entity:artifact:1:ld1-1643390182193-1643390189591-0,1,ld1-1643390182193-1643390189591-0,Yoke rattle
entity:artifact:1:ld1-1643390182193-1643390189593-1,1,ld1-1643390182193-1643390189593-1,Plaque in the form of animals
entity:artifact:1:ld1-1643390182193-1643390189594-0,1,ld1-1643390182193-1643390189594-0,Belt hook
entity:artifact:1:ld1-1643390182193-1643390189601-0,1,ld1-1643390182193-1643390189601-0,Chariot fitting: axle cap and linchpin
entity:artifact:1:ld1-1643390182193-1643390189602-0,1,ld1-1643390182193-1643390189602-0,Chariot fitting: axle cap
entity:artifact:1:ld1-1643390182193-1643390189602-1,1,ld1-1643390182193-1643390189602-1,Chariot fitting: arch cap
entity:artifact:1:ld1-1643390182193-1643390189603-0,1,ld1-1643390182193-1643390189603-0,Base for standard
entity:artifact:1:ld1-1643390182193-1643390189604-0,1,ld1-1643390182193-1643390189604-0,Base for standard
entity:artifact:1:ld1-1643390182193-1643390189605-0,1,ld1-1643390182193-1643390189605-0,"Belt ornament (from a set of eight, F1916.474, 719-724, F1917.558)"
entity:artifact:1:ld1-1643390182193-1643390189609-0,1,ld1-1643390182193-1643390189609-0,Ritual food vessel (<em>gui</em>)
entity:artifact:1:ld1-1643390182193-1643390189610-0,1,ld1-1643390182193-1643390189610-0,Tally in the form of a tiger (fragment)
entity:artifact:1:ld1-1643390182193-1643390189610-1,1,ld1-1643390182193-1643390189610-1,Tally in the form of a tiger (fragment)
entity:artifact:1:ld1-1643390182193-1643390189611-0,1,ld1-1643390182193-1643390189611-0,Tally in the form of a tiger (fragment)
entity:artifact:1:ld1-1643390182193-1643390189612-0,1,ld1-1643390182193-1643390189612-0,Sword hilt with ring pommel in the form of a dragon
entity:artifact:1:ld1-1643390182193-1643390189613-0,1,ld1-1643390182193-1643390189613-0,Ceremonial staff
entity:artifact:1:ld1-1643390182193-1643390189613-1,1,ld1-1643390182193-1643390189613-1,Tomb jar
entity:artifact:1:ld1-1643390182193-1643390189614-0,1,ld1-1643390182193-1643390189614-0,Tomb jar
entity:artifact:1:ld1-1643390182193-1643390189615-0,1,ld1-1643390182193-1643390189615-0,Tomb vessel with lid (<em>hill jar</em>)
entity:artifact:1:ld1-1643390182193-1643390189616-0,1,ld1-1643390182193-1643390189616-0,"Harvesting knife (<em>hu</em> ç¬), fragment"
entity:artifact:1:ld1-1643390182193-1643390189617-0,1,ld1-1643390182193-1643390189617-0,Forked blade (<em>zhang</em> ç)
entity:artifact:1:ld1-1643390182193-1643390189618-0,1,ld1-1643390182193-1643390189618-0,Forked blade (<em>zhang</em> ç)
entity:artifact:1:ld1-1643390182193-1643390189619-0,1,ld1-1643390182193-1643390189619-0,Forked blade (<em>zhang</em> ç)
entity:artifact:1:ld1-1643390182193-1643390189619-1,1,ld1-1643390182193-1643390189619-1,Forked blade (<em>zhang</em> ç)
entity:artifact:1:ld1-1643390182193-1643390189620-0,1,ld1-1643390182193-1643390189620-0,Forked blade (<em>zhang</em> ç)
entity:artifact:1:ld1-1643390182193-1643390189621-0,1,ld1-1643390182193-1643390189621-0,Straight chisel (<em>gui</em>) with raised uniform curls arranged in a grid
entity:artifact:1:ld1-1643390182193-1643390189622-1,1,ld1-1643390182193-1643390189622-1,Axe (<em>fu</em> æ§)
entity:artifact:1:ld1-1643390182193-1643390189623-0,1,ld1-1643390182193-1643390189623-0,Two-tier tube (<em>cong</em> ç®) with masks
entity:artifact:1:ld1-1643390182193-1643390189624-0,1,ld1-1643390182193-1643390189624-0,Two-tier tube (<em>cong</em> ç®) with masks
entity:artifact:1:ld1-1643390182193-1643390189625-0,1,ld1-1643390182193-1643390189625-0,Disk (<em>bi</em> ç§)
entity:artifact:1:ld1-1643390182193-1643390189626-0,1,ld1-1643390182193-1643390189626-0,Disk (<em>bi</em> ç§)
entity:artifact:1:ld1-1643390182193-1643390189626-1,1,ld1-1643390182193-1643390189626-1,Disk (<em>bi</em> ç§)
entity:artifact:1:ld1-1643390182193-1643390189627-0,1,ld1-1643390182193-1643390189627-0,Disk (<em>bi</em> ç§)
entity:artifact:1:ld1-1643390182193-1643390189628-0,1,ld1-1643390182193-1643390189628-0,Disk (<em>bi</em> ç§)
entity:artifact:1:ld1-1643390182193-1643390189629-0,1,ld1-1643390182193-1643390189629-0,Disk (<em>bi</em> ç§)
entity:artifact:1:ld1-1643390182193-1643390189630-0,1,ld1-1643390182193-1643390189630-0,Disk (<em>bi</em> ç§)
entity:artifact:1:ld1-1643390182193-1643390189630-1,1,ld1-1643390182193-1643390189630-1,Disk (<em>bi</em> ç§)
entity:artifact:1:ld1-1643390182193-1643390189631-0,1,ld1-1643390182193-1643390189631-0,Disk (<em>bi</em> ç§)
entity:artifact:1:ld1-1643390182193-1643390189632-0,1,ld1-1643390182193-1643390189632-0,Disk (<em>bi</em>) with raised uniform curls arranged in a grid
entity:artifact:1:ld1-1643390182193-1643390189633-0,1,ld1-1643390182193-1643390189633-0,Head ornament with mask
entity:artifact:1:ld1-1643390182193-1643390189634-0,1,ld1-1643390182193-1643390189634-0,Axe shaft cap
entity:artifact:1:ld1-1643390182193-1643390189634-1,1,ld1-1643390182193-1643390189634-1,Ornament in the form of a tortoise shell
entity:artifact:1:ld1-1643390182193-1643390189635-0,1,ld1-1643390182193-1643390189635-0,Ornament with raised uniform curls arranged in a grid
entity:artifact:1:ld1-1643390182193-1643390189659-0,1,ld1-1643390182193-1643390189659-0,Tapestry: fruit trees and hollyhocks
entity:artifact:1:ld1-1643390182193-1643390189661-0,1,ld1-1643390182193-1643390189661-0,Tatar horsemen
entity:artifact:1:ld1-1643390182193-1643390189663-0,1,ld1-1643390182193-1643390189663-0,Tapestry: five sages in a garden under pines
entity:artifact:1:ld1-1643390182193-1643390189664-0,1,ld1-1643390182193-1643390189664-0,"Tapestry: a bowl, two jars, flowers, and fruit"
entity:artifact:1:ld1-1643390182193-1643390189665-0,1,ld1-1643390182193-1643390189665-0,Luohan and lion
entity:artifact:1:ld1-1643390182193-1643390189666-0,1,ld1-1643390182193-1643390189666-0,"Mountains, a river, and pines&#151;a man on a donkey"
entity:artifact:1:ld1-1643390182193-1643390189667-0,1,ld1-1643390182193-1643390189667-0,Returning home in the snow
entity:artifact:1:ld1-1643390182193-1643390189668-0,1,ld1-1643390182193-1643390189668-0,Expelling demons from the house
entity:artifact:1:ld1-1643390182193-1643390189679-0,1,ld1-1643390182193-1643390189679-0,Wild geese descending to a sandbar
entity:artifact:1:ld1-1643390182193-1643390189681-0,1,ld1-1643390182193-1643390189681-0,A white eagle on a pine branch
entity:artifact:1:ld1-1643390182193-1643390189681-1,1,ld1-1643390182193-1643390189681-1,Landscape: mountains and valleys
entity:artifact:1:ld1-1643390182193-1643390189682-0,1,ld1-1643390182193-1643390189682-0,Scholar and attendants
entity:artifact:1:ld1-1643390182193-1643390189684-1,1,ld1-1643390182193-1643390189684-1,Quail and flowers
entity:artifact:1:ld1-1643390182193-1643390189685-0,1,ld1-1643390182193-1643390189685-0,Tapestry: a peony and butterfly
entity:artifact:1:ld1-1643390182193-1643390189690-0,1,ld1-1643390182193-1643390189690-0,Winter landscape: ox-carts on the road
entity:artifact:1:ld1-1643390182193-1643390189699-0,1,ld1-1643390182193-1643390189699-0,Standing figure of LÃ¼ Dongbin
entity:artifact:1:ld1-1643390182193-1643390189700-0,1,ld1-1643390182193-1643390189700-0,Presenting tribute animals
entity:artifact:1:ld1-1643390182193-1643390189701-0,1,ld1-1643390182193-1643390189701-0,Returning home after harvest
entity:artifact:1:ld1-1643390182193-1643390189702-0,1,ld1-1643390182193-1643390189702-0,"Portraits of three scholars: Cheng Hao, Cheng Yi, and Zhu Xi"
entity:artifact:1:ld1-1643390182193-1643390189703-0,1,ld1-1643390182193-1643390189703-0,Landscape: handicraftsmen under a great pine tree
entity:artifact:1:ld1-1643390182193-1643390189703-1,1,ld1-1643390182193-1643390189703-1,Standing figure of LÃ¼ Dongbin
entity:artifact:1:ld1-1643390182193-1643390189704-0,1,ld1-1643390182193-1643390189704-0,The three stars
entity:artifact:1:ld1-1643390182193-1643390189705-1,1,ld1-1643390182193-1643390189705-1,A bird on a leafy branch
entity:artifact:1:ld1-1643390182193-1643390189706-0,1,ld1-1643390182193-1643390189706-0,Pheasants
entity:artifact:1:ld1-1643390182193-1643390189707-0,1,ld1-1643390182193-1643390189707-0,Swimming geese
entity:artifact:1:ld1-1643390182193-1643390189708-0,1,ld1-1643390182193-1643390189708-0,Two gentlemen contemplating a waterfall
entity:artifact:1:ld1-1643390182193-1643390189709-0,1,ld1-1643390182193-1643390189709-0,The tearful parting of Su Wu and Li Ling
entity:artifact:1:ld1-1643390182193-1643390189710-0,1,ld1-1643390182193-1643390189710-0,Sitting under a pine
entity:artifact:1:ld1-1643390182193-1643390189717-0,1,ld1-1643390182193-1643390189717-0,The dragon king revering the Buddha
entity:artifact:1:ld1-1643390182193-1643390189731-0,1,ld1-1643390182193-1643390189731-0,Tongue amulet in the form of a cicada
entity:artifact:1:ld1-1643390182193-1643390189736-0,1,ld1-1643390182193-1643390189736-0,Elephant and attendants
entity:artifact:1:ld1-1643390182193-1643390189737-0,1,ld1-1643390182193-1643390189737-0,Decorative fitting for an ornamental comb
entity:artifact:1:ld1-1643390182193-1643390189739-0,1,ld1-1643390182193-1643390189739-0,Square seal
entity:artifact:1:ld1-1643390182193-1643390189746-0,1,ld1-1643390182193-1643390189746-0,"Panel with dragons, pearls, phoenixes, and floral patterns"
entity:artifact:1:ld1-1643390182193-1643390189816-0,1,ld1-1643390182193-1643390189816-0,Ornament: grotesque animal mask
entity:artifact:1:ld1-1643390182193-1643390189817-0,1,ld1-1643390182193-1643390189817-0,Pipe
entity:artifact:1:ld1-1643390182193-1643390189819-0,1,ld1-1643390182193-1643390189819-0,Ornament in the form of a ram head
entity:artifact:1:ld1-1643390182193-1643390189819-1,1,ld1-1643390182193-1643390189819-1,Base for standard
entity:artifact:1:ld1-1643390182193-1643390189820-0,1,ld1-1643390182193-1643390189820-0,Animal statuette
entity:artifact:1:ld1-1643390182193-1643390189821-0,1,ld1-1643390182193-1643390189821-0,Animal statuette
entity:artifact:1:ld1-1643390182193-1643390189822-0,1,ld1-1643390182193-1643390189822-0,Plaque with ox head
entity:artifact:1:ld1-1643390182193-1643390189824-0,1,ld1-1643390182193-1643390189824-0,Ornament in the form of a dragon head (fragment)
entity:artifact:1:ld1-1643390182193-1643390189829-0,1,ld1-1643390182193-1643390189829-0,"Belt ornament (from a set of eight, F1916.474, 719-724, F1917.558)"
entity:artifact:1:ld1-1643390182193-1643390189829-1,1,ld1-1643390182193-1643390189829-1,"Belt ornament (from a set of eight, F1916.474, 719-724, F1917.558)"
entity:artifact:1:ld1-1643390182193-1643390189830-0,1,ld1-1643390182193-1643390189830-0,"Belt ornament (from a set of eight, F1916.474, 719-724, F1917.558)"
entity:artifact:1:ld1-1643390182193-1643390189831-0,1,ld1-1643390182193-1643390189831-0,"Belt ornament (from a set of eight, F1916.474, 719-724, F1917.558)"
entity:artifact:1:ld1-1643390182193-1643390189832-0,1,ld1-1643390182193-1643390189832-0,"Belt ornament (from a set of eight, F1916.474, 719-724, F1917.558)"
entity:artifact:1:ld1-1643390182193-1643390189833-0,1,ld1-1643390182193-1643390189833-0,"Belt ornament (from a set of eight, F1916.474, 719-724, F1917.558)"
entity:artifact:1:ld1-1643390182193-1643390189857-0,1,ld1-1643390182193-1643390189857-0,Fitting with a dragon head (fragment)
entity:artifact:1:ld1-1643390182193-1643390189859-0,1,ld1-1643390182193-1643390189859-0,Ornament with raised uniform curls
entity:artifact:1:ld1-1643390182193-1643390189859-1,1,ld1-1643390182193-1643390189859-1,Cylindrical bead
entity:artifact:1:ld1-1643390182193-1643390189860-0,1,ld1-1643390182193-1643390189860-0,Cylindrical bead
entity:artifact:1:ld1-1643390182193-1643390189861-0,1,ld1-1643390182193-1643390189861-0,Cong-shaped bead
entity:artifact:1:ld1-1643390182193-1643390189862-0,1,ld1-1643390182193-1643390189862-0,Cylindrical bead
entity:artifact:1:ld1-1643390182193-1643390189866-0,1,ld1-1643390182193-1643390189866-0,Cylindrical bead
entity:artifact:1:ld1-1643390182193-1643390189883-0,1,ld1-1643390182193-1643390189883-0,Mask and ring handle
entity:artifact:1:ld1-1643390182193-1643390189884-0,1,ld1-1643390182193-1643390189884-0,Disk (<em>bi</em> ç§)
entity:artifact:1:ld1-1643390182193-1643390189886-0,1,ld1-1643390182193-1643390189886-0,Dragon plaque
entity:artifact:1:ld1-1643390182193-1643390189888-0,1,ld1-1643390182193-1643390189888-0,"Blade, recut"
entity:artifact:1:ld1-1643390182193-1643390189888-1,1,ld1-1643390182193-1643390189888-1,"Harvesting knife (<em>hu</em> ç¬), fragment"
entity:artifact:1:ld1-1643390182193-1643390189889-0,1,ld1-1643390182193-1643390189889-0,"Harvesting knife (<em>hu</em> ç¬), probably reworked from a forked blade (<em>zhang</em> ç)"
entity:artifact:1:ld1-1643390182193-1643390189894-0,1,ld1-1643390182193-1643390189894-0,"Harvesting knife (<em>hu</em> ç¬), fragment"
entity:artifact:1:ld1-1643390182193-1643390189895-0,1,ld1-1643390182193-1643390189895-0,Straight chisel (<em>gui</em> å­)
entity:artifact:1:ld1-1643390182193-1643390189897-0,1,ld1-1643390182193-1643390189897-0,Ornament in the form of a chisel
entity:artifact:1:ld1-1643390182193-1643390189898-0,1,ld1-1643390182193-1643390189898-0,Straight chisel (<em>gui</em> å­)
entity:artifact:1:ld1-1643390182193-1643390189900-0,1,ld1-1643390182193-1643390189900-0,Bracelet
entity:artifact:1:ld1-1643390182193-1643390189901-0,1,ld1-1643390182193-1643390189901-0,"Dagger-axe (<em>ge</em> æ), fragment"
entity:artifact:1:ld1-1643390182193-1643390189901-1,1,ld1-1643390182193-1643390189901-1,Disk (<em>bi</em> ç§)
entity:artifact:1:ld1-1643390182193-1643390189902-0,1,ld1-1643390182193-1643390189902-0,Sword fitting
entity:artifact:1:ld1-1643390182193-1643390189903-0,1,ld1-1643390182193-1643390189903-0,"Tally in the form of a tger (<em>hu fu</em>), fragment"
entity:artifact:1:ld1-1643390182193-1643390189904-0,1,ld1-1643390182193-1643390189904-0,Tube (<em>cong</em> ç®)
entity:artifact:1:ld1-1643390182193-1643390189905-0,1,ld1-1643390182193-1643390189905-0,Tube (cong <em>ç®</em>)
entity:artifact:1:ld1-1643390182193-1643390189906-0,1,ld1-1643390182193-1643390189906-0,Bracelet with bands
entity:artifact:1:ld1-1643390182193-1643390189908-0,1,ld1-1643390182193-1643390189908-0,Disk (<em>bi</em> ç§)
entity:artifact:1:ld1-1643390182193-1643390189913-0,1,ld1-1643390182193-1643390189913-0,Disk (<em>bi</em> ç§) with knobs
entity:artifact:1:ld1-1643390182193-1643390189914-0,1,ld1-1643390182193-1643390189914-0,"Disk (<em>bi</em>) with raised pyramids arranged in a grid, fragment, redecorated"
entity:artifact:1:ld1-1643390182193-1643390189915-0,1,ld1-1643390182193-1643390189915-0,Axe (<em>fu</em>)
entity:artifact:1:ld1-1643390182193-1643390189919-0,1,ld1-1643390182193-1643390189919-0,Ring
entity:artifact:1:ld1-1643390182193-1643390189920-0,1,ld1-1643390182193-1643390189920-0,Disk (<em>bi</em>)
entity:artifact:1:ld1-1643390182193-1643390189922-1,1,ld1-1643390182193-1643390189922-1,Five-tier tube (<em>cong</em> ç®) with masks
entity:artifact:1:ld1-1643390182193-1643390189923-0,1,ld1-1643390182193-1643390189923-0,Seal
