museum_id,object_id,artifact_id
1,ld1-1643390182193-1643390188571-0,entity:artifact:1:ld1-1643390182193-1643390188571-0
1,ld1-1643390182193-1643390188018-0,entity:artifact:1:ld1-1643390182193-1643390188018-0
1,ld1-1643390182193-1643390183796-1,entity:artifact:1:ld1-1643390182193-1643390183796-1
1,ld1-1643390182193-1643390189611-0,entity:artifact:1:ld1-1643390182193-1643390189611-0
1,ld1-1643390182193-1643390192906-0,entity:artifact:1:ld1-1643390182193-1643390192906-0
1,ld1-1643390182193-1643390190186-0,entity:artifact:1:ld1-1643390182193-1643390190186-0
1,ld1-1643390182193-1643390189363-0,entity:artifact:1:ld1-1643390182193-1643390189363-0
1,ld1-1643390182193-1643390187747-1,entity:artifact:1:ld1-1643390182193-1643390187747-1
1,ld1-1643390182193-1643390185504-0,entity:artifact:1:ld1-1643390182193-1643390185504-0
1,ld1-1643390182193-1643390192895-0,entity:artifact:1:ld1-1643390182193-1643390192895-0
1,ld1-1643390182193-1643390189685-0,entity:artifact:1:ld1-1643390182193-1643390189685-0
1,ld1-1643390182193-1643390187744-0,entity:artifact:1:ld1-1643390182193-1643390187744-0
1,ld1-1643390182193-1643390186438-0,entity:artifact:1:ld1-1643390182193-1643390186438-0
1,ld1-1643390182193-1643390189221-0,entity:artifact:1:ld1-1643390182193-1643390189221-0
1,ld1-1643390182193-1643390191298-0,entity:artifact:1:ld1-1643390182193-1643390191298-0
1,ld1-1643390182193-1643390190020-0,entity:artifact:1:ld1-1643390182193-1643390190020-0
1,ld1-1643390182193-1643390189080-0,entity:artifact:1:ld1-1643390182193-1643390189080-0
1,ld1-1643390182193-1643390191163-0,entity:artifact:1:ld1-1643390182193-1643390191163-0
1,ld1-1643390182193-1643390192902-1,entity:artifact:1:ld1-1643390182193-1643390192902-1
1,ld1-1643390182193-1643390189952-0,entity:artifact:1:ld1-1643390182193-1643390189952-0
1,ld1-1643390182193-1643390186536-0,entity:artifact:1:ld1-1643390182193-1643390186536-0
1,ld1-1643390182193-1643390191296-1,entity:artifact:1:ld1-1643390182193-1643390191296-1
1,ld1-1643390182193-1643390186522-0,entity:artifact:1:ld1-1643390182193-1643390186522-0
1,ld1-1643390182193-1643390188007-0,entity:artifact:1:ld1-1643390182193-1643390188007-0
1,ld1-1643390182193-1643390191349-0,entity:artifact:1:ld1-1643390182193-1643390191349-0
1,ld1-1643390182193-1643390191433-0,entity:artifact:1:ld1-1643390182193-1643390191433-0
1,ld1-1643390182193-1643390189587-0,entity:artifact:1:ld1-1643390182193-1643390189587-0
1,ld1-1643390182193-1643390186590-0,entity:artifact:1:ld1-1643390182193-1643390186590-0
1,ld1-1643390182193-1643390189690-0,entity:artifact:1:ld1-1643390182193-1643390189690-0
1,ld1-1643390182193-1643390189501-0,entity:artifact:1:ld1-1643390182193-1643390189501-0
1,ld1-1643390182193-1643390189239-0,entity:artifact:1:ld1-1643390182193-1643390189239-0
1,ld1-1643390182193-1643390187807-0,entity:artifact:1:ld1-1643390182193-1643390187807-0
1,ld1-1643390182193-1643390189631-0,entity:artifact:1:ld1-1643390182193-1643390189631-0
1,ld1-1643390182193-1643390191294-0,entity:artifact:1:ld1-1643390182193-1643390191294-0
1,ld1-1643390182193-1643390187782-1,entity:artifact:1:ld1-1643390182193-1643390187782-1
1,ld1-1643390182193-1643390190688-0,entity:artifact:1:ld1-1643390182193-1643390190688-0
1,ld1-1643390182193-1643390189312-0,entity:artifact:1:ld1-1643390182193-1643390189312-0
1,ld1-1643390182193-1643390189338-0,entity:artifact:1:ld1-1643390182193-1643390189338-0
1,ld1-1643390182193-1643390188295-0,entity:artifact:1:ld1-1643390182193-1643390188295-0
1,ld1-1643390182193-1643390186723-0,entity:artifact:1:ld1-1643390182193-1643390186723-0
1,ld1-1643390182193-1643390188790-0,entity:artifact:1:ld1-1643390182193-1643390188790-0
1,ld1-1643390182193-1643390189343-0,entity:artifact:1:ld1-1643390182193-1643390189343-0
1,ld1-1643390182193-1643390187965-1,entity:artifact:1:ld1-1643390182193-1643390187965-1
1,ld1-1643390182193-1643390190726-0,entity:artifact:1:ld1-1643390182193-1643390190726-0
1,ld1-1643390182193-1643390189963-0,entity:artifact:1:ld1-1643390182193-1643390189963-0
1,ld1-1643390182193-1643390195123-1,entity:artifact:1:ld1-1643390182193-1643390195123-1
1,ld1-1643390182193-1643390191300-0,entity:artifact:1:ld1-1643390182193-1643390191300-0
1,ld1-1643390182193-1643390187997-1,entity:artifact:1:ld1-1643390182193-1643390187997-1
1,ld1-1643390182193-1643390188374-0,entity:artifact:1:ld1-1643390182193-1643390188374-0
1,ld1-1643390182193-1643390191110-0,entity:artifact:1:ld1-1643390182193-1643390191110-0
1,ld1-1643390182193-1643390189090-0,entity:artifact:1:ld1-1643390182193-1643390189090-0
1,ld1-1643390182193-1643390189331-0,entity:artifact:1:ld1-1643390182193-1643390189331-0
1,ld1-1643390182193-1643390189817-0,entity:artifact:1:ld1-1643390182193-1643390189817-0
1,ld1-1643390182193-1643390189395-1,entity:artifact:1:ld1-1643390182193-1643390189395-1
1,ld1-1643390182193-1643390189251-0,entity:artifact:1:ld1-1643390182193-1643390189251-0
1,ld1-1643390182193-1643390189938-0,entity:artifact:1:ld1-1643390182193-1643390189938-0
1,ld1-1643390182193-1643390190253-0,entity:artifact:1:ld1-1643390182193-1643390190253-0
1,ld1-1643390182193-1643390189706-0,entity:artifact:1:ld1-1643390182193-1643390189706-0
1,ld1-1643390182193-1643390188658-0,entity:artifact:1:ld1-1643390182193-1643390188658-0
1,ld1-1643390182193-1643390186436-0,entity:artifact:1:ld1-1643390182193-1643390186436-0
1,ld1-1643390182193-1643390186483-0,entity:artifact:1:ld1-1643390182193-1643390186483-0
1,ld1-1643390182193-1643390188423-0,entity:artifact:1:ld1-1643390182193-1643390188423-0
1,ld1-1643390182193-1643390189428-0,entity:artifact:1:ld1-1643390182193-1643390189428-0
1,ld1-1643390182193-1643390188771-1,entity:artifact:1:ld1-1643390182193-1643390188771-1
1,ld1-1643390182193-1643390190197-0,entity:artifact:1:ld1-1643390182193-1643390190197-0
1,ld1-1643390182193-1643390186482-0,entity:artifact:1:ld1-1643390182193-1643390186482-0
1,ld1-1643390182193-1643390187734-0,entity:artifact:1:ld1-1643390182193-1643390187734-0
1,ld1-1643390182193-1643390186668-1,entity:artifact:1:ld1-1643390182193-1643390186668-1
1,ld1-1643390182193-1643390190219-0,entity:artifact:1:ld1-1643390182193-1643390190219-0
1,ld1-1643390182193-1643390186422-0,entity:artifact:1:ld1-1643390182193-1643390186422-0
1,ld1-1643390182193-1643390184159-0,entity:artifact:1:ld1-1643390182193-1643390184159-0
1,ld1-1643390182193-1643390189450-0,entity:artifact:1:ld1-1643390182193-1643390189450-0
1,ld1-1643390182193-1643390189709-0,entity:artifact:1:ld1-1643390182193-1643390189709-0
1,ld1-1643390182193-1643390187874-1,entity:artifact:1:ld1-1643390182193-1643390187874-1
1,ld1-1643390182193-1643390189497-0,entity:artifact:1:ld1-1643390182193-1643390189497-0
1,ld1-1643390182193-1643390187757-0,entity:artifact:1:ld1-1643390182193-1643390187757-0
1,ld1-1643390182193-1643390188558-0,entity:artifact:1:ld1-1643390182193-1643390188558-0
1,ld1-1643390182193-1643390186494-0,entity:artifact:1:ld1-1643390182193-1643390186494-0
1,ld1-1643390182193-1643390192480-0,entity:artifact:1:ld1-1643390182193-1643390192480-0
1,ld1-1643390182193-1643390189223-0,entity:artifact:1:ld1-1643390182193-1643390189223-0
1,ld1-1643390182193-1643390188556-0,entity:artifact:1:ld1-1643390182193-1643390188556-0
1,ld1-1643390182193-1643390187942-0,entity:artifact:1:ld1-1643390182193-1643390187942-0
1,ld1-1643390182193-1643390191094-1,entity:artifact:1:ld1-1643390182193-1643390191094-1
1,ld1-1643390182193-1643390189281-0,entity:artifact:1:ld1-1643390182193-1643390189281-0
1,ld1-1643390182193-1643390189969-1,entity:artifact:1:ld1-1643390182193-1643390189969-1
1,ld1-1643390182193-1643390188728-1,entity:artifact:1:ld1-1643390182193-1643390188728-1
1,ld1-1643390182193-1643390191061-0,entity:artifact:1:ld1-1643390182193-1643390191061-0
1,ld1-1643390182193-1643390190006-0,entity:artifact:1:ld1-1643390182193-1643390190006-0
1,ld1-1643390182193-1643390186655-0,entity:artifact:1:ld1-1643390182193-1643390186655-0
1,ld1-1643390182193-1643390188372-0,entity:artifact:1:ld1-1643390182193-1643390188372-0
1,ld1-1643390182193-1643390187811-0,entity:artifact:1:ld1-1643390182193-1643390187811-0
1,ld1-1643390182193-1643390188827-0,entity:artifact:1:ld1-1643390182193-1643390188827-0
1,ld1-1643390182193-1643390192488-1,entity:artifact:1:ld1-1643390182193-1643390192488-1
1,ld1-1643390182193-1643390188892-0,entity:artifact:1:ld1-1643390182193-1643390188892-0
1,ld1-1643390182193-1643390188030-0,entity:artifact:1:ld1-1643390182193-1643390188030-0
1,ld1-1643390182193-1643390187960-0,entity:artifact:1:ld1-1643390182193-1643390187960-0
1,ld1-1643390182193-1643390189621-0,entity:artifact:1:ld1-1643390182193-1643390189621-0
1,ld1-1643390182193-1643390187741-0,entity:artifact:1:ld1-1643390182193-1643390187741-0
1,ld1-1643390182193-1643390191038-0,entity:artifact:1:ld1-1643390182193-1643390191038-0
1,ld1-1643390182193-1643390192918-1,entity:artifact:1:ld1-1643390182193-1643390192918-1
1,ld1-1643390182193-1643390189707-0,entity:artifact:1:ld1-1643390182193-1643390189707-0
1,ld1-1643390182193-1643390190694-0,entity:artifact:1:ld1-1643390182193-1643390190694-0
1,ld1-1643390182193-1643390185158-0,entity:artifact:1:ld1-1643390182193-1643390185158-0
1,ld1-1643390182193-1643390189105-0,entity:artifact:1:ld1-1643390182193-1643390189105-0
1,ld1-1643390182193-1643390186435-0,entity:artifact:1:ld1-1643390182193-1643390186435-0
1,ld1-1643390182193-1643390191341-0,entity:artifact:1:ld1-1643390182193-1643390191341-0
1,ld1-1643390182193-1643390188745-0,entity:artifact:1:ld1-1643390182193-1643390188745-0
1,ld1-1643390182193-1643390188380-0,entity:artifact:1:ld1-1643390182193-1643390188380-0
1,ld1-1643390182193-1643390189613-1,entity:artifact:1:ld1-1643390182193-1643390189613-1
1,ld1-1643390182193-1643390187938-0,entity:artifact:1:ld1-1643390182193-1643390187938-0
1,ld1-1643390182193-1643390187753-1,entity:artifact:1:ld1-1643390182193-1643390187753-1
1,ld1-1643390182193-1643390189915-0,entity:artifact:1:ld1-1643390182193-1643390189915-0
1,ld1-1643390182193-1643390189635-0,entity:artifact:1:ld1-1643390182193-1643390189635-0
1,ld1-1643390182193-1643390189704-0,entity:artifact:1:ld1-1643390182193-1643390189704-0
1,ld1-1643390182193-1643390188772-0,entity:artifact:1:ld1-1643390182193-1643390188772-0
1,ld1-1643390182193-1643390189351-1,entity:artifact:1:ld1-1643390182193-1643390189351-1
1,ld1-1643390182193-1643390189157-0,entity:artifact:1:ld1-1643390182193-1643390189157-0
1,ld1-1643390182193-1643390191099-0,entity:artifact:1:ld1-1643390182193-1643390191099-0
1,ld1-1643390182193-1643390186534-0,entity:artifact:1:ld1-1643390182193-1643390186534-0
1,ld1-1643390182193-1643390192894-1,entity:artifact:1:ld1-1643390182193-1643390192894-1
1,ld1-1643390182193-1643390189920-0,entity:artifact:1:ld1-1643390182193-1643390189920-0
1,ld1-1643390182193-1643390184737-0,entity:artifact:1:ld1-1643390182193-1643390184737-0
1,ld1-1643390182193-1643390190007-0,entity:artifact:1:ld1-1643390182193-1643390190007-0
1,ld1-1643390182193-1643390189819-0,entity:artifact:1:ld1-1643390182193-1643390189819-0
1,ld1-1643390182193-1643390190740-0,entity:artifact:1:ld1-1643390182193-1643390190740-0
1,ld1-1643390182193-1643390189400-1,entity:artifact:1:ld1-1643390182193-1643390189400-1
1,ld1-1643390182193-1643390190308-0,entity:artifact:1:ld1-1643390182193-1643390190308-0
1,ld1-1643390182193-1643390187754-0,entity:artifact:1:ld1-1643390182193-1643390187754-0
1,ld1-1643390182193-1643390190717-0,entity:artifact:1:ld1-1643390182193-1643390190717-0
1,ld1-1643390182193-1643390188379-0,entity:artifact:1:ld1-1643390182193-1643390188379-0
1,ld1-1643390182193-1643390189590-0,entity:artifact:1:ld1-1643390182193-1643390189590-0
1,ld1-1643390182193-1643390188247-0,entity:artifact:1:ld1-1643390182193-1643390188247-0
1,ld1-1643390182193-1643390189306-0,entity:artifact:1:ld1-1643390182193-1643390189306-0
1,ld1-1643390182193-1643390187976-0,entity:artifact:1:ld1-1643390182193-1643390187976-0
1,ld1-1643390182193-1643390189939-0,entity:artifact:1:ld1-1643390182193-1643390189939-0
1,ld1-1643390182193-1643390186676-0,entity:artifact:1:ld1-1643390182193-1643390186676-0
1,ld1-1643390182193-1643390189142-0,entity:artifact:1:ld1-1643390182193-1643390189142-0
1,ld1-1643390182193-1643390186509-0,entity:artifact:1:ld1-1643390182193-1643390186509-0
1,ld1-1643390182193-1643390186495-1,entity:artifact:1:ld1-1643390182193-1643390186495-1
1,ld1-1643390182193-1643390191074-0,entity:artifact:1:ld1-1643390182193-1643390191074-0
1,ld1-1643390182193-1643390190682-0,entity:artifact:1:ld1-1643390182193-1643390190682-0
1,ld1-1643390182193-1643390189442-0,entity:artifact:1:ld1-1643390182193-1643390189442-0
1,ld1-1643390182193-1643390189449-1,entity:artifact:1:ld1-1643390182193-1643390189449-1
1,ld1-1643390182193-1643390187818-0,entity:artifact:1:ld1-1643390182193-1643390187818-0
1,ld1-1643390182193-1643390189115-0,entity:artifact:1:ld1-1643390182193-1643390189115-0
1,ld1-1643390182193-1643390187747-0,entity:artifact:1:ld1-1643390182193-1643390187747-0
1,ld1-1643390182193-1643390189902-0,entity:artifact:1:ld1-1643390182193-1643390189902-0
1,ld1-1643390182193-1643390188561-0,entity:artifact:1:ld1-1643390182193-1643390188561-0
1,ld1-1643390182193-1643390189708-0,entity:artifact:1:ld1-1643390182193-1643390189708-0
1,ld1-1643390182193-1643390186526-0,entity:artifact:1:ld1-1643390182193-1643390186526-0
1,ld1-1643390182193-1643390190080-0,entity:artifact:1:ld1-1643390182193-1643390190080-0
1,ld1-1643390182193-1643390188010-0,entity:artifact:1:ld1-1643390182193-1643390188010-0
1,ld1-1643390182193-1643390187772-1,entity:artifact:1:ld1-1643390182193-1643390187772-1
1,ld1-1643390182193-1643390188051-0,entity:artifact:1:ld1-1643390182193-1643390188051-0
1,ld1-1643390182193-1643390189083-0,entity:artifact:1:ld1-1643390182193-1643390189083-0
1,ld1-1643390182193-1643390187951-1,entity:artifact:1:ld1-1643390182193-1643390187951-1
1,ld1-1643390182193-1643390190233-0,entity:artifact:1:ld1-1643390182193-1643390190233-0
1,ld1-1643390182193-1643390188209-0,entity:artifact:1:ld1-1643390182193-1643390188209-0
1,ld1-1643390182193-1643390189437-0,entity:artifact:1:ld1-1643390182193-1643390189437-0
1,ld1-1643390182193-1643390187883-0,entity:artifact:1:ld1-1643390182193-1643390187883-0
1,ld1-1643390182193-1643390187686-0,entity:artifact:1:ld1-1643390182193-1643390187686-0
1,ld1-1643390182193-1643390191295-0,entity:artifact:1:ld1-1643390182193-1643390191295-0
1,ld1-1643390182193-1643390187745-1,entity:artifact:1:ld1-1643390182193-1643390187745-1
1,ld1-1643390182193-1643390189095-0,entity:artifact:1:ld1-1643390182193-1643390189095-0
1,ld1-1643390182193-1643390191021-0,entity:artifact:1:ld1-1643390182193-1643390191021-0
1,ld1-1643390182193-1643390189736-0,entity:artifact:1:ld1-1643390182193-1643390189736-0
1,ld1-1643390182193-1643390191201-0,entity:artifact:1:ld1-1643390182193-1643390191201-0
1,ld1-1643390182193-1643390187946-0,entity:artifact:1:ld1-1643390182193-1643390187946-0
1,ld1-1643390182193-1643390190079-1,entity:artifact:1:ld1-1643390182193-1643390190079-1
1,ld1-1643390182193-1643390188603-0,entity:artifact:1:ld1-1643390182193-1643390188603-0
1,ld1-1643390182193-1643390185475-0,entity:artifact:1:ld1-1643390182193-1643390185475-0
1,ld1-1643390182193-1643390186517-0,entity:artifact:1:ld1-1643390182193-1643390186517-0
1,ld1-1643390182193-1643390189254-1,entity:artifact:1:ld1-1643390182193-1643390189254-1
1,ld1-1643390182193-1643390191082-1,entity:artifact:1:ld1-1643390182193-1643390191082-1
1,ld1-1643390182193-1643390190237-0,entity:artifact:1:ld1-1643390182193-1643390190237-0
1,ld1-1643390182193-1643390188014-1,entity:artifact:1:ld1-1643390182193-1643390188014-1
1,ld1-1643390182193-1643390186488-0,entity:artifact:1:ld1-1643390182193-1643390186488-0
1,ld1-1643390182193-1643390186640-0,entity:artifact:1:ld1-1643390182193-1643390186640-0
1,ld1-1643390182193-1643390201839-1,entity:artifact:1:ld1-1643390182193-1643390201839-1
1,ld1-1643390182193-1643390189584-0,entity:artifact:1:ld1-1643390182193-1643390189584-0
1,ld1-1643390182193-1643390188789-0,entity:artifact:1:ld1-1643390182193-1643390188789-0
1,ld1-1643390182193-1643390189533-1,entity:artifact:1:ld1-1643390182193-1643390189533-1
1,ld1-1643390182193-1643390191043-0,entity:artifact:1:ld1-1643390182193-1643390191043-0
1,ld1-1643390182193-1643390189666-0,entity:artifact:1:ld1-1643390182193-1643390189666-0
1,ld1-1643390182193-1643390194486-0,entity:artifact:1:ld1-1643390182193-1643390194486-0
1,ld1-1643390182193-1643390191398-0,entity:artifact:1:ld1-1643390182193-1643390191398-0
1,ld1-1643390182193-1643390185990-1,entity:artifact:1:ld1-1643390182193-1643390185990-1
1,ld1-1643390182193-1643390189315-0,entity:artifact:1:ld1-1643390182193-1643390189315-0
1,ld1-1643390182193-1643390189240-0,entity:artifact:1:ld1-1643390182193-1643390189240-0
1,ld1-1643390182193-1643390189060-0,entity:artifact:1:ld1-1643390182193-1643390189060-0
1,ld1-1643390182193-1643390189905-0,entity:artifact:1:ld1-1643390182193-1643390189905-0
1,ld1-1643390182193-1643390189274-0,entity:artifact:1:ld1-1643390182193-1643390189274-0
1,ld1-1643390182193-1643390187790-1,entity:artifact:1:ld1-1643390182193-1643390187790-1
1,ld1-1643390182193-1643390189883-0,entity:artifact:1:ld1-1643390182193-1643390189883-0
1,ld1-1643390182193-1643390188301-0,entity:artifact:1:ld1-1643390182193-1643390188301-0
1,ld1-1643390182193-1643390189351-0,entity:artifact:1:ld1-1643390182193-1643390189351-0
1,ld1-1643390182193-1643390186593-0,entity:artifact:1:ld1-1643390182193-1643390186593-0
1,ld1-1643390182193-1643390190000-0,entity:artifact:1:ld1-1643390182193-1643390190000-0
1,ld1-1643390182193-1643390189435-0,entity:artifact:1:ld1-1643390182193-1643390189435-0
1,ld1-1643390182193-1643390189830-0,entity:artifact:1:ld1-1643390182193-1643390189830-0
1,ld1-1643390182193-1643390190072-0,entity:artifact:1:ld1-1643390182193-1643390190072-0
1,ld1-1643390182193-1643390191399-1,entity:artifact:1:ld1-1643390182193-1643390191399-1
1,ld1-1643390182193-1643390187959-0,entity:artifact:1:ld1-1643390182193-1643390187959-0
1,ld1-1643390182193-1643390187815-0,entity:artifact:1:ld1-1643390182193-1643390187815-0
1,ld1-1643390182193-1643390189477-1,entity:artifact:1:ld1-1643390182193-1643390189477-1
1,ld1-1643390182193-1643390189622-1,entity:artifact:1:ld1-1643390182193-1643390189622-1
1,ld1-1643390182193-1643390186560-0,entity:artifact:1:ld1-1643390182193-1643390186560-0
1,ld1-1643390182193-1643390189008-0,entity:artifact:1:ld1-1643390182193-1643390189008-0
1,ld1-1643390182193-1643390192903-0,entity:artifact:1:ld1-1643390182193-1643390192903-0
1,ld1-1643390182193-1643390187987-0,entity:artifact:1:ld1-1643390182193-1643390187987-0
1,ld1-1643390182193-1643390189549-0,entity:artifact:1:ld1-1643390182193-1643390189549-0
1,ld1-1643390182193-1643390191221-0,entity:artifact:1:ld1-1643390182193-1643390191221-0
1,ld1-1643390182193-1643390189313-0,entity:artifact:1:ld1-1643390182193-1643390189313-0
1,ld1-1643390182193-1643390188747-0,entity:artifact:1:ld1-1643390182193-1643390188747-0
1,ld1-1643390182193-1643390188435-0,entity:artifact:1:ld1-1643390182193-1643390188435-0
1,ld1-1643390182193-1643390186589-0,entity:artifact:1:ld1-1643390182193-1643390186589-0
1,ld1-1643390182193-1643390189572-1,entity:artifact:1:ld1-1643390182193-1643390189572-1
1,ld1-1643390182193-1643390189244-0,entity:artifact:1:ld1-1643390182193-1643390189244-0
1,ld1-1643390182193-1643390189979-0,entity:artifact:1:ld1-1643390182193-1643390189979-0
1,ld1-1643390182193-1643390186747-0,entity:artifact:1:ld1-1643390182193-1643390186747-0
1,ld1-1643390182193-1643390188063-0,entity:artifact:1:ld1-1643390182193-1643390188063-0
1,ld1-1643390182193-1643390193772-0,entity:artifact:1:ld1-1643390182193-1643390193772-0
1,ld1-1643390182193-1643390191308-1,entity:artifact:1:ld1-1643390182193-1643390191308-1
1,ld1-1643390182193-1643390188568-0,entity:artifact:1:ld1-1643390182193-1643390188568-0
1,ld1-1643390182193-1643390187749-0,entity:artifact:1:ld1-1643390182193-1643390187749-0
1,ld1-1643390182193-1643390191157-0,entity:artifact:1:ld1-1643390182193-1643390191157-0
1,ld1-1643390182193-1643390189416-1,entity:artifact:1:ld1-1643390182193-1643390189416-1
1,ld1-1643390182193-1643390189684-1,entity:artifact:1:ld1-1643390182193-1643390189684-1
1,ld1-1643390182193-1643390188828-0,entity:artifact:1:ld1-1643390182193-1643390188828-0
1,ld1-1643390182193-1643390189344-0,entity:artifact:1:ld1-1643390182193-1643390189344-0
1,ld1-1643390182193-1643390183661-0,entity:artifact:1:ld1-1643390182193-1643390183661-0
1,ld1-1643390182193-1643390189199-1,entity:artifact:1:ld1-1643390182193-1643390189199-1
1,ld1-1643390182193-1643390191304-0,entity:artifact:1:ld1-1643390182193-1643390191304-0
1,ld1-1643390182193-1643390189820-0,entity:artifact:1:ld1-1643390182193-1643390189820-0
1,ld1-1643390182193-1643390188334-0,entity:artifact:1:ld1-1643390182193-1643390188334-0
1,ld1-1643390182193-1643390188965-0,entity:artifact:1:ld1-1643390182193-1643390188965-0
1,ld1-1643390182193-1643390203114-0,entity:artifact:1:ld1-1643390182193-1643390203114-0
1,ld1-1643390182193-1643390194898-0,entity:artifact:1:ld1-1643390182193-1643390194898-0
1,ld1-1643390182193-1643390193176-0,entity:artifact:1:ld1-1643390182193-1643390193176-0
1,ld1-1643390182193-1643390189731-0,entity:artifact:1:ld1-1643390182193-1643390189731-0
1,ld1-1643390182193-1643390187790-0,entity:artifact:1:ld1-1643390182193-1643390187790-0
1,ld1-1643390182193-1643390188966-0,entity:artifact:1:ld1-1643390182193-1643390188966-0
1,ld1-1643390182193-1643390190224-0,entity:artifact:1:ld1-1643390182193-1643390190224-0
1,ld1-1643390182193-1643390184723-0,entity:artifact:1:ld1-1643390182193-1643390184723-0
1,ld1-1643390182193-1643390191244-0,entity:artifact:1:ld1-1643390182193-1643390191244-0
1,ld1-1643390182193-1643390189111-0,entity:artifact:1:ld1-1643390182193-1643390189111-0
1,ld1-1643390182193-1643390192907-0,entity:artifact:1:ld1-1643390182193-1643390192907-0
1,ld1-1643390182193-1643390192909-1,entity:artifact:1:ld1-1643390182193-1643390192909-1
1,ld1-1643390182193-1643390191126-0,entity:artifact:1:ld1-1643390182193-1643390191126-0
1,ld1-1643390182193-1643390188430-0,entity:artifact:1:ld1-1643390182193-1643390188430-0
1,ld1-1643390182193-1643390189097-0,entity:artifact:1:ld1-1643390182193-1643390189097-0
1,ld1-1643390182193-1643390189158-0,entity:artifact:1:ld1-1643390182193-1643390189158-0
1,ld1-1643390182193-1643390189084-0,entity:artifact:1:ld1-1643390182193-1643390189084-0
1,ld1-1643390182193-1643390190266-0,entity:artifact:1:ld1-1643390182193-1643390190266-0
1,ld1-1643390182193-1643390191197-0,entity:artifact:1:ld1-1643390182193-1643390191197-0
1,ld1-1643390182193-1643390190085-0,entity:artifact:1:ld1-1643390182193-1643390190085-0
1,ld1-1643390182193-1643390189275-1,entity:artifact:1:ld1-1643390182193-1643390189275-1
1,ld1-1643390182193-1643390189050-0,entity:artifact:1:ld1-1643390182193-1643390189050-0
1,ld1-1643390182193-1643390188344-0,entity:artifact:1:ld1-1643390182193-1643390188344-0
1,ld1-1643390182193-1643390189146-0,entity:artifact:1:ld1-1643390182193-1643390189146-0
1,ld1-1643390182193-1643390191354-0,entity:artifact:1:ld1-1643390182193-1643390191354-0
1,ld1-1643390182193-1643390191127-1,entity:artifact:1:ld1-1643390182193-1643390191127-1
1,ld1-1643390182193-1643390186576-1,entity:artifact:1:ld1-1643390182193-1643390186576-1
1,ld1-1643390182193-1643390185477-0,entity:artifact:1:ld1-1643390182193-1643390185477-0
1,ld1-1643390182193-1643390186230-0,entity:artifact:1:ld1-1643390182193-1643390186230-0
1,ld1-1643390182193-1643390187965-0,entity:artifact:1:ld1-1643390182193-1643390187965-0
1,ld1-1643390182193-1643390188039-1,entity:artifact:1:ld1-1643390182193-1643390188039-1
1,ld1-1724158174280-1724158185034-1,entity:artifact:1:ld1-1724158174280-1724158185034-1
1,ld1-1643390182193-1643390202065-1,entity:artifact:1:ld1-1643390182193-1643390202065-1
1,ld1-1643390182193-1643390189586-0,entity:artifact:1:ld1-1643390182193-1643390189586-0
1,ld1-1643390182193-1643390190365-0,entity:artifact:1:ld1-1643390182193-1643390190365-0
1,ld1-1643390182193-1643390191212-1,entity:artifact:1:ld1-1643390182193-1643390191212-1
1,ld1-1643390182193-1643390190261-0,entity:artifact:1:ld1-1643390182193-1643390190261-0
1,ld1-1643390182193-1643390190216-0,entity:artifact:1:ld1-1643390182193-1643390190216-0
1,ld1-1643390182193-1643390191132-1,entity:artifact:1:ld1-1643390182193-1643390191132-1
1,ld1-1643390182193-1643390185557-0,entity:artifact:1:ld1-1643390182193-1643390185557-0
1,ld1-1643390182193-1643390190178-0,entity:artifact:1:ld1-1643390182193-1643390190178-0
1,ld1-1643390182193-1643390190695-0,entity:artifact:1:ld1-1643390182193-1643390190695-0
1,ld1-1643390182193-1643390189703-1,entity:artifact:1:ld1-1643390182193-1643390189703-1
1,ld1-1643390182193-1643390188752-0,entity:artifact:1:ld1-1643390182193-1643390188752-0
1,ld1-1643390182193-1643390186645-0,entity:artifact:1:ld1-1643390182193-1643390186645-0
1,ld1-1643390182193-1643390186510-0,entity:artifact:1:ld1-1643390182193-1643390186510-0
1,ld1-1643390182193-1643390189961-0,entity:artifact:1:ld1-1643390182193-1643390189961-0
1,ld1-1643390182193-1643390190061-0,entity:artifact:1:ld1-1643390182193-1643390190061-0
1,ld1-1643390182193-1643390188014-0,entity:artifact:1:ld1-1643390182193-1643390188014-0
1,ld1-1643390182193-1643390188907-0,entity:artifact:1:ld1-1643390182193-1643390188907-0
1,ld1-1643390182193-1643390189588-0,entity:artifact:1:ld1-1643390182193-1643390189588-0
1,ld1-1643390182193-1643390189901-1,entity:artifact:1:ld1-1643390182193-1643390189901-1
1,ld1-1643390182193-1643390196426-1,entity:artifact:1:ld1-1643390182193-1643390196426-1
1,ld1-1643390182193-1643390189737-0,entity:artifact:1:ld1-1643390182193-1643390189737-0
1,ld1-1643390182193-1643390190259-0,entity:artifact:1:ld1-1643390182193-1643390190259-0
1,ld1-1643390182193-1643390189941-0,entity:artifact:1:ld1-1643390182193-1643390189941-0
1,ld1-1643390182193-1643390189081-0,entity:artifact:1:ld1-1643390182193-1643390189081-0
1,ld1-1643390182193-1643390190286-0,entity:artifact:1:ld1-1643390182193-1643390190286-0
1,ld1-1643390182193-1643390188382-0,entity:artifact:1:ld1-1643390182193-1643390188382-0
1,ld1-1643390182193-1643390190701-0,entity:artifact:1:ld1-1643390182193-1643390190701-0
1,ld1-1643390182193-1643390190184-0,entity:artifact:1:ld1-1643390182193-1643390190184-0
