museum_id,object_id,artifact_id
1,ld1-1643390182193-1643390188369-0,entity:artifact:1:ld1-1643390182193-1643390188369-0
1,ld1-1643390182193-1643390188921-0,entity:artifact:1:ld1-1643390182193-1643390188921-0
1,ld1-1643390182193-1643390190204-0,entity:artifact:1:ld1-1643390182193-1643390190204-0
1,ld1-1643390182193-1643390189258-0,entity:artifact:1:ld1-1643390182193-1643390189258-0
1,ld1-1643390182193-1643390190156-0,entity:artifact:1:ld1-1643390182193-1643390190156-0
1,ld1-1643390182193-1643390189317-0,entity:artifact:1:ld1-1643390182193-1643390189317-0
1,ld1-1643390182193-1643390189395-0,entity:artifact:1:ld1-1643390182193-1643390189395-0
1,ld1-1643390182193-1643390191294-1,entity:artifact:1:ld1-1643390182193-1643390191294-1
1,ld1-1643390182193-1643390188739-0,entity:artifact:1:ld1-1643390182193-1643390188739-0
1,ld1-1643390182193-1643390191186-0,entity:artifact:1:ld1-1643390182193-1643390191186-0
1,ld1-1643390182193-1643390187812-0,entity:artifact:1:ld1-1643390182193-1643390187812-0
1,ld1-1643390182193-1643390186507-0,entity:artifact:1:ld1-1643390182193-1643390186507-0
1,ld1-1643390182193-1643390189829-1,entity:artifact:1:ld1-1643390182193-1643390189829-1
1,ld1-1643390182193-1643390191210-0,entity:artifact:1:ld1-1643390182193-1643390191210-0
1,ld1-1643390182193-1643390189488-0,entity:artifact:1:ld1-1643390182193-1643390189488-0
1,ld1-1643390182193-1643390189900-0,entity:artifact:1:ld1-1643390182193-1643390189900-0
1,ld1-1643390182193-1643390186502-0,entity:artifact:1:ld1-1643390182193-1643390186502-0
1,ld1-1643390182193-1643390187804-0,entity:artifact:1:ld1-1643390182193-1643390187804-0
1,ld1-1643390182193-1643390189413-0,entity:artifact:1:ld1-1643390182193-1643390189413-0
1,ld1-1643390182193-1643390187809-0,entity:artifact:1:ld1-1643390182193-1643390187809-0
1,ld1-1643390182193-1643390188041-0,entity:artifact:1:ld1-1643390182193-1643390188041-0
1,ld1-1643390182193-1643390190412-0,entity:artifact:1:ld1-1643390182193-1643390190412-0
1,ld1-1643390182193-1643390189361-0,entity:artifact:1:ld1-1643390182193-1643390189361-0
1,ld1-1643390182193-1643390188751-0,entity:artifact:1:ld1-1643390182193-1643390188751-0
1,ld1-1643390182193-1643390183898-0,entity:artifact:1:ld1-1643390182193-1643390183898-0
1,ld1-1643390182193-1643390191072-0,entity:artifact:1:ld1-1643390182193-1643390191072-0
1,ld1-1643390182193-1643390191342-0,entity:artifact:1:ld1-1643390182193-1643390191342-0
1,ld1-1643390182193-1643390189377-1,entity:artifact:1:ld1-1643390182193-1643390189377-1
1,ld1-1643390182193-1643390189096-0,entity:artifact:1:ld1-1643390182193-1643390189096-0
1,ld1-1643390182193-1643390189444-0,entity:artifact:1:ld1-1643390182193-1643390189444-0
1,ld1-1643390182193-1643390189746-0,entity:artifact:1:ld1-1643390182193-1643390189746-0
1,ld1-1643390182193-1643390189091-0,entity:artifact:1:ld1-1643390182193-1643390189091-0
1,ld1-1643390182193-1643390189866-0,entity:artifact:1:ld1-1643390182193-1643390189866-0
1,ld1-1643390182193-1643390189498-0,entity:artifact:1:ld1-1643390182193-1643390189498-0
1,ld1-1643390182193-1643390190214-0,entity:artifact:1:ld1-1643390182193-1643390190214-0
1,ld1-1643390182193-1643390190248-0,entity:artifact:1:ld1-1643390182193-1643390190248-0
1,ld1-1643390182193-1643390187935-0,entity:artifact:1:ld1-1643390182193-1643390187935-0
1,ld1-1643390182193-1643390189290-0,entity:artifact:1:ld1-1643390182193-1643390189290-0
1,ld1-1643390182193-1643390193172-0,entity:artifact:1:ld1-1643390182193-1643390193172-0
1,ld1-1643390182193-1643390189359-0,entity:artifact:1:ld1-1643390182193-1643390189359-0
1,ld1-1643390182193-1643390187886-0,entity:artifact:1:ld1-1643390182193-1643390187886-0
