object_id,museum_id,title,artist,artist_province,dynasty,artist_wikidata_id,artist_birth,artist_death,artist_bio,artist_wikipedia_summary,artist_enriched_at,period,period_start_year,period_end_year,type,material,culture,description,provenance,bibliography,dimensions,museum,location,detail_url,image_url,image_urls,iiif_manifest_url,image_path,image_paths,image_count,credit_line,accession_number,crawl_date
201090,2,Garden Rock (one of three),,Yunnan,Ming（明）,,,,,,,"Ming dynasty, 1368-1644",1368,1644,Sculpture,Gray limestone,Chinese,"The Chinese have long prized eroded rocks, especially as focal elements in traditional gardens. This grouping is intended to suggest a quiet corner in an urban garden. Although the best-known garden rocks come from Lake Tai, near Suzhou, a number of other regions also produce handsome specimens. These rocks, for example, originated in Yunnan province in southwest China. The large rock in this grouping is said to have been retrieved from an abandoned Ming-dynasty (1368-1644) garden in Suzhou.

Garden rocks are usually arranged to suggest a mountainous landscape, with a tall ""host"" peak flanked and buttressed by smaller ""guest"" peaks on either side. The Chinese fascination with rocks might be compared with the modern Western interest in abstract sculpture; although one can read meaning into both rocks and abstract sculpture, each is ultimately appreciated for the beauty of its form. In rocks, connoisseurs typically admire such qualities as attenuated proportions (that recall soaring peaks), weathered surfaces (that suggest great age), forceful profiles (that reflect the grandeur of nature), overlapping layers or planes (that impart depth), and hollows and perforations (that create rhythmic, harmonious patterns). Many of these same characteristics also inform Chinese landscape painting.","Mao Liqing, Flushing, NY (by 1985), sold; to Harvard University Art Museums, 1985.",,sight: H. 73 x W. 35.6 cm (28 3/4 x 14 in.),Harvard Art Museums,"Cambridge, MA, USA",https://www.harvardartmuseums.org/collections/object/201090,"https://nrs.harvard.edu/urn-3:HUAM:GS03497_dynmc/full/!800,800/0/default.jpg","https://nrs.harvard.edu/urn-3:HUAM:GS03497_dynmc/full/!800,800/0/default.jpg",https://nrs.harvard.edu/urn-3:HUAM:GS03497/manifest,C:\Users\Administrator\Desktop\harvard\harvard\201090_1.jpg,C:\Users\Administrator\Desktop\harvard\harvard\201090_1.jpg,1,"Harvard Art Museums/Arthur M. Sackler Museum, Asian Art Objects Fund",1985.99,2026-05-19
201091,2,Garden Rock (one of three),,Yunnan,Ming（明）,,,,,,,"Ming dynasty, 1368-1644",1368,1644,Sculpture,Gray limestone,Chinese,"The Chinese have long prized eroded rocks, especially as focal elements in traditional gardens. This grouping is intended to suggest a quiet corner in an urban garden. Although the best-known garden rocks come from Lake Tai, near Suzhou, a number of other regions also produce handsome specimens. These rocks, for example, originated in Yunnan province in southwest China. The large rock in this grouping is said to have been retrieved from an abandoned Ming-dynasty (1368-1644) garden in Suzhou.

Garden rocks are usually arranged to suggest a mountainous landscape, with a tall ""host"" peak flanked and buttressed by smaller ""guest"" peaks on either side. The Chinese fascination with rocks might be compared with the modern Western interest in abstract sculpture; although one can read meaning into both rocks and abstract sculpture, each is ultimately appreciated for the beauty of its form. In rocks, connoisseurs typically admire such qualities as attenuated proportions (that recall soaring peaks), weathered surfaces (that suggest great age), forceful profiles (that reflect the grandeur of nature), overlapping layers or planes (that impart depth), and hollows and perforations (that create rhythmic, harmonious patterns). Many of these same characteristics also inform Chinese landscape painting.","Mao Liqing, Flushing, NY (by 1985), sold; to Harvard University Art Museums, 1985.",,sight: H. 19 x W. 46.4 cm (7 1/2 x 18 1/4 in.),Harvard Art Museums,"Cambridge, MA, USA",https://www.harvardartmuseums.org/collections/object/201091,"https://nrs.harvard.edu/urn-3:HUAM:GS03497_dynmc/full/!800,800/0/default.jpg","https://nrs.harvard.edu/urn-3:HUAM:GS03497_dynmc/full/!800,800/0/default.jpg",https://nrs.harvard.edu/urn-3:HUAM:GS03497/manifest,C:\Users\Administrator\Desktop\harvard\harvard\201091_1.jpg,C:\Users\Administrator\Desktop\harvard\harvard\201091_1.jpg,1,"Harvard Art Museums/Arthur M. Sackler Museum, Asian Art Objects Fund",1985.100,2026-05-19
201099,2,Landscape with Fisherman and Waterfall,Lan Ying 藍瑛,,Qing（清）,Q3138790,1585-01-01,1664-01-01,蓝瑛,蓝瑛（1585年—1666年），字田叔，号蜨叟、石头陀、西湖外民、西湖外史、东郭老农等。钱塘（今浙江杭州）人。明末清初中国画家。,2026-05-21,"Qing dynasty, 1644-1911",1644,1911,Paintings,"Album leaf; ink and light colors on paper and with signature reading ""Jiesou Lan Ying""",Chinese,"Qing dynasty, 1644-1911 Paintings Album leaf; ink and light colors on paper and with signature reading ""Jiesou Lan Ying"" Lan Ying 藍瑛 Chinese",,,31.1 x 21.9 cm (12 1/4 x 8 5/8 in.),Harvard Art Museums,"Cambridge, MA, USA",https://www.harvardartmuseums.org/collections/object/201099,"https://nrs.harvard.edu/urn-3:HUAM:15651_dynmc/full/!800,800/0/default.jpg","https://nrs.harvard.edu/urn-3:HUAM:15651_dynmc/full/!800,800/0/default.jpg",https://nrs.harvard.edu/urn-3:HUAM:15651/manifest,C:\Users\Administrator\Desktop\harvard\harvard\201099_1.jpg,C:\Users\Administrator\Desktop\harvard\harvard\201099_1.jpg,1,"Harvard Art Museums/Arthur M. Sackler Museum, Ernest B. and Helen Pratt Dane Fund for Asian Art",1984.830,2026-05-19
201116,2,Imperial Robe with Dragon-Medallion Decor,,,Qing（清）,,,,,,,"Qing dynasty, 1644-1911",1644,1911,Textile Arts,Gauze damask with metallic buttons,Chinese,"Qing dynasty, 1644-1911 Textile Arts Gauze damask with metallic buttons Chinese",,,139.7 cm (55 in.),Harvard Art Museums,"Cambridge, MA, USA",https://www.harvardartmuseums.org/collections/object/201116,"https://nrs.harvard.edu/urn-3:HUAM:CARP06488_dynmc/full/!800,800/0/default.jpg","https://nrs.harvard.edu/urn-3:HUAM:CARP06488_dynmc/full/!800,800/0/default.jpg | https://nrs.harvard.edu/urn-3:HUAM:CARP06489_dynmc/full/!800,800/0/default.jpg",https://nrs.harvard.edu/urn-3:HUAM:CARP06488/manifest,C:\Users\Administrator\Desktop\harvard\harvard\201116_1.jpg,C:\Users\Administrator\Desktop\harvard\harvard\201116_1.jpg | C:\Users\Administrator\Desktop\harvard\harvard\201116_2.jpg,2,"Harvard Art Museums/Arthur M. Sackler Museum, Gift of Margot Warner",1984.256,2026-05-19
201141,2,Peach Blossoms (One of Twelve Album Leaves),Zhang Xiong 張熊,,Qing（清）,Q18511634,1803-01-01,1886-01-01,張熊,,2026-05-21,"Qing dynasty, 1644-1911",1644,1911,Paintings,One leaf from an album of eleven (originally twelve) leaves; ink and color on paper; with signature of the artist reading 'Zixiang Zhang Xiong',Chinese,"Qing dynasty, 1644-1911 Paintings One leaf from an album of eleven (originally twelve) leaves; ink and color on paper; with signature of the artist reading 'Zixiang Zhang Xiong' Zhang Xiong 張熊 Chinese",,,16.6 x 22.1 cm (6 9/16 x 8 11/16 in.),Harvard Art Museums,"Cambridge, MA, USA",https://www.harvardartmuseums.org/collections/object/201141,"https://nrs.harvard.edu/urn-3:HUAM:794614/full/!800,800/0/default.jpg","https://nrs.harvard.edu/urn-3:HUAM:794614/full/!800,800/0/default.jpg",https://nrs.harvard.edu/urn-3:HUAM:794614/manifest,C:\Users\Administrator\Desktop\harvard\harvard\201141_1.jpg,C:\Users\Administrator\Desktop\harvard\harvard\201141_1.jpg,1,"Harvard Art Museums/Arthur M. Sackler Museum, Gift of Philip Hofer",1984.381.2,2026-05-19
201146,2,View of Stone Lake,Wen Jia 文嘉,,Ming（明）,Q865938,1499-01-01,1582-01-01,文嘉,文嘉（1501年—1583年），字休承，号文水，南直隸蘇州府長洲縣人，祖籍湖廣衡州府衡山縣，明代畫家，亦善诗、书、篆刻，书画家文徵明次子，曾官和州学正。擅画山水，山水笔法得元朝倪瓚清脱之意，间仿王蒙皴染，亦颇秀润。兼能花卉。好作诗，精於鉴别古书画，著有《和州詩》、《鈐山堂書畫記》等。,2026-05-21,"Ming dynasty, 1368-1644",1368,1644,Paintings,Folding fan mounted as an album leaf; ink on gold-dusted paper and with signature reading 'Wen Jia',Chinese,"Ming dynasty, 1368-1644 Paintings Folding fan mounted as an album leaf; ink on gold-dusted paper and with signature reading 'Wen Jia' Wen Jia 文嘉 Chinese",,,17.3 x 48.8 cm (6 13/16 x 19 3/16 in.),Harvard Art Museums,"Cambridge, MA, USA",https://www.harvardartmuseums.org/collections/object/201146,"https://nrs.harvard.edu/urn-3:HUAM:785140/full/!800,800/0/default.jpg","https://nrs.harvard.edu/urn-3:HUAM:785140/full/!800,800/0/default.jpg",https://nrs.harvard.edu/urn-3:HUAM:785140/manifest,C:\Users\Administrator\Desktop\harvard\harvard\201146_1.jpg,C:\Users\Administrator\Desktop\harvard\harvard\201146_1.jpg,1,"Harvard Art Museums/Arthur M. Sackler Museum, Ernest B. and Helen Pratt Dane Fund for Asian Art in honor of Professor Max Loehr",1984.772,2026-05-19
201147,2,Garden Rock (one of three),,Yunnan,Ming（明）,,,,,,,"Ming dynasty, 1368-1644",1368,1644,Sculpture,Gray limestone,Chinese,"The Chinese have long prized eroded rocks, especially as focal elements in traditional gardens. This grouping is intended to suggest a quiet corner in an urban garden. Although the best-known garden rocks come from Lake Tai, near Suzhou, a number of other regions also produce handsome specimens. These rocks, for example, originated in Yunnan province in southwest China. The large rock in this grouping is said to have been retrieved from an abandoned Ming-dynasty (1368-1644) garden in Suzhou.

Garden rocks are usually arranged to suggest a mountainous landscape, with a tall ""host"" peak flanked and buttressed by smaller ""guest"" peaks on either side. The Chinese fascination with rocks might be compared with the modern Western interest in abstract sculpture; although one can read meaning into both rocks and abstract sculpture, each is ultimately appreciated for the beauty of its form. In rocks, connoisseurs typically admire such qualities as attenuated proportions (that recall soaring peaks), weathered surfaces (that suggest great age), forceful profiles (that reflect the grandeur of nature), overlapping layers or planes (that impart depth), and hollows and perforations (that create rhythmic, harmonious patterns). Many of these same characteristics also inform Chinese landscape painting.","Mao Liqing, Flushing, NY (by 1985), sold; to Harvard University Art Museums, 1985.",,sight: H. 170.2 x W. 68.6 cm (67 x 27 in.),Harvard Art Museums,"Cambridge, MA, USA",https://www.harvardartmuseums.org/collections/object/201147,"https://nrs.harvard.edu/urn-3:HUAM:GS03497_dynmc/full/!800,800/0/default.jpg","https://nrs.harvard.edu/urn-3:HUAM:GS03497_dynmc/full/!800,800/0/default.jpg",https://nrs.harvard.edu/urn-3:HUAM:GS03497/manifest,C:\Users\Administrator\Desktop\harvard\harvard\201147_1.jpg,C:\Users\Administrator\Desktop\harvard\harvard\201147_1.jpg,1,"Harvard Art Museums/Arthur M. Sackler Museum, Asian Art Objects Fund",1985.98,2026-05-19
201158,2,"A HAMLET IN THE MOUNTAINS, AFTER A YUAN ARTIST",Tsou Hsu,,Ming（明）,,,,,,,"Ming dynasty, 1368-1644",1368,1644,Paintings,Ink on paper,Chinese,"Ming dynasty, 1368-1644 Paintings Ink on paper Tsou Hsu Chinese",,,H. 17 x W. 52 cm (6 11/16 x 20 1/2 in.),Harvard Art Museums,"Cambridge, MA, USA",https://www.harvardartmuseums.org/collections/object/201158,"https://nrs.harvard.edu/urn-3:HUAM:VRS15781_dynmc/full/!800,800/0/default.jpg","https://nrs.harvard.edu/urn-3:HUAM:VRS15781_dynmc/full/!800,800/0/default.jpg",https://nrs.harvard.edu/urn-3:HUAM:VRS15781/manifest,C:\Users\Administrator\Desktop\harvard\harvard\201158_1.jpg,C:\Users\Administrator\Desktop\harvard\harvard\201158_1.jpg,1,"Harvard Art Museums/Arthur M. Sackler Museum, Ernest B. and Helen Pratt Dane Fund for Asian Art in honor of Professor Max Loehr",1984.773,2026-05-19
201173,2,Roses (One of Twelve Album Leaves),Zhang Xiong 張熊,,Qing（清）,Q18511634,1803-01-01,1886-01-01,張熊,,2026-05-21,"Qing dynasty, 1644-1911",1644,1911,Paintings,One leaf from an album of eleven (originally twelve) leaves; ink and color on paper; with signature of the artist reading 'Zixiang',Chinese,"Qing dynasty, 1644-1911 Paintings One leaf from an album of eleven (originally twelve) leaves; ink and color on paper; with signature of the artist reading 'Zixiang' Zhang Xiong 張熊 Chinese",,,16.6 x 22.1 cm (6 9/16 x 8 11/16 in.),Harvard Art Museums,"Cambridge, MA, USA",https://www.harvardartmuseums.org/collections/object/201173,"https://nrs.harvard.edu/urn-3:HUAM:794617/full/!800,800/0/default.jpg","https://nrs.harvard.edu/urn-3:HUAM:794617/full/!800,800/0/default.jpg",https://nrs.harvard.edu/urn-3:HUAM:794617/manifest,C:\Users\Administrator\Desktop\harvard\harvard\201173_1.jpg,C:\Users\Administrator\Desktop\harvard\harvard\201173_1.jpg,1,"Harvard Art Museums/Arthur M. Sackler Museum, Gift of Philip Hofer",1984.381.5,2026-05-19
201174,2,Flowers (One of Twelve Album Leaves),Zhang Xiong 張熊,,Qing（清）,Q18511634,1803-01-01,1886-01-01,張熊,,2026-05-21,"Qing dynasty, 1644-1911",1644,1911,Paintings,One leaf from an album of eleven (originally twelve) leaves; ink and color on paper; with signature of the artist reading 'Zixiang',Chinese,"Qing dynasty, 1644-1911 Paintings One leaf from an album of eleven (originally twelve) leaves; ink and color on paper; with signature of the artist reading 'Zixiang' Zhang Xiong 張熊 Chinese",,,16.6 x 22.1 cm (6 9/16 x 8 11/16 in.),Harvard Art Museums,"Cambridge, MA, USA",https://www.harvardartmuseums.org/collections/object/201174,"https://nrs.harvard.edu/urn-3:HUAM:794619/full/!800,800/0/default.jpg","https://nrs.harvard.edu/urn-3:HUAM:794619/full/!800,800/0/default.jpg",https://nrs.harvard.edu/urn-3:HUAM:794619/manifest,C:\Users\Administrator\Desktop\harvard\harvard\201174_1.jpg,C:\Users\Administrator\Desktop\harvard\harvard\201174_1.jpg,1,"Harvard Art Museums/Arthur M. Sackler Museum, Gift of Philip Hofer",1984.381.7,2026-05-19
201175,2,Chrysanthemums (One of Twelve Album Leaves),Zhang Xiong 張熊,,Qing（清）,Q18511634,1803-01-01,1886-01-01,張熊,,2026-05-21,"Qing dynasty, 1644-1911",1644,1911,Paintings,One leaf from an album of eleven (originally twelve) leaves; ink and color on paper; with signature of the artist reading 'Zhang Xiong',Chinese,"Qing dynasty, 1644-1911 Paintings One leaf from an album of eleven (originally twelve) leaves; ink and color on paper; with signature of the artist reading 'Zhang Xiong' Zhang Xiong 張熊 Chinese",,,16.6 x 22.1 cm (6 9/16 x 8 11/16 in.),Harvard Art Museums,"Cambridge, MA, USA",https://www.harvardartmuseums.org/collections/object/201175,"https://nrs.harvard.edu/urn-3:HUAM:794622/full/!800,800/0/default.jpg","https://nrs.harvard.edu/urn-3:HUAM:794622/full/!800,800/0/default.jpg",https://nrs.harvard.edu/urn-3:HUAM:794622/manifest,C:\Users\Administrator\Desktop\harvard\harvard\201175_1.jpg,C:\Users\Administrator\Desktop\harvard\harvard\201175_1.jpg,1,"Harvard Art Museums/Arthur M. Sackler Museum, Gift of Philip Hofer",1984.381.10,2026-05-19
201176,2,Narcissus (One of Twelve Album Leaves),Zhang Xiong 張熊,,Qing（清）,Q18511634,1803-01-01,1886-01-01,張熊,,2026-05-21,"Qing dynasty, 1644-1911",1644,1911,Paintings,One leaf from an album of eleven (originally twelve) leaves; ink and color on paper; with signature of the artist reading 'Yuanhu Zhang Xiong',Chinese,"Qing dynasty, 1644-1911 Paintings One leaf from an album of eleven (originally twelve) leaves; ink and color on paper; with signature of the artist reading 'Yuanhu Zhang Xiong' Zhang Xiong 張熊 Chinese",,,16.6 x 22.1 cm (6 9/16 x 8 11/16 in.),Harvard Art Museums,"Cambridge, MA, USA",https://www.harvardartmuseums.org/collections/object/201176,"https://nrs.harvard.edu/urn-3:HUAM:794623/full/!800,800/0/default.jpg","https://nrs.harvard.edu/urn-3:HUAM:794623/full/!800,800/0/default.jpg",https://nrs.harvard.edu/urn-3:HUAM:794623/manifest,C:\Users\Administrator\Desktop\harvard\harvard\201176_1.jpg,C:\Users\Administrator\Desktop\harvard\harvard\201176_1.jpg,1,"Harvard Art Museums/Arthur M. Sackler Museum, Gift of Philip Hofer",1984.381.11,2026-05-19
201210,2,Fragment of a Buddhist Sutra,,,Northern Song（北宋）,,,,,,,11th Century,1001,1100,Calligraphy,Ink on paper,Chinese,11th Century Calligraphy Ink on paper Chinese,,,,Harvard Art Museums,"Cambridge, MA, USA",https://www.harvardartmuseums.org/collections/object/201210,"https://nrs.harvard.edu/urn-3:HUAM:CARP10467_dynmc/full/!800,800/0/default.jpg","https://nrs.harvard.edu/urn-3:HUAM:CARP10467_dynmc/full/!800,800/0/default.jpg",https://nrs.harvard.edu/urn-3:HUAM:CARP10467/manifest,C:\Users\Administrator\Desktop\harvard\harvard\201210_1.jpg,C:\Users\Administrator\Desktop\harvard\harvard\201210_1.jpg,1,"Harvard Art Museums/Arthur M. Sackler Museum, Gift of Philip Hofer",1984.297.1,2026-05-19
201240,2,Dagger-axe (Ge),,,Zhou（周）,,,,,,,"Zhou dynasty, Western Zhou period, c. 1050-771 BCE",-1050,-771,Weapons and Ammunition,Bronze,Chinese,"Zhou dynasty, Western Zhou period, c. 1050-771 BCE Weapons and Ammunition Bronze Chinese Dr. and Mrs. Milford D. Schulz purchased at the Louis Joseph auction company, Boston (ca. 1950s).","Dr. and Mrs. Milford D. Schulz purchased at the Louis Joseph auction company, Boston (ca. 1950s).",,L. 24.8 x W. 10.9 cm (9 3/4 x 4 5/16 in.),Harvard Art Museums,"Cambridge, MA, USA",https://www.harvardartmuseums.org/collections/object/201240,"https://nrs.harvard.edu/urn-3:HUAM:VRS13333_dynmc/full/!800,800/0/default.jpg","https://nrs.harvard.edu/urn-3:HUAM:VRS13333_dynmc/full/!800,800/0/default.jpg",https://nrs.harvard.edu/urn-3:HUAM:VRS13333/manifest,C:\Users\Administrator\Desktop\harvard\harvard\201240_1.jpg,C:\Users\Administrator\Desktop\harvard\harvard\201240_1.jpg,1,"Harvard Art Museums/Arthur M. Sackler Museum, Gift of Dr. and Mrs. Milford D. Schulz",1987.128,2026-05-19
201242,2,Four Landscapes,Du Jin 杜堇,,Ming（明）,Q957734,1465-01-01,1509-01-01,明代画家,杜菫（約1444年—1521年前後），本姓陆，出继杜氏，字懼男，號檉居、古狂、青霞亭長，丹徒（今江蘇鎮江）人，明代画家。,2026-05-21,"Ming dynasty, 1368-1644",1368,1644,Paintings with Calligraphy,"Four paintings mounted as a handscroll; ink and ink and light colors on paper, each painting with a title and a seal of the artist, the paintings followed by poems and an inscription by the artist",Chinese,"Ming dynasty, 1368-1644 Paintings with Calligraphy Four paintings mounted as a handscroll; ink and ink and light colors on paper, each painting with a title and a seal of the artist, the paintings followed by poems and an inscription by the artist Du Jin 杜堇 Chinese",,,25.8 cm (10 3/16 in.),Harvard Art Museums,"Cambridge, MA, USA",https://www.harvardartmuseums.org/collections/object/201242,"https://nrs.harvard.edu/urn-3:HUAM:INV003961_dynmc/full/!800,800/0/default.jpg","https://nrs.harvard.edu/urn-3:HUAM:INV003961_dynmc/full/!800,800/0/default.jpg",https://nrs.harvard.edu/urn-3:HUAM:INV003961/manifest,C:\Users\Administrator\Desktop\harvard\harvard\201242_1.jpg,C:\Users\Administrator\Desktop\harvard\harvard\201242_1.jpg,1,"Harvard Art Museums/Arthur M. Sackler Museum, Ernest B. and Helen Pratt Dane Fund for Asian Art",1986.512,2026-05-19
201243,2,One of Four Landscapes: Thatched Cottages in the Shade of Pines,Du Jin 杜堇,,Ming（明）,Q957734,1465-01-01,1509-01-01,明代画家,杜菫（約1444年—1521年前後），本姓陆，出继杜氏，字懼男，號檉居、古狂、青霞亭長，丹徒（今江蘇鎮江）人，明代画家。,2026-05-21,"Ming dynasty, 1368-1644",1368,1644,Paintings,One of four paintings mounted as a handscroll; ink and light color on paper,Chinese,"Ming dynasty, 1368-1644 Paintings One of four paintings mounted as a handscroll; ink and light color on paper Du Jin 杜堇 Chinese",,,24.4 x 65.2 cm (9 5/8 x 25 11/16 in.),Harvard Art Museums,"Cambridge, MA, USA",https://www.harvardartmuseums.org/collections/object/201243,"https://nrs.harvard.edu/urn-3:HUAM:VRS15342_dynmc/full/!800,800/0/default.jpg","https://nrs.harvard.edu/urn-3:HUAM:VRS15342_dynmc/full/!800,800/0/default.jpg",https://nrs.harvard.edu/urn-3:HUAM:VRS15342/manifest,C:\Users\Administrator\Desktop\harvard\harvard\201243_1.jpg,C:\Users\Administrator\Desktop\harvard\harvard\201243_1.jpg,1,"Harvard Art Museums/Arthur M. Sackler Museum, Ernest B. and Helen Pratt Dane Fund for Asian Art",1986.512.1,2026-05-19
201244,2,One of Four Landscapes: Returning to Hsi-ling,Du Jin 杜堇,,Ming（明）,Q957734,1465-01-01,1509-01-01,明代画家,杜菫（約1444年—1521年前後），本姓陆，出继杜氏，字懼男，號檉居、古狂、青霞亭長，丹徒（今江蘇鎮江）人，明代画家。,2026-05-21,"Ming dynasty, 1368-1644",1368,1644,Paintings,One of four paintings mounted as a handscroll; ink on paper,Chinese,"Ming dynasty, 1368-1644 Paintings One of four paintings mounted as a handscroll; ink on paper Du Jin 杜堇 Chinese",,,24.3 x 65.1 cm (9 9/16 x 25 5/8 in.),Harvard Art Museums,"Cambridge, MA, USA",https://www.harvardartmuseums.org/collections/object/201244,"https://nrs.harvard.edu/urn-3:HUAM:VRS15343_dynmc/full/!800,800/0/default.jpg","https://nrs.harvard.edu/urn-3:HUAM:VRS15343_dynmc/full/!800,800/0/default.jpg",https://nrs.harvard.edu/urn-3:HUAM:VRS15343/manifest,C:\Users\Administrator\Desktop\harvard\harvard\201244_1.jpg,C:\Users\Administrator\Desktop\harvard\harvard\201244_1.jpg,1,"Harvard Art Museums/Arthur M. Sackler Museum, Ernest B. and Helen Pratt Dane Fund for Asian Art",1986.512.2,2026-05-19
201247,2,"Fragment of a Vessel with ""T'ao-t'ieh"" Decoration",,,Shang（商）,,,,,,,"Shang dynasty,  c. 1600-c. 1050 BCE",-1600,-1050,Vessels,Gray stoneware with carved relief decoration,Chinese,"Shang dynasty,  c. 1600-c. 1050 BCE Vessels Gray stoneware with carved relief decoration Chinese",,,14 x 9 cm (5 1/2 x 3 9/16 in.),Harvard Art Museums,"Cambridge, MA, USA",https://www.harvardartmuseums.org/collections/object/201247,"https://nrs.harvard.edu/urn-3:HUAM:VRS13691_dynmc/full/!800,800/0/default.jpg","https://nrs.harvard.edu/urn-3:HUAM:VRS13691_dynmc/full/!800,800/0/default.jpg",https://nrs.harvard.edu/urn-3:HUAM:VRS13691/manifest,C:\Users\Administrator\Desktop\harvard\harvard\201247_1.jpg,C:\Users\Administrator\Desktop\harvard\harvard\201247_1.jpg,1,"Harvard Art Museums/Arthur M. Sackler Museum, Gift of Mr. and Mrs. Joseph P. Carroll",1986.648,2026-05-19
201257,2,"Fragment of the Stem and Flaring Base of a Pedestalled Vessel, the Stem with Horizontal Lines in Relief",,,Neolithic（新石器时代）,,,,,,,"Neolithic period, Liangzhu culture, c. 3300-2200 BCE",-3300,-2200,Fragments,Blackened gray erathenware,Chinese,"Neolithic period, Liangzhu culture, c. 3300-2200 BCE Fragments Blackened gray erathenware Chinese",,,17.7 x 10.1 cm (6 15/16 x 4 in.),Harvard Art Museums,"Cambridge, MA, USA",https://www.harvardartmuseums.org/collections/object/201257,"https://nrs.harvard.edu/urn-3:HUAM:CARP14044_dynmc/full/!800,800/0/default.jpg","https://nrs.harvard.edu/urn-3:HUAM:CARP14044_dynmc/full/!800,800/0/default.jpg",https://nrs.harvard.edu/urn-3:HUAM:CARP14044/manifest,C:\Users\Administrator\Desktop\harvard\harvard\201257_1.jpg,C:\Users\Administrator\Desktop\harvard\harvard\201257_1.jpg,1,"Harvard Art Museums/Arthur M. Sackler Museum, Ernest B. and Helen Pratt Dane Fund for Asian Art in honor of Professor Max Loehr",1984.119,2026-05-19
201258,2,"Fragment of the Stem and Flaring Base of a Pedestalled Vessel, the Stem with Horiztonal Lines in Relief",,,Neolithic（新石器时代）,,,,,,,"Neolithic period, Liangzhu culture, c. 3300-2200 BCE",-3300,-2200,Fragments,Blackened gray earthenware,Chinese,"Neolithic period, Liangzhu culture, c. 3300-2200 BCE Fragments Blackened gray earthenware Chinese",,,18.5 x 10.2 cm (7 5/16 x 4 in.),Harvard Art Museums,"Cambridge, MA, USA",https://www.harvardartmuseums.org/collections/object/201258,"https://nrs.harvard.edu/urn-3:HUAM:CARP14062_dynmc/full/!800,800/0/default.jpg","https://nrs.harvard.edu/urn-3:HUAM:CARP14062_dynmc/full/!800,800/0/default.jpg",https://nrs.harvard.edu/urn-3:HUAM:CARP14062/manifest,C:\Users\Administrator\Desktop\harvard\harvard\201258_1.jpg,C:\Users\Administrator\Desktop\harvard\harvard\201258_1.jpg,1,"Harvard Art Museums/Arthur M. Sackler Museum, Ernest B. and Helen Pratt Dane Fund for Asian Art in honor of Professor Max Loehr",1984.121,2026-05-19
201259,2,"Fragment of the Stem of a Pedestalled Vessel, the Stem with Paired Horizontal Lines in Relief",,,Neolithic（新石器时代）,,,,,,,"Neolithic period, Liangzhu culture, c. 3300-2200 BCE",-3300,-2200,Fragments,Blacked dark gray earthenware,Chinese,"Neolithic period, Liangzhu culture, c. 3300-2200 BCE Fragments Blacked dark gray earthenware Chinese",,"Andrzej Dajnowski, ""Analytical Examination of Chinese Liangzhu Neolithic Ceramics"" (thesis (certificate in conservation), Straus Center for Conservation and Technical Studies, 1989), Unpublished passim",19 x 6.2 cm (7 1/2 x 2 7/16 in.),Harvard Art Museums,"Cambridge, MA, USA",https://www.harvardartmuseums.org/collections/object/201259,"https://nrs.harvard.edu/urn-3:HUAM:CARP14038_dynmc/full/!800,800/0/default.jpg","https://nrs.harvard.edu/urn-3:HUAM:CARP14038_dynmc/full/!800,800/0/default.jpg",https://nrs.harvard.edu/urn-3:HUAM:CARP14038/manifest,C:\Users\Administrator\Desktop\harvard\harvard\201259_1.jpg,C:\Users\Administrator\Desktop\harvard\harvard\201259_1.jpg,1,"Harvard Art Museums/Arthur M. Sackler Museum, Ernest B. and Helen Pratt Dane Fund for Asian Art in honor of Professor Max Loehr",1984.122,2026-05-19
201260,2,"Fragment of the Stem and Flaring Base of a Pedestalled Vessel, the Stem with Paired Horizontal Lines in Relief adn with Small Circular Perforations",,,Neolithic（新石器时代）,,,,,,,"Neolithic period, Liangzhu culture, c. 3300-2200 BCE",-3300,-2200,Fragments,Blackened buff and gray earthenware,Chinese,"Neolithic period, Liangzhu culture, c. 3300-2200 BCE Fragments Blackened buff and gray earthenware Chinese",,"Andrzej Dajnowski, ""Analytical Examination of Chinese Liangzhu Neolithic Ceramics"" (thesis (certificate in conservation), Straus Center for Conservation and Technical Studies, 1989), Unpublished passim",19.5 x 8.4 cm (7 11/16 x 3 5/16 in.),Harvard Art Museums,"Cambridge, MA, USA",https://www.harvardartmuseums.org/collections/object/201260,"https://nrs.harvard.edu/urn-3:HUAM:CARP14070_dynmc/full/!800,800/0/default.jpg","https://nrs.harvard.edu/urn-3:HUAM:CARP14070_dynmc/full/!800,800/0/default.jpg",https://nrs.harvard.edu/urn-3:HUAM:CARP14070/manifest,C:\Users\Administrator\Desktop\harvard\harvard\201260_1.jpg,C:\Users\Administrator\Desktop\harvard\harvard\201260_1.jpg,1,"Harvard Art Museums/Arthur M. Sackler Museum, Ernest B. and Helen Pratt Dane Fund for Asian Art in honor of Professor Max Loehr",1984.127,2026-05-19
